word,emotion,accuracy
morbidade,anger,0.594
acidente,anger,0.594
punção,anger,0.594
miserável,anger,0.594
inferno,anger,0.594
invasão,anger,0.594
invadindo,anger,0.594
miserável,anger,0.594
consternação,anger,0.592
delirante,anger,0.591
à força,anger,0.591
guilhotina,anger,0.591
culpado,anger,0.591
depravado,anger,0.591
imoral,anger,0.591
avassalador,anger,0.591
susto,anger,0.588
recalcitrante,anger,0.588
parafusado,anger,0.588
amaldiçoado,anger,0.588
tão irritado,anger,0.588
invasor,anger,0.588
ciúmes,anger,0.587
indignação,anger,0.587
irritado,anger,0.586
enfrentar,anger,0.582
bruto,anger,0.581
acelerar,anger,0.579
vagabunda,anger,0.578
golpe,anger,0.578
chama,anger,0.578
pilhagem,anger,0.578
provocador,anger,0.578
dano,anger,0.578
criminalidade,anger,0.578
cale-se,anger,0.578
chicote,anger,0.578
conflito,anger,0.578
contencioso,anger,0.578
Shutit,anger,0.578
naufrágio,anger,0.578
desafiador,anger,0.578
açougueiro,anger,0.578
encarceramento,anger,0.578
revólver,anger,0.578
brigando,anger,0.578
você é um merda,anger,0.578
Câncer,anger,0.577
discriminar,anger,0.576
pistola,anger,0.576
frustração,anger,0.576
sangrento,anger,0.576
pernicioso,anger,0.576
não,anger,0.576
blasfêmia,anger,0.576
caótico,anger,0.576
tatear,anger,0.576
alienação,anger,0.576
perturbação,anger,0.576
condescendência,anger,0.576
Stoff,anger,0.576
discórdia,anger,0.576
Friggen,anger,0.575
zombeteira,anger,0.574
morte,anger,0.574
loucura,anger,0.574
escandaloso,anger,0.574
opressivo,anger,0.574
jab,anger,0.574
amaldiçoado,anger,0.574
monstruosidade,anger,0.574
merda,anger,0.573
depreciação,anger,0.571
golpear,anger,0.571
injusto,anger,0.571
forca,anger,0.570
escalar,anger,0.569
intolerante,anger,0.564
ilegalidade,anger,0.563
fera,anger,0.562
torpedo,anger,0.562
maligno,anger,0.562
traidor,anger,0.562
assustador,anger,0.562
disputando,anger,0.562
calúnia,anger,0.562
fole,anger,0.562
Retardas,anger,0.562
Grouchy,anger,0.562
Derogatório,anger,0.562
grosseiro,anger,0.562
invadir,anger,0.562
perdição,anger,0.562
Arghh,anger,0.562
terrível,anger,0.562
Bluddy,anger,0.562
enganado,anger,0.562
brilho,anger,0.562
provocação,anger,0.562
dissensão,anger,0.561
cruzar,anger,0.561
delírio,anger,0.561
grade,anger,0.561
devastador,anger,0.561
encaixa,anger,0.561
prejudicar,anger,0.561
quebrar,anger,0.561
idiotas,anger,0.561
ferir,anger,0.561
ladrão,anger,0.561
incontrolável,anger,0.561
conflagração,anger,0.561
traição,anger,0.561
alma penada,anger,0.561
subjugação,anger,0.559
perturbado,anger,0.559
pisado,anger,0.557
pegar,anger,0.557
queixa,anger,0.556
Marcou,anger,0.556
masoquismo,anger,0.556
desafio,anger,0.552
chantagem,anger,0.550
ofensiva,anger,0.549
acenar,anger,0.548
frustra,anger,0.547
violação,anger,0.547
limitar,anger,0.547
miséria,anger,0.547
Arghhhh,anger,0.547
disparidade,anger,0.547
punição,anger,0.547
rebelde,anger,0.547
absurdo,anger,0.547
vergonhoso,anger,0.547
ira,anger,0.547
enganar,anger,0.547
fustrado,anger,0.547
pecado,anger,0.547
estridente,anger,0.547
lado escuro,anger,0.547
arrogante,anger,0.547
armas de fogo,anger,0.547
roubado,anger,0.546
teve o sufuciente,anger,0.546
preconceito,anger,0.545
enfrentar,anger,0.545
ressentido,anger,0.545
aquecido,anger,0.545
insensível,anger,0.545
conspirador,anger,0.545
arruinado,anger,0.545
antagonista,anger,0.545
escaramuça,anger,0.545
ameaça,anger,0.545
irritar,anger,0.545
falta,anger,0.545
argumento,anger,0.545
humilhar,anger,0.545
Wanker,anger,0.545
adversário,anger,0.545
picada,anger,0.544
enredado,anger,0.544
resmungar,anger,0.544
roubo,anger,0.544
clamor,anger,0.544
resistência,anger,0.543
irreconciliável,anger,0.543
obstrutivo,anger,0.542
desânimo,anger,0.540
MOB,anger,0.538
simplesmente pare,anger,0.537
maldade,anger,0.536
ridículo,anger,0.534
incendiário,anger,0.533
explosões,anger,0.532
duplo,anger,0.531
irresponsável,anger,0.531
O comunismo,anger,0.531
alegação,anger,0.531
prejudicial,anger,0.531
chicote,anger,0.531
desenfreado,anger,0.531
degeneração,anger,0.531
intruso,anger,0.531
Belilite,anger,0.531
confinamento,anger,0.531
disputa,anger,0.531
exacerbação,anger,0.531
revolta,anger,0.531
injusto,anger,0.530
injustificável,anger,0.530
perversão,anger,0.530
fanático,anger,0.530
Fiesty,anger,0.530
agressor,anger,0.530
ditatorial,anger,0.530
problema,anger,0.530
dissonância,anger,0.530
abordado,anger,0.530
renegado,anger,0.529
CantStandit,anger,0.529
transgressão,anger,0.529
quente,anger,0.529
prisão,anger,0.529
suicídio,anger,0.521
irritar,anger,0.520
me deixe em paz,anger,0.517
Cretins,anger,0.516
depravação,anger,0.516
idiota,anger,0.516
desonesto,anger,0.516
desconfiança,anger,0.516
assar,anger,0.516
grrr,anger,0.516
criticar,anger,0.516
inimico,anger,0.516
tortuoso,anger,0.516
prisioneiro,anger,0.516
traição,anger,0.516
divórcio,anger,0.516
ventilação,anger,0.516
coado,anger,0.516
desrespeitoso,anger,0.516
caça furtiva,anger,0.515
repreenda,anger,0.515
caçadores caçadores,anger,0.515
Pancada,anger,0.515
faminto,anger,0.515
argumentação,anger,0.515
frustrante,anger,0.515
cruel,anger,0.515
rugido,anger,0.515
coerção,anger,0.515
implacável,anger,0.515
Grump,anger,0.515
bile,anger,0.515
desencadear,anger,0.515
caos,anger,0.515
vitimado,anger,0.515
idiotas,anger,0.515
briga,anger,0.514
Bane,anger,0.511
acusação,anger,0.510
inimizade,anger,0.510
repúdio,anger,0.510
banir,anger,0.509
desfigurado,anger,0.508
tempestade,anger,0.507
louco,anger,0.500
martelando,anger,0.500
desafiar,anger,0.500
antítese,anger,0.500
zombar,anger,0.500
angústia,anger,0.500
confinado,anger,0.500
temer,anger,0.500
ataque,anger,0.500
indisciplinado,anger,0.500
ilusório,anger,0.500
obstruir,anger,0.500
possuído,anger,0.500
injustiça,anger,0.500
fervor,anger,0.500
lança,anger,0.500
escárnio,anger,0.500
intratável,anger,0.500
rejeitar,anger,0.500
dominar,anger,0.500
provação,anger,0.500
banido,anger,0.500
rejeita,anger,0.500
evitar,anger,0.500
impacto,anger,0.500
derrogação,anger,0.500
frenético,anger,0.500
animus,anger,0.500
supressão,anger,0.500
negligência,anger,0.500
bronzeado,anger,0.500
espuma,anger,0.500
interromper,anger,0.500
ninguém se importa,anger,0.500
condescendente,anger,0.500
superar a si mesmo,anger,0.495
dureza,anger,0.492
pessoas estúpidas,anger,0.492
loucura,anger,0.491
pecaminoso,anger,0.491
avareza,anger,0.490
oprimir,anger,0.490
corte,anger,0.485
anátema,anger,0.485
incomodado,anger,0.485
dissidente,anger,0.485
demanda,anger,0.485
usurpar,anger,0.485
garra,anger,0.485
alienar,anger,0.485
infração,anger,0.485
vingador,anger,0.485
revogar,anger,0.485
contrabandista,anger,0.485
abolir,anger,0.485
enfurecido,anger,0.485
ficar longe,anger,0.485
perverter,anger,0.485
desserviço,anger,0.485
desobediente,anger,0.485
incesto,anger,0.485
reclamação,anger,0.485
reprovado,anger,0.485
desumano,anger,0.485
zombando,anger,0.484
pena,anger,0.484
renúncia,anger,0.484
restringir,anger,0.484
revolta,anger,0.484
engano,anger,0.484
detestável,anger,0.484
preso,anger,0.484
tenso,anger,0.484
culpa,anger,0.484
outt,anger,0.484
litigioso,anger,0.484
rivalidade,anger,0.484
otário,anger,0.484
oposto,anger,0.484
Thresh,anger,0.484
desgraç,anger,0.484
suspeito,anger,0.484
turbulência,anger,0.483
libra,anger,0.481
frieza,anger,0.477
ingrato,anger,0.472
Stoopid,anger,0.471
batalhão,anger,0.471
feudalismo,anger,0.470
refém,anger,0.470
chato,anger,0.470
desapropriado,anger,0.470
subversão,anger,0.470
atrito,anger,0.470
ciúmes,anger,0.470
adversidade,anger,0.470
infiel,anger,0.470
Gall,anger,0.470
acusador,anger,0.470
bater,anger,0.470
armamento,anger,0.470
THUMP,anger,0.469
antipatia,anger,0.469
roubar,anger,0.469
Recuar,anger,0.469
sufocado,anger,0.469
incitar,anger,0.469
sofrimento,anger,0.469
controle de raiva,anger,0.469
egoísta,anger,0.469
ferida,anger,0.469
exílio,anger,0.469
insanidade,anger,0.469
ofensa,anger,0.469
objeção,anger,0.469
sufocar,anger,0.469
Interrupção,anger,0.469
intolerância,anger,0.469
desobedecer,anger,0.469
egoísmo,anger,0.469
reincidência,anger,0.469
subversivo,anger,0.469
Huff,anger,0.469
pilhagem,anger,0.469
oposição,anger,0.469
reclamar,anger,0.469
autor,anger,0.469
ferver,anger,0.469
você está brincando,anger,0.468
caneca,anger,0.467
agonia,anger,0.465
arrogante,anger,0.461
Sux,anger,0.456
ventilação,anger,0.456
eliminação,anger,0.456
piquete,anger,0.456
altivo,anger,0.456
Grato,anger,0.455
flagrante,anger,0.455
pego,anger,0.455
Crabby,anger,0.455
morrendo,anger,0.455
Idiocy,anger,0.455
impermeável,anger,0.455
manchado,anger,0.455
ilegalidade,anger,0.455
veto,anger,0.455
limitação,anger,0.455
enganar,anger,0.455
ilícito,anger,0.455
problemático,anger,0.455
clamor,anger,0.455
baioneta,anger,0.453
suprimir,anger,0.453
intenso,anger,0.453
Despachado,anger,0.453
desaprovando,anger,0.453
histérico,anger,0.453
luta,anger,0.453
sem Deus,anger,0.453
desistir,anger,0.453
usurpado,anger,0.453
despotismo,anger,0.453
discordando,anger,0.453
ruim,anger,0.453
ilegal,anger,0.451
incorretamente,anger,0.448
repelente,anger,0.442
desonra,anger,0.441
psicose,anger,0.441
desperdiçado,anger,0.441
ilícito,anger,0.441
inimigo,anger,0.441
aversão,anger,0.440
Gahhh,anger,0.439
Knuckles,anger,0.439
ultimato,anger,0.439
cisma,anger,0.439
chateado,anger,0.439
efígie,anger,0.439
punitivo,anger,0.439
inútil,anger,0.438
separatista,anger,0.438
resgate,anger,0.438
negar,anger,0.438
fugitivo,anger,0.438
sujou-se,anger,0.438
abandono,anger,0.438
irritação,anger,0.438
deletério,anger,0.438
estupidez,anger,0.438
segregar,anger,0.437
esquecimento,anger,0.437
retorno,anger,0.436
incongruente,anger,0.435
despejo,anger,0.435
conluio,anger,0.432
roubar,anger,0.431
voraz,anger,0.429
Overnun,anger,0.429
infidelidade,anger,0.429
prenúncio,anger,0.426
doloroso,anger,0.426
deixe isso para trás,anger,0.426
marcial,anger,0.426
rejeição,anger,0.426
incrédulo,anger,0.426
StupidRain,anger,0.426
defesa,anger,0.425
aplicar,anger,0.424
comoção,anger,0.424
censurar,anger,0.424
gonorréia,anger,0.424
fraudulento,anger,0.424
antipático,anger,0.424
falacioso,anger,0.424
ambição,anger,0.424
defraudar,anger,0.424
Banger,anger,0.424
ocultação,anger,0.424
discutir,anger,0.424
exasperação,anger,0.424
desobediência,anger,0.424
poderoso,anger,0.424
descontentamento,anger,0.424
indecência,anger,0.424
sedição,anger,0.422
deportação,anger,0.422
rachado,anger,0.422
Bang,anger,0.422
Barb,anger,0.422
duelo,anger,0.422
sarcasmo,anger,0.422
cur,anger,0.422
deturpado,anger,0.422
aborrecimento,anger,0.422
cicatriz,anger,0.422
urtiga,anger,0.422
banimento,anger,0.422
desprezado,anger,0.422
penitenciária,anger,0.422
penetração,anger,0.422
flagrante,anger,0.420
força,anger,0.418
perverso,anger,0.415
torcer,anger,0.415
bastião,anger,0.413
sinistro,anger,0.413
temperamental,anger,0.412
Tiff,anger,0.412
infeliz,anger,0.412
grosseiro,anger,0.412
sórdido,anger,0.412
Caçando,anger,0.411
escritura,anger,0.410
desistência,anger,0.409
você está brincando comigo,anger,0.409
reprovação,anger,0.409
"farsa, falso",anger,0.409
horrível,anger,0.409
compulsão,anger,0.409
implicado,anger,0.409
contraditório,anger,0.409
inepto,anger,0.409
supremacia,anger,0.409
esgueirar-se,anger,0.409
decepcionar,anger,0.409
bloqueio,anger,0.409
detido,anger,0.409
Cantwin,anger,0.409
squelch,anger,0.409
mentindo,anger,0.408
trilho,anger,0.406
abandonado,anger,0.406
cacofonia,anger,0.406
antipatia,anger,0.406
wop,anger,0.406
texugo,anger,0.406
tremor,anger,0.406
desigualdade,anger,0.406
ilusão,anger,0.406
impensável,anger,0.406
oneroso,anger,0.406
irregularidades,anger,0.406
incômodo,anger,0.406
Scrapie,anger,0.406
epidemia,anger,0.406
argumentos,anger,0.404
afronta,anger,0.403
traumático,anger,0.402
Sodding,anger,0.400
difamação,anger,0.400
irrita,anger,0.400
tão lento,anger,0.398
atenção,anger,0.398
frenético,anger,0.397
Remiss,anger,0.397
barcaça,anger,0.396
processar,anger,0.394
chaveada,anger,0.394
acionável,anger,0.394
extinguir,anger,0.394
fraude,anger,0.394
UNDOWARD,anger,0.394
ilegal,anger,0.394
Nag,anger,0.394
boxe,anger,0.394
confiscar,anger,0.394
uivo,anger,0.394
WhatsThePoint,anger,0.394
multidão,anger,0.394
hostil,anger,0.394
desrespeito,anger,0.394
que droga,anger,0.394
enxofre,anger,0.392
dissolução,anger,0.391
fraudado,anger,0.391
grrrrr,anger,0.391
terremoto,anger,0.391
Argh,anger,0.391
pique,anger,0.391
imprudência,anger,0.391
discordar,anger,0.389
processo,anger,0.386
abandonado,anger,0.382
desespero,anger,0.382
imoralidade,anger,0.382
coagir,anger,0.379
FirstWorldProbs,anger,0.379
melindroso,anger,0.379
Pokes,anger,0.379
falsificação,anger,0.379
rifle,anger,0.379
chiar,anger,0.379
incurável,anger,0.379
dificuldade,anger,0.379
dolorido,anger,0.379
piquete,anger,0.378
concussão,anger,0.377
Stuckup,anger,0.375
milícia,anger,0.375
Rawr,anger,0.375
com defeito,anger,0.375
Sly,anger,0.375
Desilusão,anger,0.375
Petpeeve,anger,0.375
armadilha,anger,0.375
infantil,anger,0.375
pessimismo,anger,0.375
Recurso,anger,0.375
canhão,anger,0.375
vindicar,anger,0.371
inibir,anger,0.371
angustiante,anger,0.371
nepotismo,anger,0.371
esquizofrenia,anger,0.369
inclinado,anger,0.368
repugnável,anger,0.368
proibindo,anger,0.368
conquista,anger,0.367
latido,anger,0.365
leucemia,anger,0.365
desaprovar,anger,0.364
guerreiro,anger,0.364
Barcas,anger,0.364
retardado,anger,0.364
infeliz,anger,0.364
Burke,anger,0.364
desafio,anger,0.364
cinto,anger,0.364
litigar,anger,0.359
escassez,anger,0.359
opinativo,anger,0.359
não gostei,anger,0.359
After,anger,0.359
restrição,anger,0.359
cafajeste,anger,0.359
incompetência,anger,0.359
volume,anger,0.359
quebrado,anger,0.359
polêmica,anger,0.359
sectário,anger,0.359
controverso,anger,0.359
interromper,anger,0.358
temperamental,anger,0.357
Wench,anger,0.353
remover,anger,0.351
pirralho,anger,0.351
Gruff,anger,0.351
mau comportamento,anger,0.351
escassez,anger,0.350
perdendo,anger,0.349
estigma,anger,0.348
deserto,anger,0.348
Time Wasters,anger,0.348
desacordo,anger,0.348
defeito,anger,0.348
endurecido,anger,0.348
mentira,anger,0.348
úlcera,anger,0.348
retrair,anger,0.348
não confiável,anger,0.348
praga,anger,0.348
desapontado,anger,0.348
viés,anger,0.345
negação,anger,0.344
incomodando,anger,0.344
despojado,anger,0.344
anti -social,anger,0.344
pirata,anger,0.344
avarento,anger,0.344
má qualidade,anger,0.344
não confiável,anger,0.344
instável,anger,0.344
errôneo,anger,0.344
instável,anger,0.344
Evitar,anger,0.344
ansiedade,anger,0.344
negar,anger,0.344
deterioração,anger,0.344
impotência,anger,0.344
interminável,anger,0.343
doença,anger,0.341
intrometida,anger,0.341
urdidura,anger,0.340
Avessa,anger,0.338
infame,anger,0.338
alcoolismo,anger,0.338
linha,anger,0.337
Staticky,anger,0.336
ilegítimo,anger,0.333
Oclance,anger,0.333
feitiçaria,anger,0.333
interromper,anger,0.333
escorpião,anger,0.333
doente,anger,0.333
pecador,anger,0.331
inconsiderado,anger,0.329
Hulk,anger,0.329
Entrada,anger,0.328
tracejadas,anger,0.328
brrr,anger,0.328
fib,anger,0.328
desqualificado,anger,0.328
spammers,anger,0.328
falso,anger,0.328
apertar,anger,0.328
deslocado,anger,0.328
bode expiatório,anger,0.328
vítima,anger,0.328
adversário,anger,0.328
silvo,anger,0.328
cruzada,anger,0.328
mal-humorado,anger,0.328
resistindo,anger,0.328
inapropriado,anger,0.324
Haye,anger,0.324
perda,anger,0.324
truques,anger,0.324
evitar,anger,0.324
negligenciado,anger,0.324
corroer,anger,0.323
Muff,anger,0.318
Crunch,anger,0.318
duplicidade,anger,0.318
crítica,anger,0.318
filas,anger,0.318
grito,anger,0.316
depreciar,anger,0.315
demissão,anger,0.312
palha,anger,0.312
rainha do drama,anger,0.312
pobreza,anger,0.312
