word,emotion,lexicon_score
reprimenda,0,0.641
tão louco,0,0.637
frustrado,0,0.636
massa,0,0.636
chutando,0,0.636
anarquia,0,0.636
palmada,0,0.636
gritante,0,0.636
suicida,0,0.636
nojento,0,0.636
ferimento,0,0.636
pendurado,0,0.636
envenenado,0,0.636
combatente,0,0.636
naufragado,0,0.633
infligir,0,0.633
Grievous,0,0.632
processar,0,0.63
agitad,0,0.63
trair,0,0.63
suástica,0,0.627
ferir,0,0.625
acusação,0,0.625
flagelo,0,0.625
provocação,0,0.625
asfixia,0,0.625
conflito,0,0.625
ataque,0,0.625
escravizado,0,0.625
maldição,0,0.625
difamatório,0,0.625
assediar,0,0.625
trovejando,0,0.625
trair,0,0.625
Arsehole,0,0.624
roubo,0,0.621
insano,0,0.621
retaliação,0,0.621
irritar,0,0.621
privação,0,0.621
demônio,0,0.621
idiota,0,0.621
condenar,0,0.621
xingado,0,0.619
turbulência,0,0.618
Smack,0,0.615
retribuição,0,0.614
rebelião,0,0.609
opressor,0,0.609
gangue,0,0.609
escravidão,0,0.609
intolerável,0,0.609
desfavoraveis,0,0.609
prejudicial,0,0.609
twats,0,0.609
colisão,0,0.609
bateria,0,0.609
amargamente,0,0.609
antagonismo,0,0.609
irritabilidade,0,0.609
desonrado,0,0.608
diatribe,0,0.606
Idiota,0,0.606
explosão,0,0.606
bombardeamento,0,0.606
irrita,0,0.606
reclamando,0,0.606
revolução,0,0.606
bandido,0,0.606
antagônico,0,0.606
irritante,0,0.606
doentio,0,0.606
discriminação,0,0.606
frustrar,0,0.604
insulto,0,0.603
prejudicial,0,0.603
opressão,0,0.603
manipulação,0,0.603
cansado disso,0,0.603
intolerante,0,0.603
tensão,0,0.603
nojo,0,0.602
Despeito,0,0.6
intrusivo,0,0.598
aspereza,0,0.597
SLUR,0,0.596
tempestade,0,0.594
assalto,0,0.594
amargura,0,0.594
morbidade,0,0.594
acidente,0,0.594
punção,0,0.594
miserável,0,0.594
inferno,0,0.594
invasão,0,0.594
invadindo,0,0.594
miserável,0,0.594
consternação,0,0.592
delirante,0,0.591
à força,0,0.591
guilhotina,0,0.591
culpado,0,0.591
depravado,0,0.591
imoral,0,0.591
avassalador,0,0.591
susto,0,0.588
recalcitrante,0,0.588
parafusado,0,0.588
amaldiçoado,0,0.588
tão irritado,0,0.588
invasor,0,0.588
ciúmes,0,0.587
indignação,0,0.587
irritado,0,0.586
enfrentar,0,0.582
bruto,0,0.581
acelerar,0,0.579
vagabunda,0,0.578
golpe,0,0.578
chama,0,0.578
pilhagem,0,0.578
provocador,0,0.578
dano,0,0.578
criminalidade,0,0.578
cale-se,0,0.578
chicote,0,0.578
conflito,0,0.578
contencioso,0,0.578
Shutit,0,0.578
naufrágio,0,0.578
desafiador,0,0.578
açougueiro,0,0.578
encarceramento,0,0.578
revólver,0,0.578
brigando,0,0.578
você é um merda,0,0.578
Câncer,0,0.577
discriminar,0,0.576
pistola,0,0.576
frustração,0,0.576
sangrento,0,0.576
pernicioso,0,0.576
não,0,0.576
blasfêmia,0,0.576
caótico,0,0.576
tatear,0,0.576
alienação,0,0.576
perturbação,0,0.576
condescendência,0,0.576
Stoff,0,0.576
discórdia,0,0.576
Friggen,0,0.575
zombeteira,0,0.574
morte,0,0.574
loucura,0,0.574
escandaloso,0,0.574
opressivo,0,0.574
jab,0,0.574
amaldiçoado,0,0.574
monstruosidade,0,0.574
merda,0,0.573
depreciação,0,0.571
golpear,0,0.571
injusto,0,0.571
forca,0,0.57
escalar,0,0.569
intolerante,0,0.564
ilegalidade,0,0.563
fera,0,0.562
torpedo,0,0.562
maligno,0,0.562
traidor,0,0.562
assustador,0,0.562
disputando,0,0.562
calúnia,0,0.562
fole,0,0.562
Retardas,0,0.562
Grouchy,0,0.562
Derogatório,0,0.562
grosseiro,0,0.562
invadir,0,0.562
perdição,0,0.562
Arghh,0,0.562
terrível,0,0.562
Bluddy,0,0.562
enganado,0,0.562
brilho,0,0.562
provocação,0,0.562
dissensão,0,0.561
cruzar,0,0.561
delírio,0,0.561
grade,0,0.561
devastador,0,0.561
encaixa,0,0.561
prejudicar,0,0.561
quebrar,0,0.561
idiotas,0,0.561
ferir,0,0.561
ladrão,0,0.561
incontrolável,0,0.561
conflagração,0,0.561
traição,0,0.561
alma penada,0,0.561
subjugação,0,0.559
perturbado,0,0.559
pisado,0,0.557
pegar,0,0.557
queixa,0,0.556
Marcou,0,0.556
masoquismo,0,0.556
desafio,0,0.552
chantagem,0,0.55
ofensiva,0,0.549
acenar,0,0.548
frustra,0,0.547
violação,0,0.547
limitar,0,0.547
miséria,0,0.547
Arghhhh,0,0.547
disparidade,0,0.547
punição,0,0.547
rebelde,0,0.547
absurdo,0,0.547
vergonhoso,0,0.547
ira,0,0.547
enganar,0,0.547
fustrado,0,0.547
pecado,0,0.547
estridente,0,0.547
lado escuro,0,0.547
arrogante,0,0.547
armas de fogo,0,0.547
roubado,0,0.546
teve o sufuciente,0,0.546
preconceito,0,0.545
enfrentar,0,0.545
ressentido,0,0.545
aquecido,0,0.545
insensível,0,0.545
conspirador,0,0.545
arruinado,0,0.545
antagonista,0,0.545
escaramuça,0,0.545
ameaça,0,0.545
irritar,0,0.545
falta,0,0.545
argumento,0,0.545
humilhar,0,0.545
Wanker,0,0.545
adversário,0,0.545
picada,0,0.544
enredado,0,0.544
resmungar,0,0.544
roubo,0,0.544
clamor,0,0.544
resistência,0,0.543
irreconciliável,0,0.543
obstrutivo,0,0.542
desânimo,0,0.54
MOB,0,0.538
simplesmente pare,0,0.537
maldade,0,0.536
ridículo,0,0.534
incendiário,0,0.533
explosões,0,0.532
duplo,0,0.531
irresponsável,0,0.531
O comunismo,0,0.531
alegação,0,0.531
prejudicial,0,0.531
chicote,0,0.531
desenfreado,0,0.531
degeneração,0,0.531
intruso,0,0.531
Belilite,0,0.531
confinamento,0,0.531
disputa,0,0.531
exacerbação,0,0.531
revolta,0,0.531
injusto,0,0.53
injustificável,0,0.53
perversão,0,0.53
fanático,0,0.53
Fiesty,0,0.53
agressor,0,0.53
ditatorial,0,0.53
problema,0,0.53
dissonância,0,0.53
abordado,0,0.53
renegado,0,0.529
CantStandit,0,0.529
transgressão,0,0.529
quente,0,0.529
prisão,0,0.529
suicídio,0,0.521
irritar,0,0.52
me deixe em paz,0,0.517
Cretins,0,0.516
depravação,0,0.516
idiota,0,0.516
desonesto,0,0.516
desconfiança,0,0.516
assar,0,0.516
grrr,0,0.516
criticar,0,0.516
inimico,0,0.516
tortuoso,0,0.516
prisioneiro,0,0.516
traição,0,0.516
divórcio,0,0.516
ventilação,0,0.516
coado,0,0.516
desrespeitoso,0,0.516
caça furtiva,0,0.515
repreenda,0,0.515
caçadores caçadores,0,0.515
Pancada,0,0.515
faminto,0,0.515
argumentação,0,0.515
frustrante,0,0.515
cruel,0,0.515
rugido,0,0.515
coerção,0,0.515
implacável,0,0.515
Grump,0,0.515
bile,0,0.515
desencadear,0,0.515
caos,0,0.515
vitimado,0,0.515
idiotas,0,0.515
briga,0,0.514
Bane,0,0.511
acusação,0,0.51
inimizade,0,0.51
repúdio,0,0.51
banir,0,0.509
desfigurado,0,0.508
tempestade,0,0.507
louco,0,0.5
martelando,0,0.5
desafiar,0,0.5
antítese,0,0.5
zombar,0,0.5
angústia,0,0.5
confinado,0,0.5
temer,0,0.5
ataque,0,0.5
indisciplinado,0,0.5
ilusório,0,0.5
obstruir,0,0.5
possuído,0,0.5
injustiça,0,0.5
fervor,0,0.5
lança,0,0.5
escárnio,0,0.5
intratável,0,0.5
rejeitar,0,0.5
dominar,0,0.5
provação,0,0.5
banido,0,0.5
rejeita,0,0.5
evitar,0,0.5
impacto,0,0.5
derrogação,0,0.5
frenético,0,0.5
animus,0,0.5
supressão,0,0.5
negligência,0,0.5
bronzeado,0,0.5
espuma,0,0.5
interromper,0,0.5
ninguém se importa,0,0.5
condescendente,0,0.5
superar a si mesmo,0,0.495
dureza,0,0.492
pessoas estúpidas,0,0.492
loucura,0,0.491
pecaminoso,0,0.491
avareza,0,0.49
oprimir,0,0.49
corte,0,0.485
anátema,0,0.485
incomodado,0,0.485
dissidente,0,0.485
demanda,0,0.485
usurpar,0,0.485
garra,0,0.485
alienar,0,0.485
infração,0,0.485
vingador,0,0.485
revogar,0,0.485
contrabandista,0,0.485
abolir,0,0.485
enfurecido,0,0.485
ficar longe,0,0.485
perverter,0,0.485
desserviço,0,0.485
desobediente,0,0.485
incesto,0,0.485
reclamação,0,0.485
reprovado,0,0.485
desumano,0,0.485
zombando,0,0.484
pena,0,0.484
renúncia,0,0.484
restringir,0,0.484
revolta,0,0.484
engano,0,0.484
detestável,0,0.484
preso,0,0.484
tenso,0,0.484
culpa,0,0.484
outt,0,0.484
litigioso,0,0.484
rivalidade,0,0.484
otário,0,0.484
oposto,0,0.484
Thresh,0,0.484
desgraç,0,0.484
suspeito,0,0.484
turbulência,0,0.483
libra,0,0.481
frieza,0,0.477
ingrato,0,0.472
Stoopid,0,0.471
batalhão,0,0.471
feudalismo,0,0.47
refém,0,0.47
chato,0,0.47
desapropriado,0,0.47
subversão,0,0.47
atrito,0,0.47
ciúmes,0,0.47
adversidade,0,0.47
infiel,0,0.47
Gall,0,0.47
acusador,0,0.47
bater,0,0.47
armamento,0,0.47
THUMP,0,0.469
antipatia,0,0.469
roubar,0,0.469
Recuar,0,0.469
sufocado,0,0.469
incitar,0,0.469
sofrimento,0,0.469
controle de raiva,0,0.469
egoísta,0,0.469
ferida,0,0.469
exílio,0,0.469
insanidade,0,0.469
ofensa,0,0.469
objeção,0,0.469
sufocar,0,0.469
Interrupção,0,0.469
intolerância,0,0.469
desobedecer,0,0.469
egoísmo,0,0.469
reincidência,0,0.469
subversivo,0,0.469
Huff,0,0.469
pilhagem,0,0.469
oposição,0,0.469
reclamar,0,0.469
autor,0,0.469
ferver,0,0.469
você está brincando,0,0.468
caneca,0,0.467
agonia,0,0.465
arrogante,0,0.461
Sux,0,0.456
ventilação,0,0.456
eliminação,0,0.456
piquete,0,0.456
altivo,0,0.456
Grato,0,0.455
flagrante,0,0.455
pego,0,0.455
Crabby,0,0.455
morrendo,0,0.455
Idiocy,0,0.455
impermeável,0,0.455
manchado,0,0.455
ilegalidade,0,0.455
veto,0,0.455
limitação,0,0.455
enganar,0,0.455
ilícito,0,0.455
problemático,0,0.455
clamor,0,0.455
baioneta,0,0.453
suprimir,0,0.453
intenso,0,0.453
Despachado,0,0.453
desaprovando,0,0.453
histérico,0,0.453
luta,0,0.453
sem Deus,0,0.453
desistir,0,0.453
usurpado,0,0.453
despotismo,0,0.453
discordando,0,0.453
ruim,0,0.453
ilegal,0,0.451
incorretamente,0,0.448
repelente,0,0.442
desonra,0,0.441
psicose,0,0.441
desperdiçado,0,0.441
ilícito,0,0.441
inimigo,0,0.441
aversão,0,0.44
Gahhh,0,0.439
Knuckles,0,0.439
ultimato,0,0.439
cisma,0,0.439
chateado,0,0.439
efígie,0,0.439
punitivo,0,0.439
inútil,0,0.438
separatista,0,0.438
resgate,0,0.438
negar,0,0.438
fugitivo,0,0.438
sujou-se,0,0.438
abandono,0,0.438
irritação,0,0.438
deletério,0,0.438
estupidez,0,0.438
segregar,0,0.437
esquecimento,0,0.437
retorno,0,0.436
incongruente,0,0.435
despejo,0,0.435
conluio,0,0.432
roubar,0,0.431
voraz,0,0.429
Overnun,0,0.429
infidelidade,0,0.429
prenúncio,0,0.426
doloroso,0,0.426
deixe isso para trás,0,0.426
marcial,0,0.426
rejeição,0,0.426
incrédulo,0,0.426
StupidRain,0,0.426
defesa,0,0.425
aplicar,0,0.424
comoção,0,0.424
censurar,0,0.424
gonorréia,0,0.424
fraudulento,0,0.424
antipático,0,0.424
falacioso,0,0.424
ambição,0,0.424
defraudar,0,0.424
Banger,0,0.424
ocultação,0,0.424
discutir,0,0.424
exasperação,0,0.424
desobediência,0,0.424
poderoso,0,0.424
descontentamento,0,0.424
indecência,0,0.424
sedição,0,0.422
deportação,0,0.422
rachado,0,0.422
Bang,0,0.422
Barb,0,0.422
duelo,0,0.422
sarcasmo,0,0.422
cur,0,0.422
deturpado,0,0.422
aborrecimento,0,0.422
cicatriz,0,0.422
urtiga,0,0.422
banimento,0,0.422
desprezado,0,0.422
penitenciária,0,0.422
penetração,0,0.422
flagrante,0,0.42
força,0,0.418
perverso,0,0.415
torcer,0,0.415
bastião,0,0.413
sinistro,0,0.413
temperamental,0,0.412
Tiff,0,0.412
infeliz,0,0.412
grosseiro,0,0.412
sórdido,0,0.412
Caçando,0,0.411
escritura,0,0.41
desistência,0,0.409
você está brincando comigo,0,0.409
reprovação,0,0.409
"farsa, falso",0,0.409
horrível,0,0.409
compulsão,0,0.409
implicado,0,0.409
contraditório,0,0.409
inepto,0,0.409
supremacia,0,0.409
esgueirar-se,0,0.409
decepcionar,0,0.409
bloqueio,0,0.409
detido,0,0.409
Cantwin,0,0.409
squelch,0,0.409
mentindo,0,0.408
trilho,0,0.406
abandonado,0,0.406
cacofonia,0,0.406
antipatia,0,0.406
wop,0,0.406
texugo,0,0.406
tremor,0,0.406
desigualdade,0,0.406
ilusão,0,0.406
impensável,0,0.406
oneroso,0,0.406
irregularidades,0,0.406
incômodo,0,0.406
Scrapie,0,0.406
epidemia,0,0.406
argumentos,0,0.404
afronta,0,0.403
traumático,0,0.402
Sodding,0,0.4
difamação,0,0.4
irrita,0,0.4
tão lento,0,0.398
atenção,0,0.398
frenético,0,0.397
Remiss,0,0.397
barcaça,0,0.396
processar,0,0.394
chaveada,0,0.394
acionável,0,0.394
extinguir,0,0.394
fraude,0,0.394
UNDOWARD,0,0.394
ilegal,0,0.394
Nag,0,0.394
boxe,0,0.394
confiscar,0,0.394
uivo,0,0.394
WhatsThePoint,0,0.394
multidão,0,0.394
hostil,0,0.394
desrespeito,0,0.394
que droga,0,0.394
enxofre,0,0.392
dissolução,0,0.391
fraudado,0,0.391
grrrrr,0,0.391
terremoto,0,0.391
Argh,0,0.391
pique,0,0.391
imprudência,0,0.391
discordar,0,0.389
processo,0,0.386
abandonado,0,0.382
desespero,0,0.382
imoralidade,0,0.382
coagir,0,0.379
FirstWorldProbs,0,0.379
melindroso,0,0.379
Pokes,0,0.379
falsificação,0,0.379
rifle,0,0.379
chiar,0,0.379
incurável,0,0.379
dificuldade,0,0.379
dolorido,0,0.379
piquete,0,0.378
concussão,0,0.377
Stuckup,0,0.375
milícia,0,0.375
Rawr,0,0.375
com defeito,0,0.375
Sly,0,0.375
Desilusão,0,0.375
Petpeeve,0,0.375
armadilha,0,0.375
infantil,0,0.375
pessimismo,0,0.375
Recurso,0,0.375
canhão,0,0.375
vindicar,0,0.371
inibir,0,0.371
angustiante,0,0.371
nepotismo,0,0.371
esquizofrenia,0,0.369
inclinado,0,0.368
repugnável,0,0.368
proibindo,0,0.368
conquista,0,0.367
latido,0,0.365
leucemia,0,0.365
desaprovar,0,0.364
guerreiro,0,0.364
Barcas,0,0.364
retardado,0,0.364
infeliz,0,0.364
Burke,0,0.364
desafio,0,0.364
cinto,0,0.364
litigar,0,0.359
escassez,0,0.359
opinativo,0,0.359
não gostei,0,0.359
After,0,0.359
restrição,0,0.359
cafajeste,0,0.359
incompetência,0,0.359
volume,0,0.359
quebrado,0,0.359
polêmica,0,0.359
sectário,0,0.359
controverso,0,0.359
interromper,0,0.358
temperamental,0,0.357
Wench,0,0.353
remover,0,0.351
pirralho,0,0.351
Gruff,0,0.351
mau comportamento,0,0.351
escassez,0,0.35
perdendo,0,0.349
estigma,0,0.348
deserto,0,0.348
Time Wasters,0,0.348
desacordo,0,0.348
defeito,0,0.348
endurecido,0,0.348
mentira,0,0.348
úlcera,0,0.348
retrair,0,0.348
não confiável,0,0.348
praga,0,0.348
desapontado,0,0.348
viés,0,0.345
negação,0,0.344
incomodando,0,0.344
despojado,0,0.344
anti -social,0,0.344
pirata,0,0.344
avarento,0,0.344
má qualidade,0,0.344
não confiável,0,0.344
instável,0,0.344
errôneo,0,0.344
instável,0,0.344
Evitar,0,0.344
ansiedade,0,0.344
negar,0,0.344
deterioração,0,0.344
impotência,0,0.344
interminável,0,0.343
doença,0,0.341
intrometida,0,0.341
urdidura,0,0.34
Avessa,0,0.338
infame,0,0.338
alcoolismo,0,0.338
linha,0,0.337
Staticky,0,0.336
ilegítimo,0,0.333
Oclance,0,0.333
feitiçaria,0,0.333
interromper,0,0.333
escorpião,0,0.333
doente,0,0.333
pecador,0,0.331
inconsiderado,0,0.329
Hulk,0,0.329
Entrada,0,0.328
tracejadas,0,0.328
brrr,0,0.328
fib,0,0.328
desqualificado,0,0.328
spammers,0,0.328
falso,0,0.328
apertar,0,0.328
deslocado,0,0.328
bode expiatório,0,0.328
vítima,0,0.328
adversário,0,0.328
silvo,0,0.328
cruzada,0,0.328
mal-humorado,0,0.328
resistindo,0,0.328
inapropriado,0,0.324
Haye,0,0.324
perda,0,0.324
truques,0,0.324
evitar,0,0.324
negligenciado,0,0.324
corroer,0,0.323
Muff,0,0.318
Crunch,0,0.318
duplicidade,0,0.318
crítica,0,0.318
filas,0,0.318
grito,0,0.316
depreciar,0,0.315
demissão,0,0.312
palha,0,0.312
rainha do drama,0,0.312
pobreza,0,0.312
descuido,0,0.312
Esflada,0,0.312
lixões,0,0.312
enganar,0,0.312
mortalidade,0,0.312
acelerando,0,0.309
não permitido,0,0.308
Boisterou,0,0.307
Impensado,0,0.307
enterro,0,0.304
Vince,0,0.303
teocrático,0,0.303
Molen,0,0.303
involução,0,0.3
uso indevido,0,0.297
tributado,0,0.297
sem sentido,0,0.297
garras,0,0.297
impasse,0,0.297
getyourown,0,0.297
farsa,0,0.297
depreciado,0,0.297
depressivo,0,0.297
desperdício,0,0.297
paralisia,0,0.295
deslocado,0,0.294
limitado,0,0.292
Desapontamento,0,0.29
orc,0,0.289
ridículo,0,0.289
morador de rua,0,0.288
coluna,0,0.288
provocando,0,0.288
presunçoso,0,0.288
reagir,0,0.288
afiado,0,0.288
barreira,0,0.287
Hoot,0,0.287
Twitchy,0,0.287
miopia,0,0.283
flexin,0,0.281
atrasado,0,0.281
contrabando,0,0.281
incompatível,0,0.281
arrepio,0,0.281
Spam,0,0.281
agh,0,0.281
desconecta,0,0.281
delinquente,0,0.281
restituição,0,0.281
incursão,0,0.279
provocador,0,0.279
injustiça,0,0.279
carregando,0,0.279
não conformidade,0,0.279
inferior,0,0.278
falso,0,0.273
imaturidade,0,0.273
Income,0,0.273
Bugaboo,0,0.273
Feisty,0,0.269
choque,0,0.269
humbug,0,0.266
notamorningPerson,0,0.266
feminismo,0,0.266
inoperante,0,0.266
urso,0,0.266
inconveniente,0,0.266
latente,0,0.266
réu,0,0.266
Point,0,0.266
batendo,0,0.266
alavanca,0,0.266
dilema,0,0.266
interrompe,0,0.265
flutuação,0,0.265
exagerar,0,0.263
perder,0,0.261
Patter,0,0.258
forno,0,0.258
pedra,0,0.258
provocar,0,0.258
furto em lojas,0,0.258
soldado,0,0.258
incompetente,0,0.257
doutrinação,0,0.255
foguete,0,0.25
derrubar,0,0.25
barulhento,0,0.25
notoriedade,0,0.25
bengala,0,0.25
deixar de seguir,0,0.25
tropeçando,0,0.25
necessitado de atenção,0,0.25
domínio,0,0.25
socialista,0,0.25
falsidade,0,0.25
complicar,0,0.25
advogado,0,0.25
falso,0,0.25
Absurdo,0,0.25
fazendo beicinho,0,0.25
bruxa,0,0.242
prejudicar,0,0.242
obstáculo,0,0.242
alça,0,0.242
cercado,0,0.242
Caps Lock,0,0.242
não entenda,0,0.242
vampiro,0,0.242
Ringer,0,0.242
