word,emotion,accuracy
grandeza,joy,0.750
amizade,joy,0.750
Bênçãos,joy,0.750
ri,joy,0.750
TISTHESEMASS,joy,0.750
sorriso,joy,0.750
agradável,joy,0.750
romântico,joy,0.750
happyholidays,joy,0.750
Frólico,joy,0.748
jubileu,joy,0.742
milagre,joy,0.742
entusiasmo,joy,0.742
amor próprio,joy,0.742
triunfo,joy,0.742
mágico,joy,0.742
recompensador,joy,0.742
boas vibrações,joy,0.742
energia positiva,joy,0.742
se sentir bem,joy,0.736
prosperidade,joy,0.735
seja feliz,joy,0.734
admiração,joy,0.734
apaixonado,joy,0.734
bom dia,joy,0.734
luxuoso,joy,0.734
tgif,joy,0.734
vitória,joy,0.734
sentindo-se bem,joy,0.734
encantar,joy,0.734
ótima noite,joy,0.734
vivaz,joy,0.734
glorificação,joy,0.733
cantar,joy,0.729
brilhando,joy,0.729
YESSSS,joy,0.728
cumprimento,joy,0.728
tirar o fôlego,joy,0.728
grato,joy,0.727
alegre,joy,0.727
Papai Noel,joy,0.727
Hurra,joy,0.727
Feriado de natal,joy,0.727
ganhar,joy,0.727
em paz,joy,0.727
prêmio,joy,0.727
alegre,joy,0.727
inspiração,joy,0.725
Radiance,joy,0.725
satisfeito,joy,0.725
elevar,joy,0.723
otimista,joy,0.723
paraíso,joy,0.721
sortudo,joy,0.721
Deus é bom,joy,0.721
feriados,joy,0.721
emoção,joy,0.721
congratulatório,joy,0.719
prosperando,joy,0.719
diversão,joy,0.719
perfeito,joy,0.719
amante,joy,0.719
Natal,joy,0.719
sincero,joy,0.719
utópico,joy,0.719
amável,joy,0.719
harmonia,joy,0.719
elogiando,joy,0.719
iluminar,joy,0.719
mais sortudas,joy,0.712
Feliz Natal,joy,0.712
Magia,joy,0.712
conquista,joy,0.712
yay,joy,0.712
feriado,joy,0.712
tesouros,joy,0.712
luxo,joy,0.712
BestFeeling,joy,0.712
íntimo,joy,0.710
tão abençoado,joy,0.706
yaaay,joy,0.706
delírio,joy,0.706
risada,joy,0.706
orgulhoso,joy,0.704
ganhando,joy,0.703
estimar,joy,0.703
boas notícias,joy,0.703
Fuckyeah,joy,0.703
otimismo,joy,0.703
Surpreendentemente,joy,0.703
vida amorosa,joy,0.703
amor verdadeiro,joy,0.703
embelezamento,joy,0.703
satisfatório,joy,0.703
aprecia,joy,0.703
abraçado,joy,0.703
boa vida,joy,0.703
Goood,joy,0.703
mais doce,joy,0.703
yaay,joy,0.700
entretido,joy,0.700
excitar,joy,0.697
novos começos,joy,0.693
Louve Jesus,joy,0.691
aniversário,joy,0.691
grandes amigas,joy,0.688
adoração,joy,0.688
Godsend,joy,0.688
favorito,joy,0.688
contente,joy,0.688
divertido,joy,0.688
honrado,joy,0.688
METIMO,joy,0.688
exótico,joy,0.688
temporada de férias,joy,0.688
Obrigado,joy,0.688
angélico,joy,0.688
boa saúde,joy,0.682
majestoso,joy,0.682
delicioso,joy,0.682
MemoriesIwontForget,joy,0.682
os melhores amigos,joy,0.682
precioso,joy,0.682
estimado,joy,0.682
exaltação,joy,0.682
sorriu,joy,0.682
ilumina,joy,0.682
tranqüilidade,joy,0.679
casar,joy,0.676
abraçar,joy,0.676
positivamente,joy,0.676
sorriso,joy,0.672
abraço,joy,0.672
Hilário,joy,0.672
querido,joy,0.672
contentamento,joy,0.672
realizado,joy,0.672
relaxamento,joy,0.672
aniversário,joy,0.672
animar,joy,0.672
Weeeee,joy,0.672
risadas,joy,0.672
realizada,joy,0.667
abundante,joy,0.667
vencedor,joy,0.667
Adore,joy,0.667
Boisterous,joy,0.667
completar,joy,0.664
abraços,joy,0.662
próspero,joy,0.660
apreciação,joy,0.656
serenidade,joy,0.656
feliz Ano Novo,joy,0.656
humor,joy,0.656
satisfazer,joy,0.656
besties,joy,0.656
encorajado,joy,0.656
cativar,joy,0.656
Noite de Natal,joy,0.656
brilho,joy,0.656
romantismo,joy,0.656
paz interior,joy,0.656
prazeroso,joy,0.656
elogios,joy,0.652
abundância,joy,0.652
Fortunas,joy,0.652
noivo,joy,0.652
elogiado,joy,0.652
relaxante,joy,0.652
tesouro,joy,0.652
satisfação,joy,0.652
nada melhor,joy,0.647
afeição,joy,0.647
aliviado,joy,0.647
complemento,joy,0.647
carnaval,joy,0.643
impagável,joy,0.641
inspirador,joy,0.641
sensualidade,joy,0.641
santo,joy,0.641
campeão,joy,0.641
Ação de graças,joy,0.641
harmoniosamente,joy,0.641
casamento,joy,0.641
alcançar,joy,0.641
divino,joy,0.641
jackpot,joy,0.641
lua de mel,joy,0.636
exaltar,joy,0.636
cintilação,joy,0.636
reconfortante,joy,0.636
felicidade,joy,0.636
pacífico,joy,0.636
clímax,joy,0.636
ganhador,joy,0.636
devaneio,joy,0.636
Yayy,joy,0.636
abraçar,joy,0.636
abraços e beijos,joy,0.634
Starganting,joy,0.625
festival,joy,0.625
doce,joy,0.625
generosidade,joy,0.625
mais brilhante,joy,0.625
louve a Deus,joy,0.625
maravilhoso,joy,0.625
corações,joy,0.625
divertido,joy,0.625
gostando,joy,0.625
aconchegando -se,joy,0.625
recompensa,joy,0.625
sexo,joy,0.622
tipo,joy,0.621
genial,joy,0.621
parada,joy,0.621
aplausos,joy,0.621
beleza,joy,0.621
satisfatório,joy,0.618
aspirant,joy,0.618
vida nova,joy,0.618
Deus abençoe,joy,0.616
virtuoso,joy,0.613
beijo,joy,0.610
Natal,joy,0.609
arco-íris,joy,0.609
elegância,joy,0.609
generoso,joy,0.609
super,joy,0.609
brincalhão,joy,0.609
iluminação,joy,0.609
louvável,joy,0.609
prêmios,joy,0.609
adorável,joy,0.609
reacender,joy,0.609
ganhos,joy,0.609
independência,joy,0.607
amour,joy,0.607
gentileza,joy,0.606
surpresas,joy,0.606
heheh,joy,0.606
hilaridade,joy,0.606
maravilha,joy,0.606
livremente,joy,0.606
bem-sucedido,joy,0.606
inspirado,joy,0.606
um amor,joy,0.606
caprichoso,joy,0.603
entretenimento,joy,0.603
paixão,joy,0.603
Stressfree,joy,0.601
embelezar,joy,0.601
nascer do sol,joy,0.600
Deus é bom,joy,0.597
boa música,joy,0.594
Revere,joy,0.594
Whoo,joy,0.594
fanfarra,joy,0.594
inspirar,joy,0.594
anjo,joy,0.594
graças a Deus,joy,0.594
guloseimas,joy,0.594
Jesus,joy,0.594
realização,joy,0.594
aconchegado,joy,0.594
pacificamente,joy,0.594
flerte,joy,0.594
amizade,joy,0.591
cantoria,joy,0.591
heróico,joy,0.591
exaltado,joy,0.591
fortuna,joy,0.591
Altíssima,joy,0.591
verão,joy,0.591
contente,joy,0.588
rolando,joy,0.588
transbordante,joy,0.588
Woot,joy,0.588
elogio,joy,0.586
ter esperança,joy,0.586
aconchegante,joy,0.583
delicioso,joy,0.579
delirante,joy,0.578
a vida,joy,0.578
querido,joy,0.578
sensual,joy,0.578
pitoresco,joy,0.578
amigável,joy,0.578
eterno,joy,0.578
louvar,joy,0.578
ambição,joy,0.578
brilhar,joy,0.577
sensual,joy,0.576
paz,joy,0.576
lisonjeiro,joy,0.576
graça,joy,0.576
Luckygirl,joy,0.576
heroísmo,joy,0.576
sucesso,joy,0.576
yeahhh,joy,0.576
especial,joy,0.574
viver a Vida,joy,0.574
tentador,joy,0.572
bombeado,joy,0.567
Yey,joy,0.562
surpresa,joy,0.562
ensolarado,joy,0.562
prevalecer,joy,0.562
Avelas,joy,0.562
humorístico,joy,0.562
doces,joy,0.562
gosto,joy,0.562
admirável,joy,0.562
Super estrela,joy,0.562
relaxar,joy,0.562
prosperar,joy,0.562
herói,joy,0.562
abraços,joy,0.562
que vale a pena,joy,0.562
ano Novo,joy,0.561
ternura,joy,0.561
abençoar,joy,0.561
favorável,joy,0.561
liberdade,joy,0.561
obra de arte,joy,0.561
sonhos,joy,0.559
esperançoso,joy,0.559
lar,joy,0.559
cruzeiro,joy,0.556
Gracias,joy,0.554
fidelidade,joy,0.553
ansiedade,joy,0.552
proximidade,joy,0.552
luz do sol,joy,0.551
confortável,joy,0.551
férias,joy,0.547
celestial,joy,0.547
bom,joy,0.547
elite,joy,0.547
iluminar,joy,0.547
confiança,joy,0.547
visco,joy,0.547
filha,joy,0.547
levantado,joy,0.547
bom dia,joy,0.547
zelo,joy,0.547
presentes,joy,0.547
presente,joy,0.547
espanto,joy,0.547
coração,joy,0.547
conclusão,joy,0.547
bônus,joy,0.547
Encantado,joy,0.546
dança,joy,0.545
sublime,joy,0.545
lazer,joy,0.545
encorajamento,joy,0.545
Deus,joy,0.545
jorrar,joy,0.545
novo começo,joy,0.544
livre,joy,0.544
salvador,joy,0.543
santuário,joy,0.541
netos,joy,0.540
bem-estar,joy,0.537
Revel,joy,0.534
música,joy,0.531
fab,joy,0.531
nupcial,joy,0.531
disparar,joy,0.531
vivo,joy,0.531
dinheiro,joy,0.531
suavizante,joy,0.531
sereno,joy,0.531
santidade,joy,0.531
inspirador,joy,0.531
matrimônio,joy,0.531
folga,joy,0.531
saborear,joy,0.531
vitalidade,joy,0.531
confiante,joy,0.531
primogênito,joy,0.531
arco-íris,joy,0.531
libertação,joy,0.531
elegante,joy,0.530
domínio,joy,0.530
brilhar,joy,0.530
iluminação,joy,0.530
florescer,joy,0.530
cordialidade,joy,0.530
bem -vindo,joy,0.530
tratar,joy,0.529
fiel,joy,0.529
Snuggles,joy,0.522
louros,joy,0.521
louvável,joy,0.519
ter sucesso,joy,0.516
tinir,joy,0.516
entusiasmo,joy,0.516
Noschool,joy,0.516
fraternal,joy,0.516
bobagem,joy,0.516
abundante,joy,0.516
chique,joy,0.516
resplandecente,joy,0.516
Reforço,joy,0.516
presentes,joy,0.516
orgulho,joy,0.516
Todo -Poderoso,joy,0.516
poderoso,joy,0.516
aspirar,joy,0.516
notável,joy,0.516
cumprimentou,joy,0.516
agradecendo,joy,0.515
gracinha,joy,0.515
Parabéns,joy,0.515
terapêutico,joy,0.515
zen,joy,0.515
coroação,joy,0.515
completo,joy,0.515
brilhante,joy,0.515
espírito,joy,0.515
principesco,joy,0.515
vívido,joy,0.515
conforto,joy,0.515
lazer,joy,0.515
reunido,joy,0.515
criança,joy,0.515
novo eu,joy,0.515
dia do pagamento,joy,0.515
animado,joy,0.515
tempo para a família,joy,0.515
relação,joy,0.514
piedoso,joy,0.514
casado,joy,0.514
Daymade,joy,0.514
cônjuge,joy,0.507
intimamente,joy,0.507
respeito,joy,0.500
florescer,joy,0.500
ronronar,joy,0.500
despreocupado,joy,0.500
natureza,joy,0.500
encorajar,joy,0.500
comovente,joy,0.500
atualizado,joy,0.500
família,joy,0.500
gema,joy,0.500
meritório,joy,0.500
alcançou,joy,0.500
maternidade,joy,0.500
Espírito Santo,joy,0.500
surreal,joy,0.500
caridade,joy,0.500
Teamjesus,joy,0.500
alívio de estresse,joy,0.500
erótico,joy,0.500
convidativo,joy,0.500
bebê,joy,0.500
dignidade,joy,0.500
satisfeito,joy,0.500
visionário,joy,0.500
memorável,joy,0.500
veracidade,joy,0.500
saudável,joy,0.500
acolhedor,joy,0.500
diamante,joy,0.500
Cristo,joy,0.500
praia,joy,0.500
concluir,joy,0.500
amigos,joy,0.500
Excel,joy,0.500
saúde,joy,0.493
aura,joy,0.493
Yehey,joy,0.486
aprovado,joy,0.486
oásis,joy,0.486
liberdade,joy,0.486
coroando,joy,0.485
aspiração,joy,0.485
privilegiado,joy,0.485
crescendo,joy,0.485
êxtase,joy,0.485
libertar,joy,0.485
nocomximações,joy,0.485
prestígio,joy,0.485
recompensa,joy,0.485
gentil,joy,0.485
inseparável,joy,0.485
noivando,joy,0.485
leal,joy,0.485
firmado,joy,0.485
transcendência,joy,0.484
autovalorização,joy,0.484
delicioso,joy,0.484
encontro a noite,joy,0.484
destino,joy,0.484
auge,joy,0.484
Aloha,joy,0.484
desejo,joy,0.484
sonhar,joy,0.484
sorte,joy,0.484
Fete,joy,0.484
troféu,joy,0.484
ramalhete,joy,0.484
chocolate,joy,0.484
criatividade,joy,0.484
namorado,joy,0.480
comemoração,joy,0.479
inteligência,joy,0.477
prontidão,joy,0.473
amigo,joy,0.471
noiva,joy,0.471
entusiasta,joy,0.471
exuberante,joy,0.470
herança,joy,0.470
acalmar,joy,0.470
cócegas,joy,0.470
Kiddo,joy,0.470
nostalgia,joy,0.470
massagem,joy,0.470
calmante,joy,0.470
aventura,joy,0.470
bonito,joy,0.469
ronronar,joy,0.469
eterno,joy,0.469
humanitário,joy,0.469
nutrir,joy,0.469
dando,joy,0.469
descansar,joy,0.469
fugir,joy,0.469
metas,joy,0.469
rezar,joy,0.469
noivo,joy,0.469
cordialmente,joy,0.469
brilho,joy,0.469
União,joy,0.469
princesa,joy,0.469
amigável,joy,0.469
benevolência,joy,0.469
criança,joy,0.466
salutar,joy,0.465
convidar,joy,0.457
feixe,joy,0.456
relembrando,joy,0.456
fazer amizade,joy,0.455
estética,joy,0.455
sexta-feira,joy,0.455
ar fresco,joy,0.455
cerimônia,joy,0.455
Kindred,joy,0.455
atenção plena,joy,0.455
tão legal,joy,0.455
elevação,joy,0.455
tropical,joy,0.455
bolsa de estudos,joy,0.455
hee,joy,0.455
sem problemas,joy,0.453
fascínio,joy,0.453
aprovar,joy,0.453
cenário,joy,0.453
cachoeira,joy,0.453
Vindicação,joy,0.453
Namaste,joy,0.453
comemorar,joy,0.453
fé,joy,0.453
aniversário,joy,0.453
perdão,joy,0.453
jornada,joy,0.447
meditação,joy,0.446
relaxado,joy,0.442
presente,joy,0.441
fim de semana,joy,0.441
macio,joy,0.441
tranquilo,joy,0.441
lírico,joy,0.439
compartilhamento,joy,0.439
estima,joy,0.439
nostálgico,joy,0.439
oração,joy,0.439
justiça,joy,0.439
marido,joy,0.438
alívio,joy,0.438
força,joy,0.438
poderoso,joy,0.438
invicto,joy,0.438
ansioso,joy,0.438
compartilhar,joy,0.438
novo dia,joy,0.438
soneto,joy,0.438
meditar,joy,0.438
vida,joy,0.438
férias de inverno,joy,0.429
esquentar,joy,0.429
movendo para a direção,joy,0.429
companheiro,joy,0.427
unidade,joy,0.426
irrestrito,joy,0.424
Amém,joy,0.424
reverência,joy,0.424
saudável,joy,0.424
as pequenas coisas,joy,0.424
medalha,joy,0.424
insuperável,joy,0.424
à luz de velas,joy,0.424
canções,joy,0.424
ejaculação,joy,0.424
começo,joy,0.422
trenó,joy,0.422
graduação,joy,0.422
Frisky,joy,0.422
LML,joy,0.422
facilidade,joy,0.422
sinfonia,joy,0.422
fortuna,joy,0.422
útil,joy,0.422
musical,joy,0.422
brilho,joy,0.422
calma,joy,0.422
energi,joy,0.422
seguro,joy,0.422
Naestress,joy,0.421
solidez,joy,0.421
promessa,joy,0.415
reunir,joy,0.414
mãe,joy,0.412
salvação,joy,0.412
poemas,joy,0.412
palhaço,joy,0.409
lavanda,joy,0.409
imaculado,joy,0.409
purificar,joy,0.409
inauguração,joy,0.409
aromaterapia,joy,0.409
iluminar,joy,0.409
viagem,joy,0.409
dinheiro,joy,0.406
companheiro,joy,0.406
ao vivo,joy,0.406
oportuno,joy,0.406
completando,joy,0.406
caridade,joy,0.406
curar,joy,0.406
estrela,joy,0.406
Desejo,joy,0.406
flores,joy,0.406
renda,joy,0.403
alma,joy,0.401
Funcies,joy,0.400
emancipação,joy,0.397
indescritível,joy,0.397
progresso,joy,0.397
igualdade,joy,0.394
infância,joy,0.394
junto,joy,0.394
rítmico,joy,0.394
plenitude,joy,0.394
calma,joy,0.394
maca,joy,0.394
piquenique,joy,0.394
filmes,joy,0.393
zeloso,joy,0.393
Parque infantil,joy,0.391
afluência,joy,0.391
aquece,joy,0.391
coro,joy,0.391
Coisas pequenas,joy,0.391
auspicioso,joy,0.391
significativo,joy,0.391
aventuras,joy,0.391
pateta,joy,0.391
estrelado,joy,0.391
humanidade,joy,0.391
gesto,joy,0.387
inteligente,joy,0.382
juramento,joy,0.382
compras,joy,0.382
vibrações,joy,0.379
adorar,joy,0.379
pular,joy,0.379
comunhão,joy,0.379
reverendo,joy,0.377
ascendente,joy,0.375
avançar,joy,0.375
praias,joy,0.375
sonoro,joy,0.375
namoro,joy,0.375
experiência,joy,0.375
reunião,joy,0.375
simplicidade,joy,0.375
completo,joy,0.375
hino,joy,0.375
espíritos,joy,0.375
inesquecível,joy,0.375
alegria,joy,0.375
juventude,joy,0.375
cênico,joy,0.375
exclusivo,joy,0.375
resgatado,joy,0.375
aliança,joy,0.368
batismal,joy,0.368
conceder,joy,0.366
gatinho,joy,0.364
santificação,joy,0.364
conciliação,joy,0.364
melhora,joy,0.364
puro,joy,0.364
melhorar,joy,0.364
autêntico,joy,0.364
luar,joy,0.364
perda de peso,joy,0.362
framboesas,joy,0.360
sentimento,joy,0.359
Jove,joy,0.359
independente,joy,0.359
santificar,joy,0.359
Devocional,joy,0.359
ouropel,joy,0.359
competência,joy,0.359
Sistão,joy,0.359
fidelidade,joy,0.359
renascimento,joy,0.359
doador,joy,0.353
cacau,joy,0.353
libertação,joy,0.348
melodia,joy,0.348
unificação,joy,0.348
brincar,joy,0.348
propósito,joy,0.348
coral,joy,0.348
ultrapassarem,joy,0.348
golfinho,joy,0.348
rugindo,joy,0.348
Favor,joy,0.348
Hotyoga,joy,0.347
voluptuoso,joy,0.344
frutas,joy,0.344
biscoitos,joy,0.344
manicure,joy,0.344
agora trabalho,joy,0.344
data,joy,0.344
novo começo,joy,0.344
hedonismo,joy,0.344
juramento,joy,0.344
elétrico,joy,0.344
humilde,joy,0.344
viagem,joy,0.344
THX,joy,0.344
Kiddos,joy,0.344
celebridade,joy,0.342
dama de honra,joy,0.338
ritmo,joy,0.338
Spa,joy,0.333
dia de neve,joy,0.333
familiaridade,joy,0.333
café,joy,0.333
edificação,joy,0.333
jardim,joy,0.333
renovação,joy,0.333
alvorecer,joy,0.333
conhecedor,joy,0.333
olhando,joy,0.333
obrigar,joy,0.333
parceiro,joy,0.333
viciado em comida,joy,0.331
sincronizar,joy,0.329
tribulação,joy,0.328
salmo,joy,0.328
pedicure,joy,0.328
sem arrependimentos,joy,0.328
chilrear,joy,0.328
santo,joy,0.328
cura,joy,0.328
Carol,joy,0.328
verdadeiro,joy,0.328
passatempo,joy,0.328
anistia,joy,0.328
descanso,joy,0.324
recreativo,joy,0.318
primos,joy,0.318
maduro,joy,0.318
restaurador,joy,0.318
dia de preguiça,joy,0.318
clássicos,joy,0.318
reconciliação,joy,0.316
bosques,joy,0.312
progressão,joy,0.312
muito necessário,joy,0.312
Sterling,joy,0.312
pomba,joy,0.312
simplificar,joy,0.312
fitness,joy,0.312
pôr do sol,joy,0.312
sabedoria,joy,0.312
reacender,joy,0.312
vivendo,joy,0.312
presto,joy,0.312
casa de jogos,joy,0.312
Super homen,joy,0.312
pónei,joy,0.312
recuperação,joy,0.312
trabalhos manuais,joy,0.312
senhor,joy,0.312
negócio,joy,0.312
melhoria,joy,0.309
infantil,joy,0.309
absolvição,joy,0.306
honesto,joy,0.303
suavemente,joy,0.303
banquete,joy,0.303
estabelecido,joy,0.303
sem fim,joy,0.303
decoração,joy,0.303
fornecendo,joy,0.300
descansando,joy,0.297
crescimento,joy,0.297
passeando,joy,0.297
façanha,joy,0.297
moral,joy,0.297
meu,joy,0.297
gastos,joy,0.297
luz,joy,0.297
espiritual,joy,0.297
Pitoresca,joy,0.297
fraterno,joy,0.297
notável,joy,0.297
suavemente,joy,0.297
colheita,joy,0.297
anseio,joy,0.297
brisa,joy,0.297
palhaço,joy,0.297
meditando,joy,0.297
fervor,joy,0.295
citações,joy,0.294
voluntário,joy,0.294
ganho,joy,0.288
recursos,joy,0.288
criar,joy,0.288
Salmos,joy,0.288
hippie,joy,0.288
taoísmo,joy,0.288
parteira,joy,0.288
recebendo,joy,0.287
queda de neve,joy,0.286
oceano,joy,0.286
LSD,joy,0.286
caminhada,joy,0.283
Evergreen,joy,0.281
destino,joy,0.281
sincero,joy,0.281
desenrolar,joy,0.281
trégua,joy,0.281
brinde,joy,0.281
frio,joy,0.281
infinidade,joy,0.281
descansado,joy,0.281
zumbindo,joy,0.281
venerável,joy,0.279
equilíbrio,joy,0.275
aposentadoria,joy,0.275
lareira,joy,0.273
Buda,joy,0.273
devoto,joy,0.273
bebidas,joy,0.273
arrebatado,joy,0.273
nadar,joy,0.273
compensar,joy,0.273
nevando,joy,0.271
sublimação,joy,0.270
frutado,joy,0.268
Domingo,joy,0.266
desenhando,joy,0.266
Paragon,joy,0.266
humildade,joy,0.266
ministério,joy,0.266
ondas,joy,0.266
catedral,joy,0.266
sol,joy,0.266
ioga,joy,0.266
Fortitude,joy,0.266
saudação,joy,0.266
budismo,joy,0.266
capricho,joy,0.266
obra de arte,joy,0.265
praticado,joy,0.264
limpar,joy,0.260
correndo,joy,0.258
clareza,joy,0.258
encontrado,joy,0.258
apropriado,joy,0.258
imergir,joy,0.258
exercício,joy,0.258
comida,joy,0.258
outono,joy,0.254
ajustar,joy,0.250
manhã,joy,0.250
transmissível,joy,0.250
ao ar livre,joy,0.250
Hardy,joy,0.250
velas,joy,0.250
Advocacia,joy,0.250
interior,joy,0.250
demonstrativo,joy,0.250
futebol,joy,0.250
chilro,joy,0.250
refrigerado,joy,0.250
imortal,joy,0.250
Visitante,joy,0.250
aplaudir,joy,0.250
diário,joy,0.250
ardente,joy,0.250
expediente,joy,0.250
montanha,joy,0.250
berço,joy,0.247
transe,joy,0.246
intenso,joy,0.242
procissão,joy,0.242
igreja,joy,0.242
pagar,joy,0.242
supremacia,joy,0.242
conservante,joy,0.242
crescer,joy,0.242
café da manhã,joy,0.242
consagração,joy,0.235
salário,joy,0.234
vida,joy,0.234
incenso,joy,0.234
ordenação,joy,0.234
Nevado,joy,0.234
arte,joy,0.234
berçário,joy,0.234
esquiar,joy,0.234
vela,joy,0.234
boneca,joy,0.234
voto,joy,0.234
humilhado,joy,0.234
lira,joy,0.234
pastelaria,joy,0.229
remédio,joy,0.227
arrepiante,joy,0.227
Firefly,joy,0.227
resgatar,joy,0.225
acampamento,joy,0.221
perspectiva,joy,0.221
orquestra,joy,0.221
Pomar,joy,0.221
Breezy,joy,0.219
jardins,joy,0.219
castelo,joy,0.219
cordeiro,joy,0.219
possuir,joy,0.219
Timeta,joy,0.212
pho,joy,0.212
reggae,joy,0.212
música country,joy,0.212
ensinar,joy,0.212
Brisk,joy,0.212
fita,joy,0.212
pingos de chuva,joy,0.212
mucis,joy,0.212
reembolsar,joy,0.212
ListNeing,joy,0.212
sesta,joy,0.206
legalizado,joy,0.203
inesperado,joy,0.203
vernal,joy,0.203
canto,joy,0.203
contratar,joy,0.203
incontrolável,joy,0.203
quietude,joy,0.203
luzes,joy,0.203
enseada,joy,0.203
salvar,joy,0.200
pastor,joy,0.197
expiar,joy,0.197
simetria,joy,0.197
árvores,joy,0.197
um dia,joy,0.197
Escritura,joy,0.196
montanhas,joy,0.194
loucura,joy,0.188
chá,joy,0.188
andando,joy,0.188
brancura,joy,0.188
simpático,joy,0.188
antepassados,joy,0.188
caminho,joy,0.188
personalizado,joy,0.188
quieto,joy,0.188
licor,joy,0.188
SOPPY,joy,0.188
paciente,joy,0.186
se movendo,joy,0.182
pontuação,joy,0.182
casa de boneca,joy,0.182
banho,joy,0.182
apoiador,joy,0.180
acompanhamento,joy,0.179
perseguir,joy,0.176
explosão,joy,0.176
gelado,joy,0.174
almoço,joy,0.172
serviço,joy,0.172
dar certo,joy,0.172
fecho,joy,0.172
