word,emotion,accuracy
celebração,antecipation,0.656
jackpot,antecipation,0.656
noivo,antecipation,0.656
fortuna,antecipation,0.656
amanhã,antecipation,0.648
ascendente,antecipation,0.648
herança,antecipation,0.648
alerta,antecipation,0.648
coroando,antecipation,0.648
aspiração,antecipation,0.648
entrega,antecipation,0.648
oportunidade,antecipation,0.648
intriga,antecipation,0.648
presciente,antecipation,0.648
tesouro,antecipation,0.648
erótico,antecipation,0.641
revolução,antecipation,0.641
lançar,antecipation,0.641
acerto de contas,antecipation,0.641
prognóstico,antecipation,0.641
felicidade,antecipation,0.641
célebre,antecipation,0.641
recebendo,antecipation,0.641
possibilidade,antecipation,0.641
expedição,antecipation,0.641
noiva,antecipation,0.641
noivo,antecipation,0.641
ansioso,antecipation,0.641
moda,antecipation,0.641
espetacular,antecipation,0.641
prêmio,antecipation,0.641
preparar,antecipation,0.633
chegando,antecipation,0.633
graduação,antecipation,0.633
destino,antecipation,0.633
milagre,antecipation,0.633
cuidado,antecipation,0.633
ter sucesso,antecipation,0.633
apaixonado,antecipation,0.633
aniversário,antecipation,0.633
paixão,antecipation,0.633
ameaçador,antecipation,0.633
cativar,antecipation,0.633
visão,antecipation,0.633
prazer,antecipation,0.633
curioso,antecipation,0.633
primogênito,antecipation,0.633
aguardam,antecipation,0.633
triunfante,antecipation,0.625
escapar,antecipation,0.625
otimismo,antecipation,0.625
aposentadoria,antecipation,0.625
prever,antecipation,0.625
inspiração,antecipation,0.625
amadurecer,antecipation,0.625
presente,antecipation,0.625
renascimento,antecipation,0.625
luxúria,antecipation,0.625
arriscado,antecipation,0.617
pressentimento,antecipation,0.617
florescer,antecipation,0.617
Beira,antecipation,0.617
abraçar,antecipation,0.617
destinada,antecipation,0.617
surpreendentemente,antecipation,0.617
ambição,antecipation,0.617
fervendo,antecipation,0.617
encantador,antecipation,0.617
previsão,antecipation,0.617
olhe,antecipation,0.609
ansiedade,antecipation,0.609
previsão,antecipation,0.609
sedutor,antecipation,0.609
bônus,antecipation,0.609
sucesso,antecipation,0.609
matrimônio,antecipation,0.609
mágico,antecipation,0.609
Alertas,antecipation,0.609
ganhador,antecipation,0.602
candidato,antecipation,0.602
cumprimento,antecipation,0.602
merecer,antecipation,0.602
inspirar,antecipation,0.602
previsto,antecipation,0.602
pretendido,antecipation,0.602
bumerangue,antecipation,0.602
piquenique,antecipation,0.602
anseio,antecipation,0.602
vingança,antecipation,0.602
sucesso,antecipation,0.602
diagnóstico,antecipation,0.602
visionário,antecipation,0.602
profético,antecipation,0.602
divertido,antecipation,0.602
nervoso,antecipation,0.602
iluminar,antecipation,0.594
acelerar,antecipation,0.594
advento,antecipation,0.594
romance,antecipation,0.594
resultado,antecipation,0.594
chegar,antecipation,0.594
momento,antecipation,0.594
zumbido,antecipation,0.594
reacender,antecipation,0.594
preparação,antecipation,0.594
adquirir,antecipation,0.594
sorte,antecipation,0.594
casar,antecipation,0.594
prever,antecipation,0.589
dinheiro,antecipation,0.586
Auspícios,antecipation,0.586
elevar,antecipation,0.586
Fiesta,antecipation,0.586
desfrutando,antecipation,0.586
preparação,antecipation,0.586
sorteio,antecipation,0.586
investigação,antecipation,0.586
progressão,antecipation,0.586
atrasado,antecipation,0.586
almejar,antecipation,0.586
impaciente,antecipation,0.586
entusiasta,antecipation,0.586
flerte,antecipation,0.586
procurar,antecipation,0.586
Sequela,antecipation,0.586
presunção,antecipation,0.586
delicioso,antecipation,0.586
jogatina,antecipation,0.586
imergir,antecipation,0.586
empreendimento,antecipation,0.586
experimentar,antecipation,0.580
aproveitar,antecipation,0.578
completando,antecipation,0.578
clamor,antecipation,0.578
Angling,antecipation,0.578
majestoso,antecipation,0.578
adivinhação,antecipation,0.578
transcendência,antecipation,0.578
prosperando,antecipation,0.578
escavação,antecipation,0.578
sede,antecipation,0.578
remédio,antecipation,0.578
colheita,antecipation,0.578
risco,antecipation,0.578
cura,antecipation,0.578
celestial,antecipation,0.578
convidativo,antecipation,0.578
precário,antecipation,0.578
atingível,antecipation,0.578
bênção,antecipation,0.578
prosperar,antecipation,0.578
provocar,antecipation,0.570
plano,antecipation,0.570
querido,antecipation,0.570
entusiasmo,antecipation,0.570
magnificência,antecipation,0.570
final,antecipation,0.570
emancipação,antecipation,0.570
inquietação,antecipation,0.570
finalmente,antecipation,0.570
íntimo,antecipation,0.570
presságio,antecipation,0.570
casamenteiro,antecipation,0.570
jogador,antecipation,0.570
prospectivamente,antecipation,0.570
Ouse,antecipation,0.570
avisou,antecipation,0.570
convidar,antecipation,0.570
misterioso,antecipation,0.562
elogio,antecipation,0.562
amante,antecipation,0.562
expor,antecipation,0.562
encantar,antecipation,0.562
tentar,antecipation,0.562
festival,antecipation,0.562
exaltar,antecipation,0.562
alegrar,antecipation,0.562
independência,antecipation,0.562
esperado,antecipation,0.562
fanfarra,antecipation,0.562
imortalidade,antecipation,0.562
acelerar,antecipation,0.562
parada,antecipation,0.562
diversão,antecipation,0.562
predileção,antecipation,0.562
campeão,antecipation,0.562
avisos,antecipation,0.562
hipótese,antecipation,0.562
troféu,antecipation,0.562
compras,antecipation,0.555
salvação,antecipation,0.555
sentimento,antecipation,0.555
especulativo,antecipation,0.555
oráculo,antecipation,0.555
heroísmo,antecipation,0.555
Boisterous,antecipation,0.555
agarrar,antecipation,0.555
inquietação,antecipation,0.555
curiosidade,antecipation,0.555
feliz,antecipation,0.555
alegria,antecipation,0.555
destino,antecipation,0.555
liberdade,antecipation,0.555
desdobrar,antecipation,0.555
amour,antecipation,0.555
amável,antecipation,0.555
esplendor,antecipation,0.555
crescer,antecipation,0.555
brilhar,antecipation,0.547
incitar,antecipation,0.547
abundância,antecipation,0.547
resultante,antecipation,0.547
probabilidade,antecipation,0.547
recreativo,antecipation,0.547
glória,antecipation,0.547
Agape,antecipation,0.547
encantado,antecipation,0.547
mutável,antecipation,0.547
convergência,antecipation,0.547
abundante,antecipation,0.547
avisar,antecipation,0.547
monetário,antecipation,0.547
feitiçaria,antecipation,0.547
amanhã,antecipation,0.547
apreensivo,antecipation,0.547
com fome,antecipation,0.547
voto,antecipation,0.547
suspeito,antecipation,0.547
rezar,antecipation,0.547
lazer,antecipation,0.547
Caçando,antecipation,0.539
sensual,antecipation,0.539
tempestade,antecipation,0.539
leilão,antecipation,0.539
voto,antecipation,0.539
netos,antecipation,0.539
Hankering,antecipation,0.539
entretenimento,antecipation,0.539
mesclar,antecipation,0.539
ultrapassarem,antecipation,0.539
Vindicação,antecipation,0.539
Bênçãos,antecipation,0.539
investigação,antecipation,0.539
recompensa,antecipation,0.539
preocupante,antecipation,0.539
contingente,antecipation,0.539
alegre,antecipation,0.536
prenúncio,antecipation,0.531
magnífico,antecipation,0.531
virgindade,antecipation,0.531
furtivo,antecipation,0.531
apelo,antecipation,0.531
formação,antecipation,0.531
celestial,antecipation,0.531
delirante,antecipation,0.531
libertação,antecipation,0.531
façanha,antecipation,0.531
alegrar,antecipation,0.531
responsivo,antecipation,0.531
apressado,antecipation,0.531
firmado,antecipation,0.531
derrubar,antecipation,0.531
espíritos,antecipation,0.531
temor,antecipation,0.531
Visitante,antecipation,0.531
espere,antecipation,0.523
reviver,antecipation,0.523
assistir,antecipation,0.523
caçador,antecipation,0.523
Radiance,antecipation,0.523
planejamento,antecipation,0.523
germinação,antecipation,0.523
concorrência,antecipation,0.523
Preparatório,antecipation,0.523
prognóstico,antecipation,0.523
radiante,antecipation,0.523
alegre,antecipation,0.523
prevalecer,antecipation,0.523
importância,antecipation,0.523
notificação,antecipation,0.523
explosivo,antecipation,0.523
prazeroso,antecipation,0.523
em última análise,antecipation,0.523
criança,antecipation,0.523
pressa,antecipation,0.523
profeta,antecipation,0.523
lazer,antecipation,0.516
presente,antecipation,0.516
tempo,antecipation,0.516
sensualidade,antecipation,0.516
devido,antecipation,0.516
tear,antecipation,0.516
BEDUN,antecipation,0.516
salário,antecipation,0.516
celebridade,antecipation,0.516
tratar,antecipation,0.516
chocolate,antecipation,0.516
Cuidado,antecipation,0.516
fermentação,antecipation,0.516
incontrolável,antecipation,0.516
precioso,antecipation,0.516
compensar,antecipation,0.516
em perigo,antecipation,0.516
renovação,antecipation,0.516
significar,antecipation,0.508
vigilância,antecipation,0.508
Pré -requisito,antecipation,0.508
perfeição,antecipation,0.508
cultivar,antecipation,0.508
desenvolve,antecipation,0.508
deixa,antecipation,0.508
exigente,antecipation,0.508
transitório,antecipation,0.508
comemoração,antecipation,0.508
intervalo,antecipation,0.508
elevação,antecipation,0.508
infantil,antecipation,0.508
prática,antecipation,0.508
contemplação,antecipation,0.508
terrível,antecipation,0.508
região selvagem,antecipation,0.508
horizonte,antecipation,0.508
esgueirando -se,antecipation,0.500
subida,antecipation,0.500
filhote de cachorro,antecipation,0.500
de olhos vendados,antecipation,0.500
desenfreado,antecipation,0.500
horóscopo,antecipation,0.500
aeroporto,antecipation,0.500
reconciliação,antecipation,0.500
Advocacia,antecipation,0.500
litigar,antecipation,0.500
ensolarado,antecipation,0.500
intuitivamente,antecipation,0.500
herói,antecipation,0.500
ardente,antecipation,0.500
comemorar,antecipation,0.500
romântico,antecipation,0.500
Apocalipse,antecipation,0.500
preparar,antecipation,0.500
nascente,antecipation,0.500
invocação,antecipation,0.500
partir,antecipation,0.500
não revelado,antecipation,0.500
comparecimento,antecipation,0.500
perigo,antecipation,0.500
renda,antecipation,0.500
Cálculo,antecipation,0.500
zelo,antecipation,0.500
eventualidade,antecipation,0.500
favorável,antecipation,0.500
utópico,antecipation,0.500
nadar,antecipation,0.500
processo,antecipation,0.492
eventual,antecipation,0.492
auge,antecipation,0.492
empresa,antecipation,0.492
improvisar,antecipation,0.492
inauguração,antecipation,0.492
conseqüente,antecipation,0.492
perspectiva,antecipation,0.492
defesa,antecipation,0.492
reembolsar,antecipation,0.492
escapar,antecipation,0.492
juventude,antecipation,0.492
liberdade condicional,antecipation,0.492
preocupar,antecipation,0.492
abençoar,antecipation,0.492
restaurador,antecipation,0.492
tribunal,antecipation,0.492
Altíssima,antecipation,0.491
Em breve,antecipation,0.484
auspicioso,antecipation,0.484
principesco,antecipation,0.484
correspondência,antecipation,0.484
generosidade,antecipation,0.484
brilhar,antecipation,0.484
voluptuoso,antecipation,0.484
acontecer,antecipation,0.484
tremor,antecipation,0.484
carta,antecipation,0.484
juramento,antecipation,0.484
afiado,antecipation,0.484
duelo,antecipation,0.484
Conjure,antecipation,0.484
ameaçar,antecipation,0.484
Deus,antecipation,0.484
Engulf,antecipation,0.484
inexplicável,antecipation,0.484
contágio,antecipation,0.484
glorificar,antecipation,0.477
enviar,antecipation,0.477
matricular,antecipation,0.477
unificação,antecipation,0.477
gravitar,antecipation,0.477
deslizar,antecipation,0.477
acompanhamento,antecipation,0.477
estimar,antecipation,0.477
Adore,antecipation,0.477
poderoso,antecipation,0.477
dica,antecipation,0.477
medalha,antecipation,0.477
contemplar,antecipation,0.477
perigoso,antecipation,0.477
determinado,antecipation,0.477
arbitragem,antecipation,0.477
destinatário,antecipation,0.477
Início,antecipation,0.477
predispor,antecipation,0.477
pontuação,antecipation,0.477
tortura,antecipation,0.477
brilho,antecipation,0.477
louvável,antecipation,0.473
futebol,antecipation,0.469
susto,antecipation,0.469
elite,antecipation,0.469
desconhecido,antecipation,0.469
precursor,antecipation,0.469
alavanca,antecipation,0.469
fornecendo,antecipation,0.469
doces,antecipation,0.469
cauteloso,antecipation,0.469
ópera,antecipation,0.469
movimento,antecipation,0.469
dinheiro,antecipation,0.469
rastejando,antecipation,0.469
invocar,antecipation,0.469
estrela,antecipation,0.469
instável,antecipation,0.469
Produção,antecipation,0.469
bem-sucedido,antecipation,0.469
imediatamente,antecipation,0.469
alvorecer,antecipation,0.469
estrelado,antecipation,0.469
insuperável,antecipation,0.469
conclusão,antecipation,0.469
contratar,antecipation,0.469
Fete,antecipation,0.469
comemorativo,antecipation,0.461
brilhante,antecipation,0.461
testamento,antecipation,0.461
pagar,antecipation,0.461
vivo,antecipation,0.461
situação,antecipation,0.461
preliminares,antecipation,0.461
abertura,antecipation,0.461
santuário,antecipation,0.461
regata,antecipation,0.461
rascunho,antecipation,0.461
sincronizar,antecipation,0.461
solidez,antecipation,0.461
extraído,antecipation,0.461
Excel,antecipation,0.461
Punt,antecipation,0.461
incalculável,antecipation,0.461
brilhante,antecipation,0.461
alegria,antecipation,0.461
perigo,antecipation,0.461
amigável,antecipation,0.461
correspondência,antecipation,0.461
inesperado,antecipation,0.453
basquetebol,antecipation,0.453
inaugural,antecipation,0.453
supremacia,antecipation,0.453
reabilitação,antecipation,0.453
intimamente,antecipation,0.453
carreira,antecipation,0.453
prevenção,antecipation,0.453
renovar,antecipation,0.453
elogio,antecipation,0.453
prólogo,antecipation,0.453
elegância,antecipation,0.453
complemento,antecipation,0.453
Vacilar,antecipation,0.453
infinidade,antecipation,0.453
perpetuidade,antecipation,0.453
pôr do sol,antecipation,0.453
melhorar,antecipation,0.453
apropriado,antecipation,0.445
confiança,antecipation,0.445
ocultação,antecipation,0.445
doce,antecipation,0.445
perfeito,antecipation,0.445
epidemia,antecipation,0.445
Fain,antecipation,0.445
voluntário,antecipation,0.445
compartilhar,antecipation,0.445
cercada,antecipation,0.445
conjetura,antecipation,0.445
sol,antecipation,0.445
veracidade,antecipation,0.445
serial,antecipation,0.438
anjo,antecipation,0.438
Aloha,antecipation,0.438
santo,antecipation,0.438
cócegas,antecipation,0.438
supersticioso,antecipation,0.438
fermentar,antecipation,0.438
conservação,antecipation,0.438
devoto,antecipation,0.438
respeito,antecipation,0.438
reconstrução,antecipation,0.438
bondade,antecipation,0.438
reconstruir,antecipation,0.438
fé,antecipation,0.438
Recombinação,antecipation,0.438
preparado,antecipation,0.438
raivoso,antecipation,0.438
declarar,antecipation,0.438
médico,antecipation,0.438
passageiro,antecipation,0.438
caridade,antecipation,0.430
tabular,antecipation,0.430
paz,antecipation,0.430
instalar,antecipation,0.430
serenidade,antecipation,0.430
venerável,antecipation,0.430
Spa,antecipation,0.430
labirinto,antecipation,0.430
delicioso,antecipation,0.430
perpetuar,antecipation,0.430
estrategista,antecipation,0.430
não verificado,antecipation,0.430
tribunal,antecipation,0.430
aplaudir,antecipation,0.430
pacífico,antecipation,0.422
paciência,antecipation,0.422
não resolvido,antecipation,0.422
adorar,antecipation,0.422
edificação,antecipation,0.422
oásis,antecipation,0.422
sorriso,antecipation,0.422
Revere,antecipation,0.422
sincero,antecipation,0.422
vista,antecipation,0.422
conspirador,antecipation,0.422
à deriva,antecipation,0.422
reconhecível,antecipation,0.422
volatilidade,antecipation,0.422
Felvam,antecipation,0.422
risada,antecipation,0.422
continuar,antecipation,0.414
em andamento,antecipation,0.414
astrólogo,antecipation,0.414
mediar,antecipation,0.414
pontual,antecipation,0.414
conceder,antecipation,0.414
manhã,antecipation,0.414
bonito,antecipation,0.414
suportar,antecipation,0.414
Frisky,antecipation,0.414
pensamento,antecipation,0.414
liberdade condicional,antecipation,0.414
ordenação,antecipation,0.414
chamadas,antecipation,0.414
detido,antecipation,0.414
craps,antecipation,0.414
pesar,antecipation,0.414
competência,antecipation,0.414
cantar,antecipation,0.411
continuação,antecipation,0.406
universidade,antecipation,0.406
Chicane,antecipation,0.406
nutrir,antecipation,0.406
mãe,antecipation,0.406
punido,antecipation,0.406
cintilação,antecipation,0.406
confissão,antecipation,0.406
superar,antecipation,0.406
profilático,antecipation,0.406
orgulhoso,antecipation,0.406
parteira,antecipation,0.406
mago,antecipation,0.406
Farol,antecipation,0.406
longo,antecipation,0.406
banquete,antecipation,0.406
conforto,antecipation,0.406
navegável,antecipation,0.406
se inscrever,antecipation,0.406
adversário,antecipation,0.406
debênture,antecipation,0.406
negócio,antecipation,0.402
sinfonia,antecipation,0.398
santo,antecipation,0.398
Judiciário,antecipation,0.398
letras,antecipation,0.398
vigília,antecipation,0.398
Reliance,antecipation,0.398
distrair,antecipation,0.398
mortificação,antecipation,0.398
bálsamo,antecipation,0.398
ferver,antecipation,0.398
principal,antecipation,0.398
obrigar,antecipation,0.398
eficiente,antecipation,0.398
guilhotina,antecipation,0.398
representando,antecipation,0.398
morte,antecipation,0.398
garantia,antecipation,0.391
familiaridade,antecipation,0.391
depravado,antecipation,0.391
condenação,antecipation,0.391
sem dúvida,antecipation,0.391
santificar,antecipation,0.391
diplomacia,antecipation,0.391
antídoto,antecipation,0.391
confiar,antecipation,0.391
permanecer,antecipation,0.391
objetivo,antecipation,0.391
risada,antecipation,0.391
cutucar,antecipation,0.391
Auncora,antecipation,0.391
materno,antecipation,0.391
arte,antecipation,0.391
não realizado,antecipation,0.391
inoculação,antecipation,0.384
simplificar,antecipation,0.383
depender,antecipation,0.383
canto,antecipation,0.383
bater,antecipation,0.383
Banger,antecipation,0.383
Parque infantil,antecipation,0.383
trabalho,antecipation,0.383
cientista,antecipation,0.383
bom,antecipation,0.383
humanitário,antecipation,0.383
falha,antecipation,0.383
hap,antecipation,0.383
obediente,antecipation,0.383
hino,antecipation,0.383
enviar,antecipation,0.383
critério,antecipation,0.383
indeciso,antecipation,0.383
gradual,antecipation,0.375
navegador,antecipation,0.375
acompanhar,antecipation,0.375
berço,antecipation,0.375
Sterling,antecipation,0.375
intermediário,antecipation,0.375
relógio,antecipation,0.375
montanha,antecipation,0.375
interminável,antecipation,0.375
público,antecipation,0.375
recorrente,antecipation,0.375
saborear,antecipation,0.375
residir,antecipation,0.367
escondido,antecipation,0.367
lança,antecipation,0.367
lição,antecipation,0.367
instruções,antecipation,0.367
sonar,antecipation,0.367
bienal,antecipation,0.367
convencer,antecipation,0.367
capricho,antecipation,0.367
arrepio,antecipation,0.367
imponente,antecipation,0.367
musical,antecipation,0.367
desvio,antecipation,0.359
teoria,antecipation,0.359
teologia,antecipation,0.359
imortal,antecipation,0.359
timidez,antecipation,0.359
Glump,antecipation,0.359
expiar,antecipation,0.359
público,antecipation,0.357
dietético,antecipation,0.352
consagração,antecipation,0.352
localizar,antecipation,0.352
Paragon,antecipation,0.352
loja,antecipation,0.352
fazenda,antecipation,0.352
diário,antecipation,0.352
cãibra,antecipation,0.352
nobreza,antecipation,0.352
fecho,antecipation,0.352
edição,antecipation,0.352
Kindred,antecipation,0.352
despojado,antecipation,0.344
incumbência,antecipation,0.344
arqueologia,antecipation,0.344
mutável,antecipation,0.344
sem fio,antecipation,0.344
meditar,antecipation,0.344
móvel,antecipation,0.344
germe,antecipation,0.336
fraternal,antecipation,0.336
diminuir,antecipation,0.336
invicto,antecipation,0.336
pare,antecipation,0.336
companheiro,antecipation,0.336
inexplicável,antecipation,0.336
pomba,antecipation,0.328
paciente,antecipation,0.328
secular,antecipation,0.328
Digressão,antecipation,0.328
castidade,antecipation,0.328
conselho,antecipation,0.328
olfativo,antecipation,0.328
fita,antecipation,0.328
possuir,antecipation,0.328
descartado,antecipation,0.320
examinar,antecipation,0.320
imaturo,antecipation,0.320
mediador,antecipation,0.320
regularidade,antecipation,0.320
enseada,antecipation,0.320
infanticídio,antecipation,0.320
Raddle,antecipation,0.320
peso,antecipation,0.320
chiqu,antecipation,0.320
conservante,antecipation,0.320
não publicado,antecipation,0.312
igreja,antecipation,0.312
cornetim,antecipation,0.312
sinistro,antecipation,0.312
negando,antecipation,0.312
analista,antecipation,0.312
judicial,antecipation,0.305
sacerdócio,antecipation,0.305
Broadside,antecipation,0.305
moinho,antecipation,0.305
desânimo,antecipation,0.297
boné,antecipation,0.297
par termoelétrico,antecipation,0.297
afluente,antecipation,0.297
instrutor,antecipation,0.297
exaustão,antecipation,0.297
saliva,antecipation,0.297
catarata,antecipation,0.289
rede,antecipation,0.289
viseira,antecipation,0.289
manilha,antecipation,0.289
não vai,antecipation,0.289
endereços,antecipation,0.289
discreto,antecipation,0.289
não conformidade,antecipation,0.289
hematoma,antecipation,0.289
morador de rua,antecipation,0.289
astrônomo,antecipation,0.281
inclinado,antecipation,0.281
vizinho,antecipation,0.281
santidade,antecipation,0.273
diabo,antecipation,0.273
piquete,antecipation,0.273
frase,antecipation,0.273
latente,antecipation,0.273
creme,antecipation,0.273
imaturidade,antecipation,0.273
habitual,antecipation,0.266
moral,antecipation,0.266
vizinhança,antecipation,0.266
calmaria,antecipation,0.266
tchau,antecipation,0.258
peso,antecipation,0.258
órgão,antecipation,0.250
palhaço,antecipation,0.250
antebraço,antecipation,0.250
comum,antecipation,0.242
citar,antecipation,0.242
trilho,antecipation,0.234
ditadura,antecipation,0.234
esteira,antecipation,0.234
quadro,antecipation,0.234
árvore,antecipation,0.227
relógio de sol,antecipation,0.227
paralisia,antecipation,0.211
cimento,antecipation,0.203
minhoca,antecipation,0.203
organização,antecipation,0.203
atrasado,antecipation,0.180
neutro,antecipation,0.148
aaaaaaah,antecipation,0
aaaah,antecipation,0
surpresa,antecipation,0
ábaco,antecipation,0
abandono,antecipation,0
abandonado,antecipation,0
abandono,antecipation,0
diminuir,antecipation,0
redução,antecipation,0
Abba,antecipation,0
abade,antecipation,0
abreviar,antecipation,0
abreviação,antecipation,0
abdômen,antecipation,0
abdominal,antecipation,0
abdução,antecipation,0
aberrante,antecipation,0
aberração,antecipation,0
abominar,antecipation,0
aversão,antecipation,0
abominável,antecipation,0
habilidade,antecipation,0
abjeto,antecipation,0
ablação,antecipation,0
em chamas,antecipation,0
anormal,antecipation,0
a bordo,antecipation,0
morada,antecipation,0
abolir,antecipation,0
abolição,antecipation,0
abominável,antecipation,0
abominar,antecipation,0
abominação,antecipation,0
aborígene,antecipation,0
abortar,antecipation,0
aborto,antecipation,0
aborto,antecipation,0
abundante,antecipation,0
mencionado acima,antecipation,0
abrasão,antecipation,0
fora do país,antecipation,0
revogar,antecipation,0
abrupto,antecipation,0
abruptamente,antecipation,0
abscesso,antecipation,0
ausência,antecipation,0
ausente,antecipation,0
ausente,antecipation,0
absentismo,antecipation,0
absinto,antecipation,0
absoluto,antecipation,0
absolvição,antecipation,0
absorvido,antecipation,0
absorvente,antecipation,0
absorvente,antecipation,0
absorção,antecipation,0
abster -se,antecipation,0
abstenção,antecipation,0
abstinência,antecipation,0
abstrato,antecipation,0
abstração,antecipation,0
absurdo,antecipation,0
absurdo,antecipation,0
abundante,antecipation,0
Abuso,antecipation,0
Acenda,antecipation,0
Aby,antecipation,0
abismal,antecipation,0
abismo,antecipation,0
acadêmico,antecipation,0
Academia,antecipation,0
aderir,antecipation,0
aceleração,antecipation,0
sotaque,antecipation,0
acentuar,antecipation,0
aceitar,antecipation,0
aceitável,antecipation,0
aceitação,antecipation,0
aceitações,antecipation,0
aceitaram,antecipation,0
aceitando,antecipation,0
aceita,antecipation,0
acesso,antecipation,0
acessível,antecipation,0
adesão,antecipation,0
acessório,antecipation,0
acidente,antecipation,0
acidental,antecipation,0
acidentalmente,antecipation,0
aclamação,antecipation,0
acomodar,antecipation,0
alojamento,antecipation,0
acompanhar,antecipation,0
acompanhante,antecipation,0
cúmplice,antecipation,0
concluir,antecipation,0
realizado,antecipation,0
realização,antecipation,0
acordo,antecipation,0
conformidade,antecipation,0
acordeão,antecipation,0
conta,antecipation,0
responsabilidade,antecipation,0
responsável,antecipation,0
contador,antecipation,0
contabilidade,antecipation,0
Contas,antecipation,0
credenciado,antecipation,0
acreção,antecipation,0
acumular,antecipation,0
Accueil,antecipation,0
acumular,antecipation,0
acumulação,antecipation,0
precisão,antecipation,0
preciso,antecipation,0
amaldiçoado,antecipation,0
acusação,antecipation,0
acusativo,antecipation,0
acusado,antecipation,0
acusador,antecipation,0
acusando,antecipation,0
acostumado,antecipation,0
ás,antecipation,0
acético,antecipation,0
dor,antecipation,0
alcançar,antecipation,0
alcançou,antecipation,0
dolorido,antecipation,0
ácido,antecipation,0
acidez,antecipation,0
reconhecer,antecipation,0
reconhecido,antecipation,0
reconhecimento,antecipation,0
acme,antecipation,0
acústico,antecipation,0
acústica,antecipation,0
familiarizar,antecipation,0
conhecido,antecipation,0
familiarizado,antecipation,0
aquiescência,antecipation,0
adquirir,antecipation,0
aquisição,antecipation,0
Aquisições,antecipation,0
cultura,antecipation,0
Acres,antecipation,0
acrobata,antecipation,0
agir,antecipation,0
atuando,antecipation,0
Ação,antecipation,0
acionável,antecipation,0
ativo,antecipation,0
atividade,antecipation,0
ator,antecipation,0
atriz,antecipation,0
real,antecipation,0
realidade,antecipation,0
atuário,antecipation,0
acuidade,antecipation,0
perspicácia,antecipation,0
acupuntura,antecipation,0
agudamente,antecipation,0
adágio,antecipation,0
diamante,antecipation,0
adaptar,antecipation,0
adaptável,antecipation,0
adicionar,antecipation,0
adicionado,antecipation,0
termo aditivo,antecipation,0
adicionador,antecipation,0
viciado,antecipation,0
vício,antecipation,0
Adição,antecipation,0
adicional,antecipation,0
aditivo,antecipation,0
endereço,antecipation,0
destinatário,antecipation,0
adepto,antecipation,0
adequação,antecipation,0
adequado,antecipation,0
aderir,antecipation,0
aderência,antecipation,0
aderente,antecipation,0
aderência,antecipation,0
adesão,antecipation,0
adesivo,antecipation,0
adeus,antecipation,0
adiposo,antecipation,0
adjacência,antecipation,0
adjacente,antecipation,0
adjetivo,antecipation,0
adjacente,antecipation,0
adiar,antecipation,0
adiamento,antecipation,0
adjudicar,antecipation,0
adjudicação,antecipation,0
adjunto,antecipation,0
ajustar,antecipation,0
ajustamento,antecipation,0
adjuvante,antecipation,0
administrador,antecipation,0
administração,antecipation,0
