word,emotion,accuracy
ameaçadas de extinção,fear,0.656
insano,fear,0.656
malicioso,fear,0.656
auto-mutilação,fear,0.656
despótico,fear,0.656
vingança,fear,0.656
invasão,fear,0.656
merda,fear,0.656
impiedoso,fear,0.656
devassidão,fear,0.656
sofrimento,fear,0.656
traidor,fear,0.656
punição,fear,0.656
radioativo,fear,0.656
projétil,fear,0.654
açoitar,fear,0.653
Bang,fear,0.652
resgate,fear,0.644
criminalidade,fear,0.642
cascavel,fear,0.641
tremendo,fear,0.641
perturbação,fear,0.641
tumor,fear,0.641
conflito,fear,0.641
prejudicial,fear,0.641
veemente,fear,0.641
anticristo,fear,0.641
isolado,fear,0.641
Raging,fear,0.641
horrorizado,fear,0.641
alma penada,fear,0.641
Cantreathe,fear,0.641
demente,fear,0.641
covarde,fear,0.641
aborto,fear,0.641
deteriorar,fear,0.641
bruxo,fear,0.641
pendurado,fear,0.641
naufrágio,fear,0.641
morte,fear,0.641
perigoso,fear,0.641
coado,fear,0.641
temendo,fear,0.641
raptores,fear,0.641
assombro,fear,0.641
punido,fear,0.641
hediondo,fear,0.641
incêndios,fear,0.641
canalha,fear,0.641
intimidar,fear,0.641
visadas,fear,0.641
demência,fear,0.641
desespero,fear,0.641
retaliação,fear,0.641
bestial,fear,0.639
serpente,fear,0.638
condenação,fear,0.637
fogo,fear,0.636
exclusão,fear,0.636
armamentos,fear,0.636
corrosivo,fear,0.636
nervosismo,fear,0.627
vingativo,fear,0.625
pneumonia,fear,0.625
mercenário,fear,0.625
contrabandista,fear,0.625
repressão,fear,0.625
prisão,fear,0.625
malícia,fear,0.625
encarceramento,fear,0.625
malvado,fear,0.625
desfigurado,fear,0.625
desumano,fear,0.625
vampiro,fear,0.625
doentio,fear,0.625
aproveitar,fear,0.625
deslizamento de terra,fear,0.625
incendiário,fear,0.625
trovejando,fear,0.625
ruinoso,fear,0.625
aranhas,fear,0.625
louco,fear,0.625
peste,fear,0.625
atordoado,fear,0.625
maníaco,fear,0.625
turbulento,fear,0.625
combativo,fear,0.625
ferir,fear,0.625
Meltdown,fear,0.625
infecção,fear,0.625
virulência,fear,0.625
sarcoma,fear,0.625
revoltante,fear,0.625
Daemon,fear,0.625
prejudicial,fear,0.625
loucura,fear,0.625
inimigo,fear,0.625
artilharia,fear,0.625
desbaste,fear,0.625
irreparável,fear,0.625
doente,fear,0.621
bárbaro,fear,0.620
lutou,fear,0.615
prumo,fear,0.613
chantagem,fear,0.612
escurecido,fear,0.610
contaminado,fear,0.610
carrasco,fear,0.610
abandono,fear,0.609
alienação,fear,0.609
sangramento,fear,0.609
esquecimento,fear,0.609
interrogatório,fear,0.609
sofredor,fear,0.609
ferindo,fear,0.609
despotismo,fear,0.609
conflagração,fear,0.609
doença,fear,0.609
desintegrar,fear,0.609
fúria,fear,0.609
impiedoso,fear,0.609
deplorável,fear,0.609
intransponível,fear,0.609
açougueiro,fear,0.609
espancamento,fear,0.609
processar,fear,0.609
malária,fear,0.609
roubar,fear,0.609
agressão,fear,0.609
injeção,fear,0.609
punhal,fear,0.609
infanticídio,fear,0.609
ogro,fear,0.609
manilha,fear,0.609
flagelo,fear,0.609
opressor,fear,0.609
morador de rua,fear,0.609
ameaça,fear,0.604
nervos,fear,0.600
armas de fogo,fear,0.600
ataque,fear,0.600
despejo,fear,0.596
vilão,fear,0.595
beligerante,fear,0.594
raio,fear,0.594
batendo,fear,0.594
bombardeio,fear,0.594
tremor,fear,0.594
possuído,fear,0.594
ansiedade,fear,0.594
vilão,fear,0.594
ameaçador,fear,0.594
masoquismo,fear,0.594
condenar,fear,0.594
Sepse,fear,0.594
presságio,fear,0.594
cardiomiopatia,fear,0.594
assaltante,fear,0.594
dor,fear,0.594
fugir,fear,0.594
contido,fear,0.594
engano,fear,0.594
podridão,fear,0.594
Dragão,fear,0.594
Terrível,fear,0.594
confusão,fear,0.594
tribulação,fear,0.594
torrente,fear,0.594
doença,fear,0.594
hipertrofia,fear,0.594
cheio,fear,0.594
amaldiçoado,fear,0.594
caixão,fear,0.594
inimigo,fear,0.594
eutanásia,fear,0.594
Goblin,fear,0.594
paranóia,fear,0.594
infiel,fear,0.594
ferido,fear,0.592
lava,fear,0.588
eliminação,fear,0.588
palmada,fear,0.587
hostilidades,fear,0.586
sombrio,fear,0.584
bloqueio,fear,0.582
soco,fear,0.580
bactérias,fear,0.578
tão estressado,fear,0.578
desgosto,fear,0.578
privação,fear,0.578
abismo,fear,0.578
tumultuado,fear,0.578
desmoralizado,fear,0.578
roubando,fear,0.578
assombrada,fear,0.578
evacuar,fear,0.578
cadeia,fear,0.578
profanação,fear,0.578
terrível,fear,0.578
xingamento,fear,0.578
covarde,fear,0.578
Shady,fear,0.578
volatilidade,fear,0.578
cirurgia,fear,0.578
proibindo,fear,0.578
falha,fear,0.578
inflição,fear,0.578
quarentena,fear,0.578
distúrbios alimentares,fear,0.578
dor,fear,0.578
assalto,fear,0.578
desapropriado,fear,0.578
parasita,fear,0.578
estremece,fear,0.578
apreensivo,fear,0.578
Grizzly,fear,0.578
conflitando,fear,0.578
odioso,fear,0.578
perda,fear,0.578
confinado,fear,0.578
perigo,fear,0.578
preocupar,fear,0.578
angina,fear,0.578
perdição,fear,0.577
MOB,fear,0.577
profano,fear,0.575
em coma,fear,0.575
toxina,fear,0.575
pilhagem,fear,0.574
incesto,fear,0.571
ferimento,fear,0.571
forçado,fear,0.569
covardia,fear,0.567
cripta,fear,0.566
dominação,fear,0.566
bruxa,fear,0.565
contrabandear,fear,0.565
máscaras,fear,0.562
nervosismo,fear,0.562
caçador,fear,0.562
banido,fear,0.562
síncope,fear,0.562
evasão,fear,0.562
apreender,fear,0.562
poliomielite,fear,0.562
degradante,fear,0.562
infortúnio,fear,0.562
prisioneiro,fear,0.562
infligir,fear,0.562
iminente,fear,0.562
desapareceu,fear,0.562
aflito,fear,0.562
mártir,fear,0.562
purga,fear,0.562
preocupações,fear,0.562
angustiante,fear,0.562
farsa,fear,0.562
deterioração,fear,0.562
corrupção,fear,0.562
úlcera,fear,0.562
avassalador,fear,0.562
lixo,fear,0.562
incriminação,fear,0.562
cova,fear,0.562
limitar,fear,0.562
assustador,fear,0.562
processo,fear,0.562
arriscado,fear,0.562
Incubus,fear,0.562
punição,fear,0.562
impotente,fear,0.562
doido,fear,0.562
sarna,fear,0.562
risco,fear,0.562
sacrifícios,fear,0.562
duelo,fear,0.562
armadilha,fear,0.562
pólvora,fear,0.562
turbulência,fear,0.562
Eeek,fear,0.562
martírio,fear,0.562
inseguro,fear,0.561
pior sentimento,fear,0.560
autor,fear,0.560
pecado,fear,0.560
oculto,fear,0.559
intimidação,fear,0.559
desativar,fear,0.558
decair,fear,0.557
autópsia,fear,0.557
aflição,fear,0.557
vulnerabilidade,fear,0.548
rosnando,fear,0.547
escândalo,fear,0.547
escorpião,fear,0.547
apendicite,fear,0.547
ladrão,fear,0.547
sirene,fear,0.547
brigada,fear,0.547
insanidade,fear,0.547
inimizade,fear,0.547
cuidado,fear,0.547
doente,fear,0.547
garras,fear,0.547
expulsão,fear,0.547
asilo,fear,0.547
agulhas,fear,0.547
explosão,fear,0.547
canhão,fear,0.547
clamor,fear,0.547
indefeso,fear,0.547
aparição,fear,0.547
enchente,fear,0.547
precário,fear,0.547
derrogação,fear,0.547
derrubar,fear,0.547
gonorréia,fear,0.547
escravidão,fear,0.547
neuralgia,fear,0.547
deformidade,fear,0.547
samurai,fear,0.547
O comunismo,fear,0.547
adicionador,fear,0.547
coerção,fear,0.547
prejudicar,fear,0.547
senil,fear,0.547
nocivo,fear,0.547
abominar,fear,0.547
louco,fear,0.547
mergulho,fear,0.547
revolta,fear,0.545
retribuição,fear,0.545
cemitério,fear,0.541
maldade,fear,0.539
fantasma,fear,0.538
abandonado,fear,0.534
fugiu,fear,0.534
rejeição,fear,0.533
desesperança,fear,0.531
tremendo,fear,0.531
endocardite,fear,0.531
covardemente,fear,0.531
ilegalidade,fear,0.531
punir,fear,0.531
manipulação,fear,0.531
quebrado,fear,0.531
carnívoro,fear,0.531
impotência,fear,0.531
instável,fear,0.531
penetração,fear,0.531
incursão,fear,0.531
caule,fear,0.531
frenético,fear,0.531
Desenba corada,fear,0.531
supersticioso,fear,0.531
estressado,fear,0.531
sanguessuga,fear,0.531
desamparado,fear,0.531
prenúncio,fear,0.531
sabre,fear,0.531
aterosclerose,fear,0.531
deserto,fear,0.531
manifestação,fear,0.531
roubo,fear,0.531
captor,fear,0.531
escravo,fear,0.531
desconfiança,fear,0.531
subjugação,fear,0.531
enterrado,fear,0.531
disputando,fear,0.531
surtar,fear,0.531
rebelião,fear,0.531
abandono,fear,0.531
eek,fear,0.531
estridente,fear,0.531
suástica,fear,0.531
falha,fear,0.531
tormentoso,fear,0.531
bactéria,fear,0.531
Suspense,fear,0.529
sangue,fear,0.525
escondido,fear,0.524
urso,fear,0.524
ilegal,fear,0.519
louco,fear,0.519
ansioso,fear,0.518
culto,fear,0.518
cativo,fear,0.517
deportação,fear,0.517
emaciado,fear,0.516
mau pressentimento,fear,0.516
problemático,fear,0.516
impensável,fear,0.516
ladrão,fear,0.516
embolia,fear,0.516
situação,fear,0.516
intolerância,fear,0.516
feitiçaria,fear,0.516
desamparo,fear,0.516
pressentimento,fear,0.516
Grievous,fear,0.516
pilhagem,fear,0.516
exacerbação,fear,0.516
recaída,fear,0.516
perseguido,fear,0.516
insidioso,fear,0.516
desbaratar,fear,0.516
detido,fear,0.516
suspeito,fear,0.516
grito,fear,0.516
oprimir,fear,0.516
pego,fear,0.516
rosnar,fear,0.516
pernicioso,fear,0.516
incitar,fear,0.516
aspereza,fear,0.516
Fang,fear,0.516
picada,fear,0.516
aplicar,fear,0.516
conspirador,fear,0.516
escuridão,fear,0.516
Repulsão,fear,0.516
exílio,fear,0.516
Biópsia,fear,0.516
paralisia,fear,0.516
depressão,fear,0.508
confinamento,fear,0.507
subverter,fear,0.500
infarto,fear,0.500
render,fear,0.500
Reze por mim,fear,0.500
desconfiança,fear,0.500
odioso,fear,0.500
Madden,fear,0.500
eeeek,fear,0.500
Caçando,fear,0.500
limitação,fear,0.500
supressão,fear,0.500
alcoolismo,fear,0.500
intolerante,fear,0.500
Blob,fear,0.500
penhasco,fear,0.500
frenético,fear,0.500
ilegal,fear,0.500
bisturi,fear,0.500
queda,fear,0.500
Entrada,fear,0.500
suprimir,fear,0.500
delirante,fear,0.500
gritish,fear,0.500
instabilidade,fear,0.500
vertigem,fear,0.500
bruto,fear,0.500
pecaminoso,fear,0.500
arruinado,fear,0.500
premeditado,fear,0.500
Snowmageddon,fear,0.500
desafio,fear,0.500
vespa,fear,0.500
imponente,fear,0.500
Ai,fear,0.491
chicote,fear,0.484
indefensável,fear,0.484
desânimo,fear,0.484
nojento,fear,0.484
divórcio,fear,0.484
odiar,fear,0.484
Freakish,fear,0.484
tão nervoso,fear,0.484
ambulância,fear,0.484
multidão,fear,0.484
Vacilar,fear,0.484
palpitações,fear,0.484
demônio,fear,0.484
alucinação,fear,0.484
Blackness,fear,0.484
difamação,fear,0.484
intrusão,fear,0.484
seringa,fear,0.484
preconceituoso,fear,0.484
acusação,fear,0.484
preocupante,fear,0.484
retardar,fear,0.484
canthandleit,fear,0.484
insegurança,fear,0.484
ravina,fear,0.484
caça furtiva,fear,0.484
rachado,fear,0.484
hospital,fear,0.484
bater,fear,0.484
armaduras,fear,0.484
guerreiro,fear,0.484
coagir,fear,0.484
carro fúnebre,fear,0.484
Pumpy,fear,0.484
corte,fear,0.484
desonra,fear,0.484
perjúrio,fear,0.484
acusando,fear,0.484
pior,fear,0.484
endêmico,fear,0.484
oh não,fear,0.484
restrição,fear,0.484
voraz,fear,0.484
rato,fear,0.484
leão,fear,0.484
arrepio,fear,0.484
Avessa,fear,0.483
inspeção,fear,0.483
pecador,fear,0.483
desesperado,fear,0.474
ausente,fear,0.474
escurecer,fear,0.471
austero,fear,0.470
pouco saudável,fear,0.469
revogar,fear,0.469
Freg,fear,0.469
discriminação,fear,0.469
superstição,fear,0.469
criticar,fear,0.469
blindado,fear,0.469
ilegalidade,fear,0.469
sobrecarregado,fear,0.469
infidelidade,fear,0.469
Thresh,fear,0.469
Scrapie,fear,0.469
precipício,fear,0.469
idolatria,fear,0.469
depressivo,fear,0.469
subversão,fear,0.469
asteróide,fear,0.469
mandíbulas,fear,0.469
acusado,fear,0.469
naufrágio,fear,0.469
admoestação,fear,0.469
acusação,fear,0.469
tremor,fear,0.469
de sobressalto,fear,0.469
dor de dente,fear,0.469
Desumano,fear,0.469
Excremividade,fear,0.469
After,fear,0.469
feroz,fear,0.469
febre,fear,0.469
intrusivo,fear,0.469
decomposição,fear,0.469
nervoso,fear,0.469
antipatia,fear,0.469
preso,fear,0.469
regime,fear,0.469
lança,fear,0.468
nojento,fear,0.466
preocupado,fear,0.466
Puma,fear,0.465
décimo terceiro,fear,0.465
contrabando,fear,0.464
inseguro,fear,0.461
perturbação,fear,0.459
denúncia,fear,0.456
destituído,fear,0.455
estigma,fear,0.455
poderosamente,fear,0.454
apreensão,fear,0.453
Derogatório,fear,0.453
Interrupção,fear,0.453
rigor,fear,0.453
dinossauro,fear,0.453
rifle,fear,0.453
ilícito,fear,0.453
tatear,fear,0.453
uivo,fear,0.453
estranho,fear,0.453
resistindo,fear,0.453
demitir-se,fear,0.453
espasmo,fear,0.453
indizível,fear,0.453
dilema,fear,0.453
estridente,fear,0.453
penal,fear,0.453
trancar,fear,0.453
doutrinação,fear,0.453
restringir,fear,0.453
repugnável,fear,0.453
repreenda,fear,0.453
lamento,fear,0.453
omgomgomg,fear,0.453
hidrocefalia,fear,0.453
avisar,fear,0.453
massa,fear,0.453
Oh Deus,fear,0.453
pena,fear,0.453
Estreito,fear,0.453
órfão,fear,0.453
urgente,fear,0.450
acusação,fear,0.450
vagabundo,fear,0.440
estresse,fear,0.439
gigante,fear,0.439
acidental,fear,0.438
dominar,fear,0.438
cabala,fear,0.438
acusador,fear,0.438
fiasco,fear,0.438
perverso,fear,0.438
iminente,fear,0.438
gritar,fear,0.438
confisco,fear,0.438
enfermidade,fear,0.438
expulsar,fear,0.438
liberdade condicional,fear,0.438
vacilar,fear,0.438
tribunal,fear,0.438
atrofia,fear,0.438
Aghhh,fear,0.438
confuso,fear,0.438
asp,fear,0.438
maça,fear,0.438
Vince,fear,0.438
escondido,fear,0.438
Indomável,fear,0.438
ilegítimo,fear,0.438
despojado,fear,0.438
despreparado,fear,0.438
enredado,fear,0.438
suor frio,fear,0.438
Dentistas,fear,0.438
dilema,fear,0.438
reumatismo,fear,0.438
deslocado,fear,0.438
deslocado,fear,0.438
picada,fear,0.438
alvejando,fear,0.438
obstruir,fear,0.438
ofegante,fear,0.438
escassez,fear,0.438
irreconciliável,fear,0.438
impermeável,fear,0.438
quebrado,fear,0.438
Parar,fear,0.435
misterioso,fear,0.435
insulto,fear,0.435
rebeldes,fear,0.435
repulsão,fear,0.431
brilho,fear,0.430
punitivo,fear,0.425
sórdido,fear,0.425
estaca,fear,0.423
tempestade,fear,0.423
deletério,fear,0.422
reticente,fear,0.422
tensões,fear,0.422
desmaiando,fear,0.422
ofensa,fear,0.422
extrajudicial,fear,0.422
ilusão,fear,0.422
batendo,fear,0.422
lamento,fear,0.422
deprimido,fear,0.422
usurpado,fear,0.422
intolerante,fear,0.422
hidra,fear,0.422
estresse,fear,0.422
coiote,fear,0.422
região selvagem,fear,0.422
infame,fear,0.422
provocador,fear,0.422
dissidente,fear,0.422
não natural,fear,0.422
desaparecer,fear,0.422
baioneta,fear,0.422
depressivo,fear,0.422
anátema,fear,0.422
roubar,fear,0.422
falar em público,fear,0.422
oneroso,fear,0.422
bier,fear,0.422
Prowl,fear,0.422
ultimato,fear,0.422
varicela,fear,0.422
suspensão,fear,0.422
instável,fear,0.422
pagão,fear,0.422
estrangeiro,fear,0.422
adversidade,fear,0.418
inaptidão,fear,0.417
fora,fear,0.413
feiúra,fear,0.410
imoral,fear,0.410
abutre,fear,0.410
gueto,fear,0.406
náusea,fear,0.406
fracamente,fear,0.406
penitência,fear,0.406
angustiado,fear,0.406
dominante,fear,0.406
não permitido,fear,0.406
imprudência,fear,0.406
insolvente,fear,0.406
cauteloso,fear,0.406
cicatriz,fear,0.406
Oh céus,fear,0.406
drones,fear,0.406
choroso,fear,0.406
maca,fear,0.406
estressante,fear,0.406
onipotência,fear,0.406
"destroços, Pedregulho",fear,0.406
escapar,fear,0.406
choramingar,fear,0.406
demissão,fear,0.406
Screech,fear,0.406
ressecção,fear,0.406
transtorno,fear,0.406
posse,fear,0.406
garra,fear,0.406
queda de energia,fear,0.406
Squall,fear,0.406
desabilitado,fear,0.406
deportar,fear,0.406
nojo,fear,0.406
estressante,fear,0.406
socialismo,fear,0.405
conspiração,fear,0.400
dureza,fear,0.400
deserção,fear,0.398
ausência,fear,0.396
gemer,fear,0.394
cruzada,fear,0.392
APRETO,fear,0.391
o que eu faço,fear,0.391
refutação,fear,0.391
descida,fear,0.391
rejeitar,fear,0.391
suspeita,fear,0.391
exigente,fear,0.391
ocultação,fear,0.391
Xanax,fear,0.391
Cleagem,fear,0.391
diagnóstico,fear,0.391
separação,fear,0.391
spaz,fear,0.391
mosquete,fear,0.391
enxofre,fear,0.391
repelente,fear,0.391
discriminação,fear,0.391
agitação,fear,0.391
insolvência,fear,0.391
submissão,fear,0.391
mental,fear,0.391
