word,emotion,accuracy
lamento,sadness,0.636
demolir,sadness,0.636
desânimo,sadness,0.636
desapontado,sadness,0.636
oneroso,sadness,0.634
mausoléu,sadness,0.630
estilhaçado,sadness,0.630
desonra,sadness,0.625
desamparado,sadness,0.625
póstumo,sadness,0.625
decepcionante,sadness,0.625
perdido,sadness,0.625
machucando,sadness,0.625
opressivo,sadness,0.625
arrependimento,sadness,0.625
rescindir,sadness,0.625
coado,sadness,0.625
ferimento,sadness,0.625
paralisia,sadness,0.625
amaldiçoado,sadness,0.625
esquizofrenia,sadness,0.625
intransponível,sadness,0.625
deteriorar,sadness,0.625
Abuso,sadness,0.625
indesejado,sadness,0.625
tirano,sadness,0.625
melancolia,sadness,0.625
amargamente,sadness,0.625
impotência,sadness,0.625
naufragado,sadness,0.625
demolido,sadness,0.625
Desumano,sadness,0.623
divórcio,sadness,0.623
cremação,sadness,0.621
preocupado,sadness,0.621
bombear,sadness,0.621
situação,sadness,0.621
abandonar,sadness,0.621
melancólic,sadness,0.621
implacável,sadness,0.612
Sepse,sadness,0.611
culpado,sadness,0.609
fiasco,sadness,0.609
feiúra,sadness,0.609
degradante,sadness,0.609
cruel,sadness,0.609
Sem fé,sadness,0.609
inútil,sadness,0.609
quebrar,sadness,0.609
excluído,sadness,0.609
ferir,sadness,0.609
romper,sadness,0.609
depreciação,sadness,0.609
ferido,sadness,0.609
vergonhoso,sadness,0.609
Gore,sadness,0.609
Derogatório,sadness,0.609
decepcionar,sadness,0.609
irreparável,sadness,0.609
falido,sadness,0.609
medo,sadness,0.609
alcoolismo,sadness,0.609
manilha,sadness,0.609
definhando,sadness,0.609
pecador,sadness,0.609
dilapidado,sadness,0.609
terrível,sadness,0.609
sacrifícios,sadness,0.609
esmagando,sadness,0.609
subjugação,sadness,0.609
sobrecarregado,sadness,0.609
xingamento,sadness,0.608
antraz,sadness,0.600
sozinho,sadness,0.600
roubo,sadness,0.600
angústia,sadness,0.598
Bawl,sadness,0.594
deportação,sadness,0.594
quebrado,sadness,0.594
obliterar,sadness,0.594
Petloss,sadness,0.594
Condolências,sadness,0.594
queda,sadness,0.594
prisão,sadness,0.594
caos,sadness,0.594
abismo,sadness,0.594
desapontamento,sadness,0.594
desamparado,sadness,0.594
sombrio,sadness,0.594
em ruínas,sadness,0.594
violação,sadness,0.594
caça furtiva,sadness,0.594
nada,sadness,0.594
despejo,sadness,0.594
perdendo,sadness,0.594
vergonha,sadness,0.594
vendeta,sadness,0.594
cripta,sadness,0.594
contaminado,sadness,0.594
martírio,sadness,0.594
irreconciliável,sadness,0.594
doente,sadness,0.594
privado,sadness,0.594
sofrimento,sadness,0.594
agressor,sadness,0.594
trair,sadness,0.594
anseio,sadness,0.594
remorso,sadness,0.594
cativeiro,sadness,0.594
demônio,sadness,0.594
disenteria,sadness,0.593
melancólico,sadness,0.591
praga,sadness,0.591
ruptura,sadness,0.588
traidor,sadness,0.588
Haggard,sadness,0.587
mentira,sadness,0.585
cólera,sadness,0.583
indisposto,sadness,0.578
indesejável,sadness,0.578
negado,sadness,0.578
lamentar,sadness,0.578
humilhação,sadness,0.578
Terrível,sadness,0.578
valentão,sadness,0.578
dano,sadness,0.578
turbulência,sadness,0.578
amargura,sadness,0.578
enterro,sadness,0.578
sombrio,sadness,0.578
degeneração,sadness,0.578
imoral,sadness,0.578
prejudicial,sadness,0.578
sórdido,sadness,0.578
amedrontar,sadness,0.578
discriminação,sadness,0.578
diabo,sadness,0.576
cativo,sadness,0.576
choramingar,sadness,0.576
pessimismo,sadness,0.576
delírio,sadness,0.576
deplore,sadness,0.576
danos,sadness,0.576
não gostei,sadness,0.576
odioso,sadness,0.575
fanático,sadness,0.574
perdição,sadness,0.569
adultério,sadness,0.566
corrupção,sadness,0.565
anátema,sadness,0.562
enganar,sadness,0.562
naufrágio,sadness,0.562
autópsia,sadness,0.562
piora,sadness,0.562
sombrio,sadness,0.562
chafurdar,sadness,0.562
urna,sadness,0.562
chateado,sadness,0.562
açoitar,sadness,0.562
dia triste,sadness,0.562
inflição,sadness,0.562
endocardite,sadness,0.562
ressentimento,sadness,0.562
túmulo,sadness,0.562
engano,sadness,0.562
rejeição,sadness,0.562
tirania,sadness,0.562
preocupante,sadness,0.562
fugir,sadness,0.562
punitivo,sadness,0.562
pessimista,sadness,0.562
pobre,sadness,0.562
reumatismo,sadness,0.562
em coma,sadness,0.562
enganoso,sadness,0.562
expirar,sadness,0.562
ferida,sadness,0.562
partiu,sadness,0.558
mártir,sadness,0.556
desbaratar,sadness,0.555
memorial,sadness,0.547
praga,sadness,0.547
chateado,sadness,0.547
isolado,sadness,0.547
tomada,sadness,0.547
malária,sadness,0.547
renúncia,sadness,0.547
hidrocefalia,sadness,0.547
bombardeiro,sadness,0.547
desgosto,sadness,0.547
rejeitar,sadness,0.547
pena,sadness,0.547
evitar,sadness,0.547
pendurado,sadness,0.547
ausência,sadness,0.547
não realizado,sadness,0.547
Desilusão,sadness,0.547
sinto sua falta,sadness,0.547
Mal-estar,sadness,0.547
desencorajar,sadness,0.547
cruel,sadness,0.547
Scum,sadness,0.547
render -se,sadness,0.547
nefasto,sadness,0.546
incriminação,sadness,0.545
concussão,sadness,0.545
gemido,sadness,0.545
escuro,sadness,0.545
fracamente,sadness,0.544
dolorido,sadness,0.544
descontentamento,sadness,0.543
Agente funerário,sadness,0.538
assaltante,sadness,0.536
deterioração,sadness,0.536
infligir,sadness,0.531
roubo,sadness,0.531
desapropriado,sadness,0.531
prisioneiro,sadness,0.531
embaraço,sadness,0.531
inimico,sadness,0.531
réquiem,sadness,0.531
neurose,sadness,0.531
dor,sadness,0.531
penitência,sadness,0.531
console,sadness,0.531
embolia,sadness,0.531
nojo,sadness,0.531
epitáfio,sadness,0.531
confinado,sadness,0.531
disparidade,sadness,0.531
Molen,sadness,0.531
atacante,sadness,0.531
anti -social,sadness,0.531
manchar,sadness,0.531
com saudades de casa,sadness,0.531
enganado,sadness,0.531
explosão,sadness,0.531
doente,sadness,0.531
confisco,sadness,0.531
muito,sadness,0.531
desagradável,sadness,0.530
queixa,sadness,0.530
esquecido,sadness,0.530
recaída,sadness,0.530
desativar,sadness,0.529
indefeso,sadness,0.526
ridículo,sadness,0.518
extinto,sadness,0.518
sequestro,sadness,0.516
hediondo,sadness,0.516
infortúnio,sadness,0.516
ilusão,sadness,0.516
despojado,sadness,0.516
sufocado,sadness,0.516
vegetativo,sadness,0.516
murchar,sadness,0.516
Despachado,sadness,0.516
fraqueza,sadness,0.516
hostil,sadness,0.516
deteriorado,sadness,0.516
acidente,sadness,0.516
retardar,sadness,0.516
pecado,sadness,0.516
eliminação,sadness,0.516
cegueira,sadness,0.516
lixões,sadness,0.516
azarado,sadness,0.516
dolorido,sadness,0.516
inseguro,sadness,0.509
ditadura,sadness,0.509
não correspondido,sadness,0.509
lamentável,sadness,0.509
reclamar,sadness,0.509
perder,sadness,0.509
feitiçaria,sadness,0.508
uivo,sadness,0.500
ansiedade,sadness,0.500
mortalidade,sadness,0.500
bagunçado,sadness,0.500
agravante,sadness,0.500
crônica,sadness,0.500
desconforto,sadness,0.500
aterosclerose,sadness,0.500
prejudicial,sadness,0.500
processar,sadness,0.500
enjoado,sadness,0.500
ímpio,sadness,0.500
podridão,sadness,0.500
desgosto,sadness,0.500
gonorréia,sadness,0.500
franzindo a testa,sadness,0.500
louco,sadness,0.500
DOLOR,sadness,0.500
intolerante,sadness,0.500
deportar,sadness,0.500
despejo,sadness,0.500
explodir,sadness,0.500
dificuldade,sadness,0.500
exclusão,sadness,0.500
negativo,sadness,0.500
desrespeitoso,sadness,0.500
falência,sadness,0.500
senil,sadness,0.500
injusto,sadness,0.500
perturbado,sadness,0.500
lutou,sadness,0.500
citomegalovírus,sadness,0.500
bier,sadness,0.500
impossível,sadness,0.500
drogado,sadness,0.500
cansado,sadness,0.500
After,sadness,0.500
ofendido,sadness,0.500
colidir,sadness,0.500
coma,sadness,0.500
endêmico,sadness,0.500
amortecedor,sadness,0.500
roubar,sadness,0.491
derrogação,sadness,0.491
recessão,sadness,0.485
grito,sadness,0.485
reprimir,sadness,0.484
ofensa,sadness,0.484
nojento,sadness,0.484
evasão,sadness,0.484
hospital,sadness,0.484
perturbação,sadness,0.484
represália,sadness,0.484
inadequado,sadness,0.484
arsênico,sadness,0.484
sabotar,sadness,0.484
Vince,sadness,0.484
quebrado,sadness,0.484
crítica,sadness,0.484
insulto,sadness,0.484
adversidade,sadness,0.484
demitir-se,sadness,0.484
fragilidade,sadness,0.484
cansaço,sadness,0.484
covarde,sadness,0.484
desgastado,sadness,0.484
ilícito,sadness,0.484
gemer,sadness,0.484
implorar,sadness,0.484
infeccioso,sadness,0.483
desonesto,sadness,0.482
decair,sadness,0.482
dissolução,sadness,0.480
mais baixo,sadness,0.478
pouco saudável,sadness,0.474
irritação,sadness,0.470
sedição,sadness,0.469
pena,sadness,0.469
expulsão,sadness,0.469
todos,sadness,0.469
desaprovação,sadness,0.469
conluio,sadness,0.469
tracejadas,sadness,0.469
criticar,sadness,0.469
vulnerabilidade,sadness,0.469
pernicioso,sadness,0.469
cair,sadness,0.469
conflito,sadness,0.469
ilegal,sadness,0.469
desfavorável,sadness,0.469
colapso,sadness,0.469
temperamental,sadness,0.469
segregar,sadness,0.469
frustrar,sadness,0.469
reincidência,sadness,0.469
penal,sadness,0.469
abandonado,sadness,0.469
perversão,sadness,0.469
sarampo,sadness,0.469
Income,sadness,0.469
dominação,sadness,0.469
infeliz,sadness,0.469
condenar,sadness,0.469
inquietação,sadness,0.469
desgastado,sadness,0.467
infâmia,sadness,0.464
pilhagem,sadness,0.461
depreciado,sadness,0.460
Wane,sadness,0.456
seriamente,sadness,0.455
ilegal,sadness,0.455
tribulação,sadness,0.453
perdido,sadness,0.453
render,sadness,0.453
discriminar,sadness,0.453
refugiado,sadness,0.453
memoriais,sadness,0.453
inóspito,sadness,0.453
criticar,sadness,0.453
Carcaça,sadness,0.453
perplexidade,sadness,0.453
desaprovar,sadness,0.453
revolta,sadness,0.453
naufrágio,sadness,0.453
confiscar,sadness,0.453
isolado,sadness,0.453
invadir,sadness,0.453
incapacidade,sadness,0.453
avalanche,sadness,0.453
caiu,sadness,0.453
escassez,sadness,0.453
Doldrums,sadness,0.453
vulgaridade,sadness,0.453
agridoce,sadness,0.453
Excremividade,sadness,0.453
revólver,sadness,0.453
pior,sadness,0.453
incorretamente,sadness,0.453
despotismo,sadness,0.453
humilde,sadness,0.448
guilhotina,sadness,0.446
solitário,sadness,0.446
Oclance,sadness,0.441
anulação,sadness,0.440
delirante,sadness,0.439
dia ruim,sadness,0.439
confinamento,sadness,0.439
desapontamento,sadness,0.439
desacordo,sadness,0.438
emocional,sadness,0.438
letargia,sadness,0.438
escassez,sadness,0.438
simpatizar,sadness,0.438
apático,sadness,0.438
proibir,sadness,0.438
estigma,sadness,0.438
partida,sadness,0.438
mal pago,sadness,0.438
apendicite,sadness,0.438
Fútil,sadness,0.438
imprudente,sadness,0.438
inatingível,sadness,0.438
pensativo,sadness,0.438
guet,sadness,0.438
até a próxima,sadness,0.438
cancelamento,sadness,0.438
problema,sadness,0.438
desaprovando,sadness,0.438
ausente,sadness,0.438
antipatia,sadness,0.438
desconectado,sadness,0.438
detido,sadness,0.438
vagabundo,sadness,0.438
diminuir,sadness,0.438
insolvência,sadness,0.438
loucura,sadness,0.438
rejeita,sadness,0.438
Indigente,sadness,0.438
reprovado,sadness,0.438
escurecido,sadness,0.438
insignificante,sadness,0.438
deslocado,sadness,0.438
fugitivo,sadness,0.438
abscesso,sadness,0.438
blues,sadness,0.438
coerção,sadness,0.438
restrição,sadness,0.438
Esflada,sadness,0.438
incomodando,sadness,0.435
desqualificado,sadness,0.435
tropeçando,sadness,0.429
afundado,sadness,0.426
drenagem,sadness,0.424
retribuição,sadness,0.424
varicela,sadness,0.424
último dia,sadness,0.424
assombrada,sadness,0.422
corte,sadness,0.422
cisto,sadness,0.422
neuralgia,sadness,0.422
irregularidades,sadness,0.422
ladrão,sadness,0.422
desapaixonado,sadness,0.422
mendigo,sadness,0.422
indesejável,sadness,0.422
rasgar,sadness,0.422
desvio,sadness,0.422
estridente,sadness,0.422
desigual,sadness,0.422
cardiomiopatia,sadness,0.422
ruim,sadness,0.422
escasso,sadness,0.422
insolvente,sadness,0.422
caindo,sadness,0.422
handicap,sadness,0.422
dificuldades,sadness,0.421
invasor,sadness,0.420
monótono,sadness,0.420
cair,sadness,0.418
ilegítimo,sadness,0.416
expulsar,sadness,0.414
sem significado,sadness,0.409
escuridão,sadness,0.409
síncope,sadness,0.407
incêndios,sadness,0.406
inimizade,sadness,0.406
feudalismo,sadness,0.406
detestável,sadness,0.406
submetido,sadness,0.406
limitar,sadness,0.406
fúria,sadness,0.406
cadela,sadness,0.406
escurecer,sadness,0.406
precário,sadness,0.406
farsa,sadness,0.406
falta,sadness,0.406
cansado,sadness,0.406
AVC,sadness,0.406
insatisfeito,sadness,0.405
palmada,sadness,0.403
suspirar,sadness,0.402
dilúvio,sadness,0.402
solteirona,sadness,0.400
azul,sadness,0.400
devido,sadness,0.398
Needalife,sadness,0.398
sem sentido,sadness,0.394
embaraçar,sadness,0.394
armadilha,sadness,0.394
gravidade,sadness,0.394
recusou,sadness,0.391
jaula,sadness,0.391
laço,sadness,0.391
soco,sadness,0.391
maca,sadness,0.391
monção,sadness,0.391
condescendência,sadness,0.391
reprovação,sadness,0.391
truques,sadness,0.391
rue,sadness,0.391
ineficiente,sadness,0.391
Dwarfed,sadness,0.391
voraz,sadness,0.391
Feeble,sadness,0.391
inaptidão,sadness,0.391
se apenas,sadness,0.391
bruto,sadness,0.391
Exausta,sadness,0.391
Daemon,sadness,0.391
dívida,sadness,0.391
alma penada,sadness,0.391
frieza,sadness,0.391
insulto,sadness,0.391
subverter,sadness,0.384
ciúmes,sadness,0.382
luta,sadness,0.379
perder,sadness,0.379
geriátrico,sadness,0.379
indesculpável,sadness,0.379
cinzas,sadness,0.377
enredado,sadness,0.377
descida,sadness,0.377
funk,sadness,0.375
desperdiçar,sadness,0.375
nublado,sadness,0.375
exaustão,sadness,0.375
inferior,sadness,0.375
desqualificar,sadness,0.375
simpatia,sadness,0.375
prostituição,sadness,0.375
dissipar,sadness,0.375
Bata,sadness,0.375
cicatriz,sadness,0.375
adeus,sadness,0.375
deslizamento de terra,sadness,0.375
inconsiderado,sadness,0.375
separação,sadness,0.375
Blackness,sadness,0.375
obscuro,sadness,0.375
não conformidade,sadness,0.375
é uma merda,sadness,0.375
retirar,sadness,0.375
raivoso,sadness,0.375
outt,sadness,0.375
pouco atraente,sadness,0.373
atraso,sadness,0.373
desculpar-se,sadness,0.370
louco,sadness,0.368
Desgraçado,sadness,0.366
deteriorado,sadness,0.365
inter,sadness,0.364
vazio,sadness,0.364
zombando,sadness,0.363
adicionador,sadness,0.361
mal-entendido,sadness,0.359
discutir,sadness,0.359
queixoso,sadness,0.359
servil,sadness,0.359
obesidade,sadness,0.359
desconectar,sadness,0.359
tremor,sadness,0.359
linguado,sadness,0.359
réu,sadness,0.359
impossível,sadness,0.359
desmaiando,sadness,0.359
desempregado,sadness,0.359
caçador,sadness,0.359
Idiocy,sadness,0.359
corpete,sadness,0.359
ineficiência,sadness,0.359
trancar,sadness,0.359
consagração,sadness,0.359
mal sucedido,sadness,0.359
acusação,sadness,0.359
infrutífero,sadness,0.359
dormência,sadness,0.359
afronta,sadness,0.359
impedir,sadness,0.359
austero,sadness,0.359
impopular,sadness,0.359
autor,sadness,0.359
disputando,sadness,0.359
provocação,sadness,0.359
dúvida,sadness,0.359
agitação,sadness,0.351
intervenção,sadness,0.348
Wimpy,sadness,0.348
spoiler,sadness,0.348
desperdício,sadness,0.348
ausente,sadness,0.348
imperfeição,sadness,0.347
litigar,sadness,0.344
cegamente,sadness,0.344
milícia,sadness,0.344
processo,sadness,0.344
não convidado,sadness,0.344
sem inspiração,sadness,0.344
sulco,sadness,0.344
pesado,sadness,0.344
espectro,sadness,0.344
deserto,sadness,0.344
atrasado,sadness,0.344
atenuação,sadness,0.344
desistência,sadness,0.344
declarar,sadness,0.344
lixo,sadness,0.344
resignado,sadness,0.344
detenção,sadness,0.344
cirurgia,sadness,0.344
interceder,sadness,0.344
manchado,sadness,0.344
inexplicável,sadness,0.339
miopia,sadness,0.339
acidente,sadness,0.338
liberdade condicional,sadness,0.336
separação,sadness,0.333
discordando,sadness,0.333
não reconhecido,sadness,0.328
dependência,sadness,0.328
inaceitável,sadness,0.328
deixar,sadness,0.328
escravidão,sadness,0.328
bactérias,sadness,0.328
estéril,sadness,0.328
à deriva,sadness,0.328
sem fim,sadness,0.328
incompetente,sadness,0.328
dor,sadness,0.328
inferior,sadness,0.328
nepotismo,sadness,0.328
Squall,sadness,0.328
não permitido,sadness,0.328
repreenda,sadness,0.327
flácido,sadness,0.324
vagabundo,sadness,0.323
frágil,sadness,0.319
avarento,sadness,0.319
processar,sadness,0.318
dificilmente,sadness,0.318
erro,sadness,0.312
compromisso,sadness,0.312
sem sentido,sadness,0.312
inibir,sadness,0.312
derrubar,sadness,0.312
Wan,sadness,0.312
desafiar,sadness,0.312
gordinho,sadness,0.312
nublado,sadness,0.312
úlcera,sadness,0.312
nostalgia,sadness,0.312
evanescência,sadness,0.312
tendão,sadness,0.312
Thresh,sadness,0.312
esconder,sadness,0.311
defeito,sadness,0.310
resistindo,sadness,0.309
simpático,sadness,0.307
Bugaboo,sadness,0.304
ópio,sadness,0.303
confessar,sadness,0.303
Infelizmente,sadness,0.302
enganar,sadness,0.297
suprimir,sadness,0.297
inapropriado,sadness,0.297
descontinuidade,sadness,0.297
enrugado,sadness,0.297
chato,sadness,0.297
fraco,sadness,0.297
Parar,sadness,0.297
incompatível,sadness,0.297
enxaqueca,sadness,0.297
subsidência,sadness,0.297
revés,sadness,0.297
Muito frio,sadness,0.297
em caso,sadness,0.297
eremita,sadness,0.296
movendo,sadness,0.295
encolher,sadness,0.295
arrepio,sadness,0.291
limitação,sadness,0.288
sem importância,sadness,0.288
vagabundo,sadness,0.288
"destroços, Pedregulho",sadness,0.282
abaixo,sadness,0.281
Taint,sadness,0.281
FLOP,sadness,0.281
cansado,sadness,0.281
atrasado,sadness,0.281
excluindo,sadness,0.281
confissão,sadness,0.281
cinza,sadness,0.281
sem sentido,sadness,0.281
destituir,sadness,0.281
remover,sadness,0.281
revogar,sadness,0.281
falta,sadness,0.281
apatia,sadness,0.281
desfavoraveis,sadness,0.281
negro,sadness,0.281
tímido,sadness,0.281
Vacilar,sadness,0.281
Scrapie,sadness,0.281
mal-humorado,sadness,0.281
Knell,sadness,0.275
