word,emotion,accuracy
desvio,surprise,0.500
heróico,surprise,0.500
alerta,surprise,0.500
maravilhoso,surprise,0.500
desmaiando,surprise,0.500
embaraço,surprise,0.500
nab,surprise,0.492
aniversário,surprise,0.492
camuflar,surprise,0.492
indizível,surprise,0.492
quimera,surprise,0.492
trunfo,surprise,0.492
chamariz,surprise,0.492
infarto,surprise,0.492
grandeza,surprise,0.492
exigente,surprise,0.492
picada,surprise,0.484
variável,surprise,0.484
curiosidade,surprise,0.484
Daemon,surprise,0.484
inexprimível,surprise,0.484
mágico,surprise,0.484
subestimar,surprise,0.484
fanfarra,surprise,0.484
horda,surprise,0.484
zelo,surprise,0.484
incidente,surprise,0.477
iluminação,surprise,0.477
Chicane,surprise,0.477
espirrar,surprise,0.477
subversivo,surprise,0.477
Gawk,surprise,0.477
fortuna,surprise,0.477
estranho,surprise,0.477
terrivelmente,surprise,0.477
não guardado,surprise,0.477
Prowl,surprise,0.469
reversão,surprise,0.469
mago,surprise,0.469
rápido,surprise,0.469
Longa,surprise,0.469
quebrar,surprise,0.461
escorregar,surprise,0.461
divergente,surprise,0.461
Hilário,surprise,0.461
coincidência,surprise,0.461
Subito,surprise,0.461
superestimar,surprise,0.453
provação,surprise,0.453
evanescência,surprise,0.453
alegria,surprise,0.453
sorteio,surprise,0.453
ganhando,surprise,0.453
maravilhoso,surprise,0.453
farsa,surprise,0.453
confissão,surprise,0.453
esplêndido,surprise,0.445
TOUND,surprise,0.445
perchance,surprise,0.445
Excel,surprise,0.445
entusiasta,surprise,0.445
jogatina,surprise,0.445
façanha,surprise,0.445
risada,surprise,0.445
iluminar,surprise,0.438
exclusivo,surprise,0.438
sem sentido,surprise,0.438
mutável,surprise,0.438
esplendor,surprise,0.438
arrebatado,surprise,0.438
não intencional,surprise,0.438
fascinação,surprise,0.430
trepidação,surprise,0.430
processo,surprise,0.430
presente,surprise,0.430
furtivo,surprise,0.430
Fiesta,surprise,0.430
intriga,surprise,0.430
encantado,surprise,0.430
julgamento,surprise,0.422
furtividade,surprise,0.422
encantar,surprise,0.422
originalidade,surprise,0.422
enigma,surprise,0.422
mercúrio,surprise,0.422
ilegítimo,surprise,0.414
experimentar,surprise,0.414
Enganoso,surprise,0.414
síncope,surprise,0.414
libertação,surprise,0.414
espíritos,surprise,0.414
perjúrio,surprise,0.414
veracidade,surprise,0.414
parada,surprise,0.406
aplausos,surprise,0.406
inspirado,surprise,0.406
fascínio,surprise,0.406
ansioso,surprise,0.406
jogador,surprise,0.406
Fete,surprise,0.406
divórcio,surprise,0.398
adivinha,surprise,0.398
principesco,surprise,0.398
burlesco,surprise,0.398
segredo,surprise,0.398
incontinência,surprise,0.391
peri,surprise,0.391
alegre,surprise,0.391
hermafrodita,surprise,0.391
supremacia,surprise,0.391
aspiração,surprise,0.391
bode,surprise,0.383
perder,surprise,0.383
cadáver,surprise,0.383
coroando,surprise,0.383
louvável,surprise,0.383
herança,surprise,0.383
pontuação,surprise,0.383
gole,surprise,0.375
camuflado,surprise,0.375
avançar,surprise,0.375
ter sucesso,surprise,0.375
Frisky,surprise,0.375
místico,surprise,0.375
elogio,surprise,0.375
ter esperança,surprise,0.367
palhaço,surprise,0.367
brilhar,surprise,0.367
escavação,surprise,0.367
sensual,surprise,0.367
entretenimento,surprise,0.359
sentimento,surprise,0.359
modificar,surprise,0.352
Bênçãos,surprise,0.352
recém -chegado,surprise,0.352
obit,surprise,0.352
adiamento,surprise,0.352
prêmio,surprise,0.352
palhaço,surprise,0.352
Altíssima,surprise,0.344
herói,surprise,0.344
glorificar,surprise,0.344
competência,surprise,0.344
começar,surprise,0.344
maravilhosamente,surprise,0.344
celebridade,surprise,0.344
reacender,surprise,0.336
otimismo,surprise,0.336
santificar,surprise,0.336
invicto,surprise,0.336
prodigioso,surprise,0.336
sorriso,surprise,0.336
memorável,surprise,0.336
avisou,surprise,0.336
dissolução,surprise,0.336
hipertrofia,surprise,0.328
admiração,surprise,0.328
exame,surprise,0.320
anjo,surprise,0.320
presente,surprise,0.320
pegar,surprise,0.320
hap,surprise,0.320
santo,surprise,0.312
abraçar,surprise,0.312
flerte,surprise,0.312
Puma,surprise,0.312
beijo,surprise,0.312
liberdade,surprise,0.312
scrimmage,surprise,0.312
tratar,surprise,0.312
Influível,surprise,0.312
ocasional,surprise,0.312
demissão,surprise,0.312
perfeição,surprise,0.305
santo,surprise,0.305
satisfazer,surprise,0.305
generosidade,surprise,0.305
Sally,surprise,0.305
palpável,surprise,0.297
finalmente,surprise,0.297
diferentemente,surprise,0.297
polaridade,surprise,0.297
cerimônia,surprise,0.297
favorável,surprise,0.297
maior,surprise,0.297
avisar,surprise,0.297
medalha,surprise,0.289
romance,surprise,0.289
convidativo,surprise,0.289
saudações,surprise,0.289
renúncia,surprise,0.281
elogio,surprise,0.281
trabalho,surprise,0.281
sincero,surprise,0.281
viagem,surprise,0.281
olhar fixamente,surprise,0.273
admirar,surprise,0.266
brilhar,surprise,0.266
brincalhão,surprise,0.266
somático,surprise,0.266
festival,surprise,0.266
mimetismo,surprise,0.266
insolvência,surprise,0.266
imergir,surprise,0.266
convidar,surprise,0.266
compensar,surprise,0.266
recebendo,surprise,0.258
complemento,surprise,0.258
risada,surprise,0.258
rir,surprise,0.258
hipótese,surprise,0.258
lua de mel,surprise,0.250
ópera,surprise,0.242
prazeroso,surprise,0.242
casar,surprise,0.242
independência,surprise,0.242
canto,surprise,0.234
santidade,surprise,0.234
avaliação,surprise,0.234
rítmico,surprise,0.234
esperançoso,surprise,0.234
deixar,surprise,0.234
troféu,surprise,0.234
negócio,surprise,0.227
procissão,surprise,0.227
cartaz,surprise,0.227
compras,surprise,0.219
musical,surprise,0.219
estimar,surprise,0.219
bom,surprise,0.219
alvorecer,surprise,0.211
simplificar,surprise,0.211
concha,surprise,0.211
moral,surprise,0.203
dinheiro,surprise,0.203
anular,surprise,0.203
pureza,surprise,0.203
doce,surprise,0.203
sincronizar,surprise,0.195
precioso,surprise,0.195
humanitário,surprise,0.195
conservante,surprise,0.195
não realizado,surprise,0.195
obrigar,surprise,0.188
singularmente,surprise,0.188
graduação,surprise,0.180
prever,surprise,0.180
rezar,surprise,0.180
amável,surprise,0.180
sede,surprise,0.172
boca,surprise,0.172
juventude,surprise,0.172
sol,surprise,0.172
arte,surprise,0.172
bondade,surprise,0.164
latente,surprise,0.156
viseira,surprise,0.156
atrasado,surprise,0.156
praticado,surprise,0.156
leal,surprise,0.148
esperar,surprise,0.148
sem fio,surprise,0.148
destino,surprise,0.148
infantil,surprise,0.141
creme,surprise,0.141
lama,surprise,0.141
citar,surprise,0.141
Parque infantil,surprise,0.133
voto,surprise,0.125
ensinar,surprise,0.125
organização,surprise,0.125
golfinho,surprise,0.117
peso,surprise,0.117
sorriso,surprise,0.117
irmandade,surprise,0.109
cabo,surprise,0.109
ensolarado,surprise,0.102
estável,surprise,0.094
pacífico,surprise,0.086
Spa,surprise,0.086
lazer,surprise,0.086
piquenique,surprise,0.078
árvore,surprise,0.078
minhoca,surprise,0.055
aaaaaaah,surprise,0
aaaah,surprise,0
surpresa,surprise,0
ábaco,surprise,0
abandono,surprise,0
abandonado,surprise,0
diminuir,surprise,0
redução,surprise,0
Abba,surprise,0
abade,surprise,0
abreviar,surprise,0
abreviação,surprise,0
abdômen,surprise,0
abdominal,surprise,0
aberrante,surprise,0
aberração,surprise,0
Auncora,surprise,0
abominar,surprise,0
aversão,surprise,0
abominável,surprise,0
residir,surprise,0
habilidade,surprise,0
abjeto,surprise,0
ablação,surprise,0
em chamas,surprise,0
anormal,surprise,0
a bordo,surprise,0
morada,surprise,0
abolir,surprise,0
abolição,surprise,0
abominável,surprise,0
abominar,surprise,0
abominação,surprise,0
aborígene,surprise,0
abortar,surprise,0
aborto,surprise,0
aborto,surprise,0
abundante,surprise,0
mencionado acima,surprise,0
abrasão,surprise,0
fora do país,surprise,0
revogar,surprise,0
abruptamente,surprise,0
abscesso,surprise,0
ausência,surprise,0
ausente,surprise,0
ausente,surprise,0
absentismo,surprise,0
absinto,surprise,0
absoluto,surprise,0
absolvição,surprise,0
absorvido,surprise,0
absorvente,surprise,0
absorvente,surprise,0
absorção,surprise,0
abster -se,surprise,0
abstenção,surprise,0
abstinência,surprise,0
abstrato,surprise,0
abstração,surprise,0
absurdo,surprise,0
absurdo,surprise,0
abundância,surprise,0
abundante,surprise,0
Abuso,surprise,0
Acenda,surprise,0
Aby,surprise,0
abismal,surprise,0
abismo,surprise,0
acadêmico,surprise,0
Academia,surprise,0
aderir,surprise,0
acelerar,surprise,0
aceleração,surprise,0
sotaque,surprise,0
acentuar,surprise,0
aceitar,surprise,0
aceitável,surprise,0
aceitação,surprise,0
aceitações,surprise,0
aceitaram,surprise,0
aceitando,surprise,0
aceita,surprise,0
acesso,surprise,0
acessível,surprise,0
adesão,surprise,0
acessório,surprise,0
aclamação,surprise,0
acomodar,surprise,0
alojamento,surprise,0
acompanhamento,surprise,0
acompanhar,surprise,0
acompanhante,surprise,0
cúmplice,surprise,0
concluir,surprise,0
realizado,surprise,0
realização,surprise,0
acordo,surprise,0
conformidade,surprise,0
acordeão,surprise,0
conta,surprise,0
responsabilidade,surprise,0
responsável,surprise,0
contador,surprise,0
contabilidade,surprise,0
Contas,surprise,0
credenciado,surprise,0
acreção,surprise,0
acumular,surprise,0
Accueil,surprise,0
acumular,surprise,0
acumulação,surprise,0
precisão,surprise,0
preciso,surprise,0
amaldiçoado,surprise,0
acusação,surprise,0
acusativo,surprise,0
acusado,surprise,0
acusador,surprise,0
acusando,surprise,0
acostumado,surprise,0
ás,surprise,0
acético,surprise,0
dor,surprise,0
alcançar,surprise,0
alcançou,surprise,0
conquista,surprise,0
dolorido,surprise,0
ácido,surprise,0
acidez,surprise,0
reconhecer,surprise,0
reconhecido,surprise,0
reconhecimento,surprise,0
acme,surprise,0
acústico,surprise,0
acústica,surprise,0
familiarizar,surprise,0
conhecido,surprise,0
familiarizado,surprise,0
aquiescência,surprise,0
adquirir,surprise,0
adquirir,surprise,0
aquisição,surprise,0
Aquisições,surprise,0
cultura,surprise,0
Acres,surprise,0
acrobata,surprise,0
agir,surprise,0
atuando,surprise,0
Ação,surprise,0
acionável,surprise,0
ativo,surprise,0
atividade,surprise,0
ator,surprise,0
atriz,surprise,0
real,surprise,0
realidade,surprise,0
atuário,surprise,0
acuidade,surprise,0
perspicácia,surprise,0
acupuntura,surprise,0
agudamente,surprise,0
adágio,surprise,0
diamante,surprise,0
adaptar,surprise,0
adaptável,surprise,0
adicionar,surprise,0
adicionado,surprise,0
termo aditivo,surprise,0
adicionador,surprise,0
viciado,surprise,0
vício,surprise,0
Adição,surprise,0
adicional,surprise,0
aditivo,surprise,0
endereço,surprise,0
destinatário,surprise,0
endereços,surprise,0
adepto,surprise,0
adequação,surprise,0
adequado,surprise,0
aderir,surprise,0
aderência,surprise,0
aderente,surprise,0
aderência,surprise,0
adesão,surprise,0
adesivo,surprise,0
adeus,surprise,0
adiposo,surprise,0
adjacência,surprise,0
adjacente,surprise,0
adjetivo,surprise,0
adjacente,surprise,0
adiar,surprise,0
adiamento,surprise,0
adjudicar,surprise,0
adjudicação,surprise,0
adjunto,surprise,0
ajustar,surprise,0
ajustamento,surprise,0
adjuvante,surprise,0
administrador,surprise,0
administração,surprise,0
administrativo,surprise,0
admirável,surprise,0
almirante,surprise,0
Almirantado,surprise,0
admirador,surprise,0
admissibilidade,surprise,0
admissível,surprise,0
admissão,surprise,0
Admitem,surprise,0
admissão,surprise,0
admitido,surprise,0
admitindo,surprise,0
mistura,surprise,0
admoestação,surprise,0
alvoroç,surprise,0
adobe,surprise,0
adolescência,surprise,0
adolescente,surprise,0
adotar,surprise,0
adoção,surprise,0
adorável,surprise,0
adoração,surprise,0
Adore,surprise,0
adorno,surprise,0
adorno,surprise,0
à deriva,surprise,0
adulto,surprise,0
adulterado,surprise,0
adultério,surprise,0
Avançado,surprise,0
avanço,surprise,0
avançando,surprise,0
vantagem,surprise,0
vantajoso,surprise,0
advento,surprise,0
aventura,surprise,0
aventureiro,surprise,0
aventuras,surprise,0
aventureiro,surprise,0
adversário,surprise,0
desfavoraveis,surprise,0
adversidade,surprise,0
anunciar,surprise,0
anúncio,surprise,0
anúncios,surprise,0
conselho,surprise,0
aconselhável,surprise,0
conselho,surprise,0
aconselhado,surprise,0
Aviso,surprise,0
conselheiro,surprise,0
Advocacia,surprise,0
advogado,surprise,0
égide,surprise,0
aeração,surprise,0
aéreo,surprise,0
aeródromo,surprise,0
aerodinâmica,surprise,0
aeronáutica,surprise,0
avião,surprise,0
estética,surprise,0
estética,surprise,0
etiologia,surprise,0
longe,surprise,0
afável,surprise,0
assunto,surprise,0
afetando,surprise,0
afeição,surprise,0
afetos,surprise,0
afiche,surprise,0
depoimento,surprise,0
afiliado,surprise,0
afiliação,surprise,0
afinidade,surprise,0
afirmar,surprise,0
afirmação,surprise,0
afirmativa,surprise,0
afirmativamente,surprise,0
afixo,surprise,0
aflito,surprise,0
aflito,surprise,0
aflição,surprise,0
afluência,surprise,0
afluente,surprise,0
dispor,surprise,0
longe,surprise,0
Antes,surprise,0
mencionado acima,surprise,0
mencionado,surprise,0
com medo,surprise,0
de novo,surprise,0
Aft,surprise,0
After,surprise,0
tarde,surprise,0
sabor,surprise,0
reflexão tardia,surprise,0
Aga,surprise,0
ágata,surprise,0
idade,surprise,0
envelhecido,surprise,0
agência,surprise,0
agente,surprise,0
aglomeração,surprise,0
agravado,surprise,0
agrava,surprise,0
agravante,surprise,0
agravamento,surprise,0
agregar,surprise,0
agregação,surprise,0
agressão,surprise,0
agressivo,surprise,0
agressivamente,surprise,0
agressor,surprise,0
agh,surprise,0
Aghhh,surprise,0
ágil,surprise,0
agilidade,surprise,0
agitado,surprise,0
agitação,surprise,0
agnóstico,surprise,0
atrás,surprise,0
agonizante,surprise,0
agonia,surprise,0
agorafobia,surprise,0
concordar,surprise,0
agradável,surprise,0
acordado,surprise,0
concordando,surprise,0
acordo,surprise,0
agrícola,surprise,0
agricultura,surprise,0
encalhado,surprise,0
Agua,surprise,0
à frente,surprise,0
Ahhh,surprise,0
AHHHHHHHH,surprise,0
ajuda,surprise,0
auxiliando,surprise,0
todos,surprise,0
doente,surprise,0
doença,surprise,0
mirar,surprise,0
sem objetivo,surprise,0
ar,surprise,0
Airbag,surprise,0
transporte aéreo,surprise,0
CIA aérea,surprise,0
aviador,surprise,0
avião,surprise,0
aeroporto,surprise,0
ares,surprise,0
dirigível,surprise,0
corredor,surprise,0
ait,surprise,0
entrevista,surprise,0
aparentado,surprise,0
AkseSoris,surprise,0
alabastro,surprise,0
Infelizmente,surprise,0
alva,surprise,0
álbum,surprise,0
alquimia,surprise,0
álcool,surprise,0
alcoolismo,surprise,0
alcova,surprise,0
alerta,surprise,0
alfafa,surprise,0
álgebra,surprise,0
algébrico,surprise,0
algoritmo,surprise,0
álibi,surprise,0
estrangeiro,surprise,0
alienar,surprise,0
alienado,surprise,0
alienação,surprise,0
desembarque,surprise,0
alinhado,surprise,0
alinhamento,surprise,0
parecido,surprise,0
alimentação,surprise,0
pensão alimentícia,surprise,0
alíquota,surprise,0
vivo,surprise,0
alcalino,surprise,0
Alcalóides,surprise,0
Allay,surprise,0
alegação,surprise,0
alega,surprise,0
alegou,surprise,0
fidelidade,surprise,0
alegórico,surprise,0
alegoria,surprise,0
Allegro,surprise,0
aliviar,surprise,0
alívio,surprise,0
beco,surprise,0
aliança,surprise,0
aliado,surprise,0
jacaré,surprise,0
distribuir,surprise,0
alocação,surprise,0
alocar,surprise,0
loteamento,surprise,0
permitido,surprise,0
mesada,surprise,0
permitido,surprise,0
Liga,surprise,0
Allsmiles,surprise,0
atraente,surprise,0
alusão,surprise,0
aluvial,surprise,0
aliado,surprise,0
almanaque,surprise,0
Todo -Poderoso,surprise,0
ALUF,surprise,0
Aloha,surprise,0
sozinho,surprise,0
ao lado,surprise,0
distante,surprise,0
em voz alta,surprise,0
alfabeto,surprise,0
alfabético,surprise,0
Já já,surprise,0
altar,surprise,0
alterar,surprise,0
alteração,surprise,0
altercação,surprise,0
alterado,surprise,0
alternar,surprise,0
alternativa,surprise,0
altitude,surprise,0
Alto,surprise,0
completamente,surprise,0
Alumnus,surprise,0
alveolar,surprise,0
amálgama,surprise,0
amalgamação,surprise,0
acumular,surprise,0
amador,surprise,0
embaixador,surprise,0
âmbar,surprise,0
ambiente,surprise,0
ambiguidade,surprise,0
ambíguo,surprise,0
âmbito,surprise,0
ambição,surprise,0
ambicioso,surprise,0
ambulância,surprise,0
melhorar,surprise,0
Amém,surprise,0
passível,surprise,0
alteração,surprise,0
alteração,surprise,0
aleia,surprise,0
amenidade,surprise,0
ametista,surprise,0
amável,surprise,0
amigável,surprise,0
entre,surprise,0
em meio a,surprise,0
amônia,surprise,0
munição,surprise,0
amnésia,surprise,0
anistia,surprise,0
amorfo,surprise,0
amortização,surprise,0
quantia,surprise,0
amour,surprise,0
ampersand,surprise,0
Anfetaminas,surprise,0
anfíbio,surprise,0
anfíbio,surprise,0
anfiteatro,surprise,0
amplificação,surprise,0
amplificar,surprise,0
amplitude,surprise,0
amplamente,surprise,0
amputação,surprise,0
amuleto,surprise,0
divertir,surprise,0
divertido,surprise,0
diversão,surprise,0
divertido,surprise,0
Ana,surprise,0
Anaconda,surprise,0
anestesia,surprise,0
anestésico,surprise,0
anal,surprise,0
analgésico,surprise,0
análogo,surprise,0
análogo,surprise,0
analogia,surprise,0
análise,surprise,0
analista,surprise,0
analítico,surprise,0
analisar,surprise,0
analisador,surprise,0
anarquismo,surprise,0
anarquista,surprise,0
anarquia,surprise,0
anastomose,surprise,0
anátema,surprise,0
anatômico,surprise,0
anatomia,surprise,0
antepassado,surprise,0
ancestral,surprise,0
Ancestralidade,surprise,0
âncora,surprise,0
ancoragem,surprise,0
ancestral,surprise,0
auxiliar,surprise,0
androgen,surprise,0
anêmona,surprise,0
um novo,surprise,0
angélico,surprise,0
raiva,surprise,0
irritado,surprise,0
controle de raiva,surprise,0
angina,surprise,0
angiografia,surprise,0
ângulo,surprise,0
Angling,surprise,0
mais irritado,surprise,0
nervoso,surprise,0
AngryTweet,surprise,0
angústia,surprise,0
angústia,surprise,0
angular,surprise,0
anidro,surprise,0
animal,surprise,0
animar,surprise,0
animado,surprise,0
animação,surprise,0
antipatia,surprise,0
animus,surprise,0
tornozelo,surprise,0
anuais,surprise,0
anexo,surprise,0
anexação,surprise,0
anexo,surprise,0
aniquilar,surprise,0
aniquilado,surprise,0
aniquilação,surprise,0
anotar,surprise,0
anotação,surprise,0
anunciar,surprise,0
anúncio,surprise,0
irritar,surprise,0
aborrecimento,surprise,0
incomodado,surprise,0
irritar,surprise,0
chato,surprise,0
irrita,surprise,0
anuidade,surprise,0
anular,surprise,0
anular,surprise,0
anulação,surprise,0
anel,surprise,0
unção,surprise,0
anômalo,surprise,0
anon,surprise,0
anônimo,surprise,0
responder,surprise,0
responsável,surprise,0
respondendo,surprise,0
formiga,surprise,0
antagonismo,surprise,0
antagonista,surprise,0
antagônico,surprise,0
ante,surprise,0
antecedente,surprise,0
antílope,surprise,0
antena,surprise,0
anterior,surprise,0
hino,surprise,0
antologia,surprise,0
antraz,surprise,0
antropologia,surprise,0
antibiótico,surprise,0
Antibióticos,surprise,0
anticristo,surprise,0
antecipar,surprise,0
antecipação,surprise,0
antecipatório,surprise,0
antídoto,surprise,0
antifúngico,surprise,0
antimônio,surprise,0
antipatia,surprise,0
antiquário,surprise,0
antiquado,surprise,0
Antiguidade,surprise,0
antiguidade,surprise,0
antisséptico,surprise,0
anti -social,surprise,0
antítese,surprise,0
Antitético,surprise,0
antiviral,surprise,0
Antler,surprise,0
agitado,surprise,0
bigorna,surprise,0
ansiedade,surprise,0
ataque de ansiedade,surprise,0
ansioso,surprise,0
aorta,surprise,0
Empace,surprise,0
apache,surprise,0
apartamento,surprise,0
apático,surprise,0
apatia,surprise,0
macaco,surprise,0
abertura,surprise,0
ápice,surprise,0
pulgão,surprise,0
um pedaço,surprise,0
Aplom,surprise,0
apocalipse,surprise,0
apocalíptico,surprise,0
apologético,surprise,0
apologista,surprise,0
