[Epoch 0] - Training results: train_loss=1.9566, train_acc=0.1053
[Epoch 64] - Training results: train_loss=0.1329, train_acc=1.0000
[Epoch 64] - Validation results: val_loss=1.1814, val_acc=0.6075
[Epoch 65] - Training results: train_loss=0.1278, train_acc=1.0000
[Epoch 65] - Validation results: val_loss=1.1777, val_acc=0.6104
[Epoch 66] - Training results: train_loss=0.1232, train_acc=1.0000
[Epoch 66] - Validation results: val_loss=1.1732, val_acc=0.6122
[Epoch 67] - Training results: train_loss=0.1190, train_acc=1.0000
[Epoch 67] - Validation results: val_loss=1.1685, val_acc=0.6139
[Epoch 68] - Training results: train_loss=0.1152, train_acc=1.0000
[Epoch 68] - Validation results: val_loss=1.1639, val_acc=0.6168
[Epoch 69] - Training results: train_loss=0.1115, train_acc=1.0000
[Epoch 69] - Validation results: val_loss=1.1601, val_acc=0.6181
[Epoch 70] - Training results: train_loss=0.1078, train_acc=1.0000
[Epoch 70] - Validation results: val_loss=1.1574, val_acc=0.6186
[Epoch 71] - Training results: train_loss=0.1040, train_acc=1.0000
[Epoch 71] - Validation results: val_loss=1.1558, val_acc=0.6204
[Epoch 72] - Training results: train_loss=0.1001, train_acc=1.0000
[Epoch 72] - Validation results: val_loss=1.1552, val_acc=0.6226
[Epoch 73] - Training results: train_loss=0.0960, train_acc=1.0000
[Epoch 73] - Validation results: val_loss=1.1554, val_acc=0.6233
[Epoch 74] - Training results: train_loss=0.0920, train_acc=1.0000
[Epoch 74] - Validation results: val_loss=1.1562, val_acc=0.6257
[Epoch 75] - Training results: train_loss=0.0881, train_acc=1.0000
[Epoch 75] - Validation results: val_loss=1.1572, val_acc=0.6268
[Epoch 76] - Training results: train_loss=0.0844, train_acc=1.0000
[Epoch 76] - Validation results: val_loss=1.1586, val_acc=0.6264
[Epoch 77] - Training results: train_loss=0.0808, train_acc=1.0000
[Epoch 77] - Validation results: val_loss=1.1602, val_acc=0.6261
[Epoch 78] - Training results: train_loss=0.0774, train_acc=1.0000
[Epoch 78] - Validation results: val_loss=1.1619, val_acc=0.6277
[Epoch 79] - Training results: train_loss=0.0757, train_acc=1.0000
[Epoch 79] - Validation results: val_loss=1.1557, val_acc=0.6315
[Epoch 80] - Training results: train_loss=0.0762, train_acc=1.0000
[Epoch 80] - Validation results: val_loss=1.1550, val_acc=0.6317
[Epoch 81] - Training results: train_loss=0.0763, train_acc=1.0000
[Epoch 81] - Validation results: val_loss=1.1548, val_acc=0.6310
[Epoch 82] - Training results: train_loss=0.0764, train_acc=1.0000
[Epoch 82] - Validation results: val_loss=1.1547, val_acc=0.6304
[Epoch 83] - Training results: train_loss=0.0765, train_acc=1.0000
[Epoch 83] - Validation results: val_loss=1.1547, val_acc=0.6315
[Epoch 84] - Training results: train_loss=0.0765, train_acc=1.0000
[Epoch 84] - Validation results: val_loss=1.1547, val_acc=0.6319
[Epoch 85] - Training results: train_loss=0.0765, train_acc=1.0000
[Epoch 85] - Validation results: val_loss=1.1546, val_acc=0.6317
[Epoch 86] - Training results: train_loss=0.0766, train_acc=1.0000
[Epoch 86] - Validation results: val_loss=1.1546, val_acc=0.6317
[Epoch 87] - Training results: train_loss=0.0766, train_acc=1.0000
[Epoch 87] - Validation results: val_loss=1.1546, val_acc=0.6312
[Epoch 88] - Training results: train_loss=0.0766, train_acc=1.0000
[Epoch 88] - Validation results: val_loss=1.1546, val_acc=0.6312
[Epoch 89] - Training results: train_loss=0.0765, train_acc=1.0000
[Epoch 89] - Validation results: val_loss=1.1547, val_acc=0.6312
[Epoch 90] - Training results: train_loss=0.0765, train_acc=1.0000
[Epoch 90] - Validation results: val_loss=1.1547, val_acc=0.6315
[Epoch 91] - Training results: train_loss=0.0765, train_acc=1.0000
[Epoch 91] - Validation results: val_loss=1.1547, val_acc=0.6312
[Epoch 92] - Training results: train_loss=0.0765, train_acc=1.0000
[Epoch 92] - Validation results: val_loss=1.1547, val_acc=0.6312
[Epoch 93] - Training results: train_loss=0.0765, train_acc=1.0000
[Epoch 93] - Validation results: val_loss=1.1547, val_acc=0.6312
[Epoch 94] - Training results: train_loss=0.0765, train_acc=1.0000
[Epoch 94] - Validation results: val_loss=1.1547, val_acc=0.6312
[Epoch 95] - Training results: train_loss=0.0765, train_acc=1.0000
[Epoch 95] - Validation results: val_loss=1.1547, val_acc=0.6312
[Epoch 96] - Training results: train_loss=0.0764, train_acc=1.0000
[Epoch 96] - Validation results: val_loss=1.1547, val_acc=0.6312
