sentiment;text
sadness;A case of unrequited love.
disgust;A bad smelling cucumber.
shame;Nearly caught masturbating.
guilt;I do not help out enough at home.
joy;I felt very happy when I won the football pools.
fear;When I flew from Athens to Copenhagen after a holiday. The plane a was caught in a storm and it began to shake and I thouhght that a we were going to crash.
anger;When someone stole my bike.
sadness;When I saw the list of books to read for an acccouting course, I a thought Oh God how will I ever manaage it!
disgust;It was when I read a newspaper article on the future and they a foresaw that we would be eating frog-burgers by the year 2000. a An illustration showed a frog between two pieces of bread.
shame;When I dropped a bottle in the state liquor store and everyboby a started laughing.
guilt;When I was young - 14, I pinched from a store and was caught. a The store then contacted my parents.
joy;When the whole family gets together for a one week holiday. a Everybody feels free and the trip is well planned. It works out a well and we enjoy ourselves.
fear;When I could not find my 2 year old daughter. I ran and looked a for her everywhere and could not find her. (I finally found her, a she had gone to bed to sleep)
anger;When friends try to put me down or hurt me. 
sadness;Marriage crises. Boredom.
disgust;When someone makes advances that one does not want.
shame;The discovery that one has only thought of oneself.
guilt;When I spanked a child in anger and later regretted it terribly.
joy;When I passed the first examination that I had to repeat.
fear;When I drove to Stockholm for the first time and drove off the a Stora Hissingen road at the wrong exit.
anger;When my boyfriend went away for a month long holiday without me.
sadness;Last year when I worked during the Summer holidays and studied a at the same time for an examination I had to repeat, my boyfriend a went to Greece for a holiday for a month.
disgust;When a dog is left whining outside a shop.
shame;When I promised to help a friend over a weekend and did not keep a the promise.
guilt;When I realized that I had three more examinations to take.
joy;The day I was told that I had been accepted as a student of a economics.
fear;While taking a short cut through the Vasa park, I was surrounded a by three people who tried to steal my money. I was scared and a was saved only by the appearance of other people.
anger;At a restaurant I observed how the gypsies tried to get money by a cheating the foreigners i.e non Swedish speaking. My anger had a nothing to do with hatred against foreigners, but it was an a expression of the anger I feel when I see people being used.
sadness;At the begining of a new course one is afraid of encountering a problems one can not manage. Thoughts revolve around failing a the subject and the consequences it would have for the future.
disgust;While walking in town I noticed how the police harrassed a man a who was under the influence of alcohol. They terrified him with a the thought of arrest by driving close behind him on a pedestrian a street. My disgust was directed at the gestures and the facial a expressions of the policemen, they seemed to be enjoying a themselves.
shame;When my boyfriend revealed that he knew that I had discovered a things of an important nature about him, I felt ashamed as I had a not mentioned it earlier.
guilt;When I am dishonest to a friend to whom I am very close. I a feel guilty because I know that he gives a different version of a the truth and I have not corrected these mistakes, and he is a aware that I know that they are wrong.
joy;When I found out that I had passed the last two exams by a a margin of three marks.
fear;When my father was ill and was waiting for the results of his tests.
anger;When I got caught in the pouring rain last Thursday and did not a have a raincoat on me.
sadness;When I failed an exam.
disgust;At a Sm÷rgasbord table, a man mixed differnet kinds of picked a herrings with fruit salad.
shame;When I had not prepared my contribution to the group as a thoroughly as the other members, with the result that the a overall result was poor.
guilt;When my father and I worked on the house just after he had a recovered from illness, I was rather lazy. This meant that he a had to work hard and was not very well later.
joy;When I gave birth to my son and saw that he was alive and that I a had managed it well. He was born a month too early with a a malfunctioning lung. This happened a year ago.
fear;When I found out that my father had lung cancer and they did not a know how long he would live.
anger;When a colleague asked me for help at work, despite the fact a that he had more time to do it than I had.
sadness;When I did not get the salary increase that I had been expecting a and understood how little one's work was appreciated.
disgust;When I was weeding the garden I found a lizard in my hand.
shame;When I met a friend whom I had not seen for a long time and a heard all about her troubles, I thought that I should have got a in touch with her earlier.
guilt;I got angry at my mother for something trivial. We were in a a bad mood because my father was very ill and I knew that my mother a really needed support. I had reacted wrongly.
joy;New year's eve 1983/1984, I met my girlfriend. We stood on the a steps outside her parents home and I kissed her for the a first time.
fear;When I was stopped by plain clothes policemen because the car I a was driving had overturned on the Avenue. I had been driving too a fast, and I was afraid when I was stopped, questionned and then a toild to go. The situation ended happily since there were no a consequences.
anger;The editor changed the heading of an article that I had written. a He considered the heading to be derogatory towards the person I had written a about.
sadness;A close acquaintance of the family died of lung cancer. a Although it was expected, I still felt depressed.
disgust;When I saw a picture, in the Gothenburg Post, of a totally a demolished car with two fatally injured passengers. The car was a so badly damaged that they couldn't get the bodies out at the a scene of the accident.
shame;One night I had a sexual intercourse with another man. My sexual a desire and my curiosity had made me jump into bed with him. I am a ashamed of myself now.
guilt;Due to laziness, I failed the term studies completely at a University. I also wanted, to some extent, to protest against my a parents' expectations.
joy;When I got the loan for my studies.
fear;I met intoxicated people with dubious intentions in a back alley a one Wednesday night.
anger;On the T.V I saw a news feature on South Africa. A policeman   a attacked a group of black people with a whip.
sadness;The thought of having to read a boring book of 400 pages in a English.
disgust;Grovelling people.
shame;My inability to assert myself positively in a group.
guilt;I experience feelings of guilt because I do not study enough.
disgust;Observing someone in the cafeteria noisily gulping in his food, a having extremely bad manners.
shame;I guess I have often been ashamed after having talked badly of a other people.
guilt;Having been angry and unpleasant towards my parents.
joy;When my sister - after a history of one abortion and one a stillbirth - gave birth to a perfectly healty boy.
fear;When my sister had the still born child, she was emotionally very a deep down, and it took her a long time to recover.
anger;We were starting a student project, and the teacher we talked to a was very negative and not very helpful.
sadness;When my boyfriend openly let me down, preferring another girl.
disgust;I felt some disgust for my boyfriend for a time, after he had a left me.
shame;Can't think of any.
guilt;Before an accident, my aunt offered me the front seat of the car, a next to the driver. I declined, she took that seat and was killed a there when the car crashed.
joy;Unexpected visit by a close friend, whom I hadn't seen for half a a year.
fear;I wandered by mistake into the safety zone of a shooting range, a and was shot at.
anger;Being treated unfairly.
sadness;Breaking up with a girl.
disgust;Nothing.
shame;None.
guilt;Little contact with my father before he died.
joy;When I was accepted as a student at the college, not having a thought it possible.
fear;When I was the first to arrive at the scene after an accident, a and found that a close school friend had been killed.
anger;I was accused of having done something, which I hadn't and got a very angry.
sadness;When my grandmother died.
disgust;Not applicable.
joy;A couple of years ago during the summer holiday, I was fishing at a a lake with my husband. Suddenly it started raining while the a sun was still shining. I experienced a feeling of joy, happiness a and fulfillment. the whole nature was full of music.
fear;I was alone at home, in bed reading a womens' magazine in which a there were storiees of paranormal experiences. My leg was a itching and I stretched my hand to scratch and I felt another a strange hand. (later I realized that it was the corner of the a blanket)
anger;I went to a lecture and once again it had been cancelled, this a was the second time. One had a negative attitude towards the a lecturer.a 
sadness;I heard that a former superior of mine had died, I was later at a home home reading about it in the newspaper and I thought of our a interaction and how it was no longer possible. The limited scope a of human life is sad.
disgust;In the tram there was a fat, sickly looking woman in front of me a who was asking for directions in a thick voice. When she got up to a go a disgusting smell of urine came from her. I felt that I a would choke.
shame;When we were at home, my husband and I, he made a remark about a something I had done, in a perfectly friendly manner. My deed a had been unjust and I knew that my husband was right, therefore my a sense of shame.
guilt;I made a remark to my sister concerning her attitude to men, the a way she talked and I compared her to an acquaintance of mine. a Later, the same evening, my sister looked sad. I felt guilty a about her sadness.
joy;I had a summer job in Sweden, and my boyfriend came to meet me on a my birthday.
fear;I went to practice in Sweden during summer, and I was afraid that a I would not do well.
anger;In the holiday cottage of our association, two of my pals came to a wake me up early one morning by bringing a radio played at the a highest volume into my room - it was the morning service at its a loudest.
sadness;My grandmother died suddenly last summer.
disgust;My superior at the summer job swindled customers as much as he a could, and once put me in a difficult situation after which I a could not but detest him.
shame;Once I arrived two hours late to my work place (a bank) and I was a still feeling feeble and tired.
guilt;Our association had Polish visitors and when they were going back a by boat I did not go to see them off (I am the chairman of the a association).
joy;I was told quite unexpectedly that one wanted me to become the a vice-chairman of our student organisation. I was really a surprised and joy was the first emotion I felt, though behind it a there was worry - how shall I succeed ?
fear;Our tutorial group was soon to be divided, and we got a list of a names of freshmen, out of which five were to be in my group. We a read the names and then each group went its own way to a seminar a room. I wondered how I would cope with the new situation and if a I would succeed as a group leader.
anger;We were in a disco and the evening was not at all pleasant. a Despite my not knowing why, I was angry with my companion. I let a him feel my bad humour as I cannot hide my feelings.
sadness;My grandmother died, and my mother called me one sunday morning a in the Autumn. The way my mother told me about it, I hated her a at that moment. She sounded as if she had been waiting for the a death of my grandmother. I had lost a person close to me. I a felt guilty too as I had been bad to my grandmother of late. I had not a remained calm when she no longer understood everything so well.
disgust;At the underground station, a drunkard came to speak to me. He a tried to ask me something but I did not answer so he began to a speak about me with his companion. I detested this dirty a growling man.
shame;I was worried by a task related to my studies which had to be a done in groups of two. I was talking about it to my friends when a I said something negative, in too abrupt a manner, concerning my a work partner. I did not quite mean what I said and I felt a ashamed at having been mean enough to criticize him as he is also a a friend of mine.
guilt;I had told my boyfriend that I did not want to go on with our a relationship. I knew that I was important to him but I wanted to a be free. I saw that this was difficult for him but I remained a firm and did not change my mind.
joy;Last night I had a chat with a fellow student. I had known her a for about half a year, and for the first time we were speaking a the same language- meaning an inspiring discussion and a encounter.
anger;I sometimes quarrel with my mother because she blames me, a though I have not in any way been connected to some events.
sadness;After hearing about the death of my grandfather. First I could a not believe it, but later I wept and felt the situation was a hopeless. I felt lonely and wanted to be consolated.
disgust;In the evening, while I was watching TV, my little brother came a in and started eating food he had brought from the kitchen while a I was trying to concentrate on the program.
shame;My little brother was arrested by the police at the railway station after a he had drunk some beer.
guilt;At my temporary job, I have to restrict others' actions and make a them obey me, and this very often gives me a feeling of guilt. I a wish there could be some other way of acting.
joy;I met a dear friend of mine after a long time. I expressed my feelings a in our own usual way, by mutual scolding and abusing (with a complete understanding) and by touching, patting and taking the a hand of the other person, etc...
fear;I felt fear of the purest kind after a car accident. The a incident and images of horror kept coming back to my mind. I a wondered what could have happened to my sister, my friend and me, a though nothing very serious actually happened.
anger;Two boys whom I know were telling me, in an indecent manner, how a they had teased a young and shy girl I know. They had despised a her conviction, scorned and touched her. I got very angry and a did not try to conceal it and gave it back to them.
sadness;My sweetheart left me, or rather we decided to break it off by a mutual consent. The consequences were - unrestrained weeping, a feelings of loneliness, hopelessness and disconsolation. I felt a that I should find a friend, to talk to joyfully and to forget.
disgust;Out of sheer curiosity, I went to see a pornographic movie in a Copenhagen. The room was full of men, who panted and a masturbated. Very disgusting.
shame;After having quarelled unnecessarily and without any reason, and a having been stupidly cross in every way.
guilt;Forced to fill in a questionnaire.
joy;When I won a tennis match.
fear;When my dog ran out on thin ice last spring.
anger;When my tennis match was interrupted because a kid cycled right a into the court.
joy;Celebrations on the graduation day with the orchestra playing in a the garden ( I am a part of this orchestra).
fear;Risk of being involved in a fight after a party.
anger;I had a very heavy work load and two colleagues, whom I have a nothing against, disturbed me by terror ringing, i.e a continously interrupting me by telephoning.
sadness;After an exam which I failed.
shame;When I overtook a car on the mainroad, misjudging the distance of a an oncoming car and this resulted in tooting and flashing from a the other driver (we could have collided), and I had an a acquaintance in the car with me.
guilt;I saw a neighbour, from the same appartment block as me, lying  a on the road. He could have been injured or ill. I kept 20 a metres away and did not go to help him.
joy;When I met an old schhol friend (school love) who works in a Sk+vde.
fear;When I was cycling to school, I nearly got knocked down by a car a which (overtook me too closely) did not give me any swerving space.
anger;When I was deputy manager during the Summer, certain deputies a took liberties, more than what was normal.
sadness;When I realized that my girlfriend, whom I like, and I were going a to separate.
disgust;Dog dirt which thaws in the spring.
shame;When I forgot my mother's birthday.
guilt;Can not think of anything just now.
joy;Passed the last exam.
fear;Was nearly knocked down by a car.
anger;I reached the bus stop and realized that I had forgotten my bus a pass.
sadness;My current work load is too much. The feeling comes back from a time to time.
joy;When my one year old son gives me a spontaneous kiss.
fear;When someone close to me is travelling by car and is delayed.
anger;When someone does something wrong which affects me negatively.
sadness;When I think about my parents getting old.
guilt;I do not have the time for other people's problems. My a mother-in-law is sometimes depressed and I do not have the time, a the desire or the strength to help.
joy;An ex-colleague asked me if I was interested in working in their a accounts bureau. They needed clever people and he had aimmediately thought of me.
fear;I was driving and a deer suddenly appeared in front of the a car when there was a lot of traffic behind me.
anger;I saw a report on T.V news on apartheid in South Africa.
joy;When my girlfriend became pregnant.
fear;When I nearly collided with another car.
anger;The time when someone let the air out of the tyres of my cycle.
sadness;When I read a lot and did not remember anything.
guilt;The time that I had to put my dog to sleep.
sadness;Long illness.
joy;When I passed an exam.
fear;When I was travelling by tram, I tripped and fell against the a door. I thought that I was going to fall out.
anger;When I missed the tram after having run for it.
sadness;The inability to read a book at college.
disgust;If a guy one is not interested in makes advances.
shame;I drink wine too often.
guilt;I do not study enough as I do not understand it properly.
joy;I worked at a lawyer's office during Summer and I got a very a good reference from him.
fear;I had been watching a triller a dark night in the country and I a had to go the outside toilet on my own. 
anger;When I am accused of something I have not done, I get unbelievably a angry.
sadness;When I began to read a thick book, which I had a limited time to a read. Also when I have a lot of work to do and I cannot keep up.
disgust;Someone vomited on the street.
shame;I can not think of any incident when I have felt very ashamed. a There are small incidents that I am ashamed of, for instance, a not sending money to the children in Ethiopia.
guilt;I had lunch with my ex-boyfriend and did not mention it to my a fiancee. I felt guilty despite the fact that I felt nothing for a my ex-boyfriend.
joy;When I was finally qualified for my profession.
fear;Someone attacked me with a knife.
anger;Someone drove into my car and then denied that it had happened.
sadness;When I was told that my friend's wife had cancer.
disgust;When I saw a dog which had been knocked down by a car.
shame;When I boxed my child's ears.
guilt;When I was fined for speeding.
joy;I stopped working (had a boring job).
fear;I was going home by car late one night when it was cold, dark and a windy. I became rather panicky on the way to my house.
anger;Quarrel in the family.
sadness;When I am alone in a room with no contact with anyone - a loneliness drains me.
disgust;When I was on holiday someone vomited in front of me.
shame;Emptied a bucket of water in a hospital.
guilt;When I feigned sick leave from work.
joy;When I get a hug from someone I love.
fear;I was driving very fast on a small road and I met an oncoming car a in a right handed bend. The other driver was on his own side of a the road and I had to skid out of it to avoid a collision. It a was dark.
anger;My car had been towed away by the traffic police because it had a been wrongly parked. However the sign had been put up only after a I had already parked.
sadness;After an operation I had to stay in bed for a long time.
disgust;I was forced to stay in the canteen and eat the food that I had a not asked for but got it anyway.
shame;When I did not buy what I had promised to.
guilt;By mistake I took a book from the library which was not supposed a to be loaned out.
joy;When I won an unexpected sum of money.
fear;My 2 year old daughter disappeared in a moment of inattention, I a was responsible for her.
anger;A colleague asked me for some advice and as he did not have a enough confidence in me he asked a third person.
sadness;I wanted to be pregnant and did not succeed, so I was depressed  a at every menstruation.
disgust;In a warm bus full of people, someone vomited and the whole bus a stank.
shame;I complained about a colleague's behaviour as she goes back on a her word, is often absent and is irresponsible. I found out that a she was an alcoholic and was trying to fight againt her a addiction.
guilt;I spoke to my mother on the phone. She had skin cancer and was a waiting to be operated. I forgot to ask her the date of the a operation and just before finishing our conversation she gave me a the date in passing. 
joy;When I was at a party I met an old friend from an adult a education course. We had not met for 2 years but had both thought a a lot about each other. A wonderful experience.a 
fear;When I was cycling through the park late one night, two people a jumped out of the woods and tried to stop me. There were a shouting something at the same time.
anger;When close relatives tried to dissuade me from studying a Psychology because of its low status.
sadness;I had a long discussion on politics with an acquaintance. He a was more knowledgeable than me and I failed to explain my point a of view and was misunderstood so I felt depressed and left.
disgust;When I read a newspaper article on a young girl who had been a raped and assaulted one night by several men when she was unconscious.
shame;My mother revealed personal details about me and the a negative aspects of my character to other people when I was a present but unable to defend myself.
guilt;I was unfaithful to my partner once when he was working abroad a for a long period.
joy;When I recently got an appartment in central Gottenburg.
fear;When I saw a large spider crawling up the wall.
anger;My employer took too many aspirins for a bad back and also drank a an enormous amount of spirit. This was dangerous and he did a not understand that he had done anything wrong.
sadness;When I left New York, and all my family and my friends behind me.
disgust;When I slept with a guy because my best friend wanted me to. a He had never had intercourse with anyone and had a terrible a complex about it.
shame;When I dated a close girlfriend's boyfriend a few times. He told a me that it was over between them and I accepted it. When she a found out she finished our friendship.
guilt;When I broke off with my boyfriend after three years. It was a quite unexpected for him and there was no particular reason for a the break up, such as someone else.
joy;When my son returned from mountaineering - healthy in body and a soul.
fear;When one meets new people with whom one is forced to collaborate a with.
anger;The sports fishermen who catch gulls instead of fish with their hooks. a  It is often a mistake but it makes me angry.
sadness;I feel sad about an event I can not influence.
disgust;When a member of the family complains about the food that is a served, it disgusts me.
guilt;I have chosen to put my son in a private school were the a examination marks are low. Every time that he gives me his term a results I am left with a sense of guilt.
joy;When I was informed that I had been accepted as a student of a Psychology.
fear;When I was in a little fishing boat and we ran into hard weather a in the open sea.
anger;When I found out that the guy I was dating at a particular time a had a steady relationship going on with someone else for a long a time.
sadness;I felt sad and depressed when I heard that our cat had died.
disgust;When I was working as a nurse in a mental hospital, a patient ate a up the contents of another patient's spitoon.
shame;At primary school, when I vomited in front of others in the middle a of a lesson.
guilt;I arrived an hour late for an important meeting ( I had a misunderstood the time).
joy;When I was acceptted as a student of psychology.
fear;When my son has a pain in his leg (for no apparent reason). 
anger;When, after a week at school, a teacher sent a note home saying a that my son was inattentive and unable to do his lessons.
sadness;When I thought that it was going to be impossible for me to start a studying (due to wrong information from the student advisor).
disgust;At a certain person's lack of cleanliness, at home and a personally.
shame;When I made the same mistake that I had accused someone else of, and a this was obvious to a third pereson.
guilt;When I lost something that was valuable to my sister.
joy;When my son was born.
fear;When I nearly drowned in icy water wearing ice skates. It was a difficult to get out.
anger;When I was pointed out as a problem child in primary school and a my mother took the teacher's point of view.
sadness;When I was accused of neglecting work for the wrong reasons.
disgust;My parents attitude towards each other when they should become a reconciled, despite my father's long-time addiction.
shame;When I was caught stealing money from my father.
guilt;I stole a coconut cake from a reception table and when I put a in my mouth I realized that the host was watching me.
joy;When after 10 months of national service I was downgraded and adid not have to do the remaining 5 months.
fear;When I was reprimanded by the manager of the hotel where I a worked during Autumn 1984.
anger;When my parents drove me to a nearby place and went home a immediately instead of waiting a few hours. They could have a easily waited.
sadness;When my ex-girlfriend and I discovered that there was a certain risk a of her being pregnant.
disgust;When I was about to clean the draining board and saw it looked a underneath the sink (I live in a students hostel).
shame;When my mother caught me masturbating.
guilt;As the only person in my family into academics, I ought to have a looked after my younger (and only) sister better, with respect to a her education and life experiences.
joy;When my older sister told us that she was thinking of joining the a rest of the family for the winter sports holiday.
fear;Slept in a chapel and in the middle of the night I realized that a there was someeone else in the chapel. I never discovered who a it was and why he was there.
anger;When we were in high school a few guys sometimes provoked a a friend of mine. They called her a pig and then grunted. This a irritated most of the girls. Once, one of the girls got angry at a my friend and said something nasty and this made me terribly a angry.
sadness;I talked to my boyfriend on the phone when I was in high spirits a and had a lot to tell him. I had been looking forward to this a conversation and he did not listen to me to the extent that I a had anticipated.
disgust;A mother who shouts at her child for nothing.
shame;When I complained to my mother about how untidy the kitchen a loooked, she boxed my ears ( this had never happened before).
guilt;As I could not be home before midnight I called home at 11.30 and a asked them to leave the door open so that I could get in. I a actually woke up the whole family by calling them so late. My a mother could not go back to sleep, besides she had a conference  a the next day and really needed to sleep.
joy;When I got through the first day here at the department.
fear;When I was cycling past a parked car someone opened the door and a nearly pushed me off my bike and into the traffic.
anger;When my boyfriend sat up half the night playing computer games a with a friend.
sadness;When I had to leave my mother and my sister after a week's visit.
disgust;When I saw a big spider from very close.
shame;When I asked a friend to return the money that I had loaned her a and then remembered that she had repayed me in several ways.
guilt;When one of my parents insinuates something about the other a (they are divorced).
joy;When i was asked to be a child's godmother.
fear;On the way down a ski slope which was difficult and steep.
anger;When my mother interfered in my life.
sadness;When I was left alone one week-end without being prepared for a it.
disgust;The first time that I saw a surgeon cut off a leg and put it in a a black rubbish bag.
shame;When I forgot about a meeting at work.
guilt;When I demand too much from my friends.
joy;When my husband suddenly came to see me at my new job and a brought some flowers and cake with him.
fear;When I was nearly attackad by a man who had been chasing me.
anger;When my father asked me if I was a communist, at the same time he a made it clear that I should no longer see myself as his daughter.
sadness;When I applied for a job which I thought I had a good chance of a getting, I was not even granted an interview and did not get the a job.
disgust;T.V features showing the violation of defenceless people.
shame;When I as a child of 9 or 10 I was playing doctor with the a neighbours boys their mother caught us.
guilt;When my husband talked about the restrictions he will have to a accept in his life to make our marriage work. I felt that it was a directed at me as it was me who had demanded the changes. We a were with a marriage counsellor then.
joy;When we were able to afford a new sofa - a leather one which cost a SEK 20000. I had waited for it for 2-3 years.
fear;Vertigo - standing on a ladder and painting the house.
anger;When my boss enrolled in a course to satisfy his own ends - to a trample on his associates. I have the misfortune to have one of a my superiors in my course.
sadness;When I argue with my mother about the way she treats her two a children differently.
disgust;Spit and vomit.
shame;Spots on the seat covers of my husband's car.
guilt;Not speaking to my sister-in-law due to lack of interest in a a relationship on my side.
joy;When I recently managed to get my first consulting assignment a myself i.e on my own initiative.
fear;I was within a hair's breadth of knocking down a drunkard who a suddenly ran into the street. The fear came later when I   a realized what could have happened.
anger;When my friend, as usual, forgot the tickets at home for a a performance. We missed it.
sadness;The elections of 1982 and 1985. The thought of what a social a democrat and communist majority could achieve, especially worker ashare funds and its extension.
disgust;A study visit to a chicken factory : the butchery, the smell, a the environment and the noise.
shame;Confession to my parents about my involvement in a moped theft.
guilt;No answer as I see very little difference between shame and a guilt. Therefore see answer for shame.
joy;When I was appointed to position of trust in a group set up to a change the working environment.
fear;I was alone in a cottage I often stay in. I was woken up by a a rustling sound in the middle of the night.
anger;When I tried to explain to a plumber, face to face, that the a toilet was broken and he did not believe it (it had been mended a ten times).
sadness;When the result of a project work was treated nonchalantly a intead of being criticized by the teacher.
disgust;When programmes on violence or pornography are shown on T.V.
shame;When I talked maliciously about a colleague at work to someone a else. Immediately afterwards I felt ashamed.
guilt;When I decided to take a week s holiday without consulting the a family first.
joy;After my girl and I talked things over our relationship changed a and became positive. A diificult time turned into pleasant one.
fear;When we could not land our plane and we knew that the fuel was a running out. Bad weather had already frightened us.
anger;When I read about Reagan's tactical decision concerning the a South African boycott.
sadness;When my half brother became seriously ill with cancer and died a later.
disgust;A film were a woman was attacked and raped. One did not see the a worst but it had the desired effect - very strong.
