sentiment;text
joy;Quando descobri que havia passado nos dois últimos exames por uma margem de três marcas.
fear;Quando meu pai estava doente e aguardava os resultados de seus testes.
anger;Quando fui pego na chuva na quinta -feira passada e não tinha uma capa de chuva em mim.
sadness;Quando eu falhei em um exame.
shame;Quando eu não havia preparado minha contribuição para o grupo tão minuciosamente quanto os outros membros, com o resultado de que o resultado geral foi ruim.
guilt;Quando meu pai e eu trabalhamos na casa logo depois que ele se recuperou da doença, eu era bastante preguiçoso. Isso significava que ele tinha que trabalhar duro e não estava muito bem mais tarde.
joy;Quando dei à luz meu filho e vi que ele estava vivo e que eu o havia conseguido bem. Ele nasceu um mês muito cedo com um pulmão com defeito. Isso aconteceu há um ano.
fear;Quando descobri que meu pai tinha câncer de pulmão e eles não sabiam quanto tempo ele viveria.
anger;Quando um colega me pediu ajuda no trabalho, apesar de ter mais tempo para fazê -lo do que eu.
sadness;Quando não recebi o aumento do salário, esperava e entendi como o trabalho de alguém foi apreciado.
disgust;Quando eu estava erguejando o jardim, encontrei um lagarto na mão.
shame;Quando conheci uma amiga que eu não via há muito tempo e ouvi tudo sobre seus problemas, pensei que deveria ter entrado em contato com ela mais cedo.
guilt;Fiquei com raiva de minha mãe por algo trivial. Estávamos de mau humor porque meu pai estava muito doente e eu sabia que minha mãe realmente precisava de apoio. Eu havia reagido erroneamente.
joy;Véspera de Ano Novo 1983/1984, conheci minha namorada. Ficamos nos degraus do lado de fora de seus pais em casa e eu a beijei pela primeira vez.
fear;Quando fui parado por policiais de roupas à vista, porque o carro que eu estava dirigindo havia capotado na avenida. Eu estava dirigindo muito rápido e estava com medo quando fui parado, questionado e depois para ir. A situação terminou alegremente, pois não houve consequências.
anger;O editor mudou o título de um artigo que eu havia escrito. Ele considerou o cabeçalho depreciativo para a pessoa sobre a qual eu havia escrito.
sadness;Um conhecido próximo da família morreu de câncer de pulmão. Embora fosse esperado, eu ainda me sentia deprimido.
disgust;Quando vi uma foto, no posto de Gotemburgo, de um carro totalmente demolido com dois passageiros feridos fatalmente. O carro estava tão danificado que eles não podiam tirar os corpos no local do acidente.
shame;Uma noite, tive uma relação sexual com outro homem. Meu desejo sexual e minha curiosidade me fizeram pular na cama com ele. Estou com vergonha de mim agora.
guilt;Devido à preguiça, falhei completamente no termo estudos na universidade. Eu também queria, até certo ponto, protestar contra as expectativas de meus pais.
joy;Quando recebi o empréstimo para meus estudos.
fear;Eu conheci pessoas intoxicadas com intenções duvidosas em um beco nas costas na quarta -feira à noite.
anger;No T.V, vi um recurso de notícias na África do Sul. Um policial atacou um grupo de negros com um chicote.
sadness;O pensamento de ter que ler um livro chato de 400 páginas em inglês.
disgust;Pessoas bobagens.
shame;Minha incapacidade de me afirmar positivamente em um grupo.
guilt;Eu sinto sentimentos de culpa porque não estudo o suficiente.
disgust;Observar alguém na cafeteria engolindo com barulho em sua comida, tendo maneiras extremamente ruins.
shame;Acho que muitas vezes me envergonhei depois de falar mal de outras pessoas.
guilt;Tendo ficado com raiva e desagradável com meus pais.
joy;Quando minha irmã - depois de uma história de um aborto e um natimorto - deu à luz um garoto perfeitamente curado.
fear;Quando minha irmã teve a criança ainda nascida, ela estava emocionalmente muito no fundo e levou muito tempo para se recuperar.
anger;Estávamos iniciando um projeto de aluno, e o professor com quem conversamos foi muito negativo e não muito útil.
sadness;Quando meu namorado me decepcionou abertamente, preferindo outra garota.
disgust;Senti um pouco de nojo pelo meu namorado por um tempo, depois que ele me deixou.
shame;Não consigo pensar em nenhum.
guilt;Antes de um acidente, minha tia me ofereceu o banco da frente do carro, ao lado do motorista. Eu recusei, ela se sentou e foi morta lá quando o carro caiu.
joy;Visita inesperada de um amigo próximo, que eu não via há meio ano.
fear;Eu vagei por engano para a zona de segurança de um campo de tiro e fui filmado.
anger;Sendo tratado injustamente.
sadness;Terminando com uma garota.
disgust;Nada.
shame;Nenhum.
guilt;Pouco contato com meu pai antes de ele morrer.
joy;Quando fui aceito como estudante na faculdade, não tendo pensado possível.
fear;Quando eu fui o primeiro a chegar ao local após um acidente, e descobri que um amigo próximo da escola havia sido morto.
anger;Fui acusado de ter feito algo, o que não tinha e fiquei com muita raiva.
sadness;Quando minha avó morreu.
disgust;Não aplicável.
joy;Alguns anos atrás, durante o feriado de verão, eu estava pescando em um lago com meu marido. De repente, começou a chover enquanto o sol ainda brilhava. Eu experimentei um sentimento de alegria, felicidade e realização. Toda a natureza estava cheia de música.
fear;Eu estava sozinho em casa, na cama lendo uma revista feminina na qual havia histórias de experiências paranormais. Minha perna estava com coceira e estiquei minha mão para arranhar e senti outra mão estranha. (Mais tarde, percebi que era o canto do cobertor)
anger;Fui a uma palestra e, mais uma vez, foi cancelada, foi a segunda vez. Um tinha uma atitude negativa em relação ao professor.
sadness;Ouvi dizer que um ex -superior meu havia morrido, estava mais tarde em casa lendo sobre isso no jornal e pensei em nossa interação e como isso não era mais possível. O escopo limitado da vida humana é triste.
disgust;No bonde, havia uma mulher gorda e de aparência doentia na minha frente, que estava pedindo instruções em uma voz grossa. Quando ela se levantou para passar um cheiro nojento de urina, veio dela. Eu senti que iria engasgar.
shame;Quando estávamos em casa, meu marido e eu, ele fizemos uma observação sobre algo que eu havia feito, de uma maneira perfeitamente amigável. Minha ação estava injusta e eu sabia que meu marido estava certo, portanto, meu senso de vergonha.
guilt;Fiz uma observação à minha irmã sobre sua atitude em relação aos homens, a maneira como ela falou e a comparei a um conhecido meu. Mais tarde, na mesma noite, minha irmã parecia triste. Eu me senti culpado por sua tristeza.
joy;Eu tinha um emprego de verão na Suécia e meu namorado veio me encontrar no meu aniversário.
fear;Fui praticar na Suécia durante o verão e tinha medo de não me sair bem.
anger;Na casa de férias de nossa associação, dois dos meus amigos vieram me acordar cedo uma manhã, trazendo um rádio tocado no volume mais alto para o meu quarto - era o culto da manhã mais alto.
sadness;Minha avó morreu repentinamente no verão passado.
disgust;Meu superior no trabalho de verão conquistou os clientes o máximo que pôde, e uma vez me colocou em uma situação difícil, após a qual eu não poderia deixá -lo detestá -lo.
shame;Quando cheguei duas horas atrasado para o meu local de trabalho (um banco) e ainda estava me sentindo fraco e cansado.
guilt;Nossa associação tinha visitantes poloneses e, quando eles estavam voltando de barco, não fui vê -los fora (sou o presidente da associação).
joy;Disseram-me inesperadamente que se queria que eu me tornasse vice-presidente da nossa organização estudantil. Fiquei realmente surpreso e a alegria foi a primeira emoção que senti, embora por trás disso houvesse preocupação - como devo ter sucesso?
fear;Nosso grupo tutorial logo seria dividido e recebemos uma lista de nomes de calouros, dos quais cinco deveriam estar no meu grupo. Lemos os nomes e, em seguida, cada grupo seguiu seu próprio caminho para uma sala de seminários. Eu me perguntava como lidaria com a nova situação e se teria sucesso como líder de grupo.
anger;Estávamos em uma discoteca e a noite não foi nada agradável. Apesar de não saber o porquê, fiquei com raiva do meu companheiro. Eu o deixei sentir meu mau humor, pois não posso esconder meus sentimentos.
sadness;Minha avó morreu e minha mãe me ligou em uma manhã de domingo no outono. Do jeito que minha mãe me contou sobre isso, eu a odiava naquele momento. Ela parecia que estava esperando a morte da minha avó. Eu tinha perdido uma pessoa perto de mim. Eu me senti culpado também, pois tinha sido ruim pela minha avó ultimamente. Eu não tinha permanecido calmo quando ela não entendia mais tudo tão bem.
disgust;Na estação subterrânea, um bêbado veio falar comigo. Ele tentou me perguntar algo, mas eu não respondi, então ele começou a falar sobre mim com seu companheiro. Eu detestei este homem rosnado sujo.
shame;Eu estava preocupado com uma tarefa relacionada aos meus estudos que precisavam ser realizados em grupos de dois. Eu estava falando sobre isso com meus amigos quando disse algo negativo, de maneira muito abrupta, a respeito do meu parceiro de trabalho. Eu não quis dizer o que disse e senti envergonhado por ter sido mau o suficiente para criticá -lo, pois ele também é um amigo meu.
guilt;Eu tinha dito ao meu namorado que não queria continuar com o nosso relacionamento. Eu sabia que era importante para ele, mas queria ser livre. Vi que isso era difícil para ele, mas permaneci firme e não mudei de idéia.
joy;Ontem à noite, conversei com um colega. Eu a conheci por cerca de meio ano e, pela primeira vez, estávamos falando "o mesmo idioma"- significando uma discussão e um encontro inspiradores.
anger;Às vezes brigo com minha mãe porque ela me culpa, embora eu não tenha sido conectada a alguns eventos.
sadness;Depois de ouvir sobre a morte do meu avô. Primeiro eu não podia acreditar, mas depois chorei e senti que a situação era inútil. Eu me senti sozinho e queria ser consolado.
disgust;À noite, enquanto eu assistia TV, meu irmão mais novo entrou e começou a comer comida que ele trouxera da cozinha enquanto eu tentava me concentrar no programa.
shame;Meu irmãozinho foi preso pela polícia na estação ferroviária depois que ele bebeu cerveja.
guilt;No meu trabalho temporário, tenho que restringir as ações dos outros e fazê -los me obedecer, e isso muitas vezes me dá uma sensação de culpa. Eu gostaria que pudesse haver outra maneira de atuar.
joy;Eu conheci um querido amigo meu depois de muito tempo. Expressei meus sentimentos da nossa maneira usual, a representar e abusar mútuos (com entendimento completo) e tocando, tapando e pegando a mão da outra pessoa, etc ...
fear;Senti medo do tipo mais puro após um acidente de carro. O incidente e as imagens de horror continuavam voltando à minha mente. Eu me perguntei o que poderia ter acontecido com minha irmã, minha amiga e eu, embora nada muito sério tenha acontecido.
anger;Dois meninos que eu conheço estavam me dizendo, de maneira indecente, como haviam provocado uma garota jovem e tímida que eu conheço. Eles haviam desprezado sua convicção, desprezados e tocados. Fiquei com muita raiva e não tentei escondê -lo e devolveu -o a eles.
sadness;Minha namorada me deixou, ou melhor, decidimos quebrá -lo por consentimento mútuo. As consequências foram - chorando sem restrições, sentimentos de solidão, desesperança e desconsolação. Eu senti que deveria encontrar um amigo, para conversar com alegria e esquecer.
disgust;Por pura curiosidade, fui assistir a um filme pornográfico em Copenhague. A sala estava cheia de homens, que ofegaram e se masturbavam. Muito repugnante.
shame;Depois de ter se dedicado desnecessariamente e sem motivo, e ter sido estupidamente cruzado em todos os sentidos.
guilt;Forçado a preencher um questionário.
joy;Quando ganhei uma partida de tênis.
fear;Quando meu cachorro correu com gelo fino na primavera passada.
anger;Quando minha partida de tênis foi interrompida porque uma criança andou de bicicleta direto para o tribunal.
joy;Celebrações no dia da formatura com a orquestra tocando no jardim (eu faço parte desta orquestra).
fear;Risco de estar envolvido em uma luta depois de uma festa.
anger;Eu tinha uma carga de trabalho muito pesada e dois colegas, com quem não tenho nada, me perturbou por "Terror Tinging", ou seja, me interrompendo continuamente telefonando.
sadness;Após um exame que eu falhei.
shame;Quando eu ultrapassei um carro na Mainroad, julgando mal a distância de um carro que se aproxima e isso resultou em tooting e pisando do outro motorista (poderíamos ter colidido), e eu conheci o carro comigo.
guilt;Vi um vizinho, do mesmo bloco de apartamento que eu, deitado na estrada. Ele poderia ter sido ferido ou doente. Eu mantive 20 metros de distância e não fui ajudá -lo.
joy;Quando conheci um velho amigo Schhol (amor da escola).
fear;Quando eu estava pedalando para a escola, quase fui derrubado por um carro que (me ultrapassou demais) não me deu nenhum espaço em desviar.
anger;Quando eu era vice -gerente durante o verão, certos deputados levaram liberdades, mais do que o que era normal.
sadness;Quando percebi que minha namorada, de quem eu gosto, e eu ia separar.
disgust;Sujeira de cachorro que derrete na primavera.
shame;Quando esqueci o aniversário da minha mãe.
guilt;Não consigo pensar em nada agora.
joy;Passou no último exame.
fear;Foi quase derrubado por um carro.
anger;Cheguei à parada de ônibus e percebi que havia esquecido meu passe de ônibus.
sadness;Minha carga de trabalho atual é demais. O sentimento volta de tempos em tempos.
joy;Quando meu filho de um ano me dá um beijo espontâneo.
fear;Quando alguém próximo a mim está viajando de carro e está atrasado.
anger;Quando alguém faz algo errado que me afeta negativamente.
sadness;Quando penso nos meus pais envelhecendo.
guilt;Não tenho tempo para os problemas de outras pessoas. Às vezes, minha sogra está deprimida e não tenho tempo, desejo ou força para ajudar.
joy;Um ex-colega me perguntou se eu estava interessado em trabalhar em seu departamento de contas. Eles precisavam de "pessoas inteligentes" e ele "pensou imediatamente em mim".
fear;Eu estava dirigindo e um cervo apareceu de repente em frente ao carro quando havia muito tráfego atrás de mim.
anger;Vi um relatório sobre a TV News sobre o apartheid na África do Sul.
joy;Quando minha namorada ficou grávida.
fear;Quando quase coloquei com outro carro.
anger;A hora em que alguém deixou o ar sair dos pneus do meu ciclo.
sadness;Quando li muito e não me lembrei de nada.
guilt;O tempo que eu tive que colocar meu cachorro para dormir.
sadness;Longa doença.
joy;Quando passei um exame.
fear;Quando eu estava viajando de bonde, tropecei e caí contra a porta. Eu pensei que ia cair.
anger;Quando eu perdi o bonde depois de ter corrido para ele.
sadness;A incapacidade de ler um livro na faculdade.
disgust;Se um cara em que se não estiver interessado faz avanços.
shame;Eu bebo vinho com muita frequência.
guilt;Não estudo o suficiente, pois não entendo corretamente.
joy;Eu trabalhei no escritório de um advogado durante o verão e recebi uma referência muito boa dele.
fear;Eu estava assistindo a um triller uma noite escura no país e tive que ir ao banheiro externo sozinho.
anger;Quando sou acusado de algo que não fiz, fico incrivelmente zangado.
sadness;Quando comecei a ler um livro grosso, que tive um tempo limitado para ler. Além disso, quando tenho muito trabalho a fazer e não consigo acompanhar.
disgust;Alguém vomitou na rua.
shame;Não consigo pensar em nenhum incidente quando me senti muito envergonhado. Existem pequenos incidentes de que tenho vergonha, por exemplo, não enviando dinheiro para as crianças na Etiópia.
guilt;Almocei com meu ex-namorado e não mencionei isso na minha noiva. Eu me senti culpado, apesar de não ter sentido nada pelo meu ex-namorado.
joy;Quando eu estava finalmente qualificado para minha profissão.
fear;Alguém me atacou com uma faca.
anger;Alguém entrou no meu carro e depois negou que isso tivesse acontecido.
sadness;Quando me disseram que a esposa do meu amigo tinha câncer.
disgust;Quando vi um cachorro que havia sido derrubado por um carro.
shame;Quando eu encaixei os ouvidos do meu filho.
guilt;Quando fui multado por excesso de velocidade.
joy;Parei de funcionar (tinha um emprego chato).
fear;Eu estava indo para casa de carro tarde uma noite, quando estava frio, escuro e ventoso. Fiquei bastante em pânico a caminho da minha casa.
anger;Briga na família.
sadness;Quando estou sozinho em uma sala sem contato com ninguém - a solidão me drena.
disgust;Quando eu estava de férias, alguém vomitou na minha frente.
shame;Esvaziou um balde de água em um hospital.
guilt;Quando fingi licença médica do trabalho.
joy;Quando recebo um abraço de alguém que amo.
fear;Eu estava dirigindo muito rápido em uma pequena estrada e conheci um carro que se aproximava em uma curva direita. O outro motorista estava do seu lado da estrada e eu tive que descer para evitar uma colisão. Estava escuro.
anger;Meu carro foi rebocado pela polícia de trânsito porque estava estacionado erroneamente. No entanto, a placa foi colocada somente depois que eu já havia estacionado.
sadness;Depois de uma operação, tive que ficar na cama por um longo tempo.
disgust;Fui forçado a ficar na cantina e comer a comida que eu não havia pedido, mas recebi de qualquer maneira.
shame;Quando não comprei o que prometi.
guilt;Por engano, peguei um livro da biblioteca que não deveria ser emprestado.
joy;Quando ganhei uma quantia inesperada de dinheiro.
fear;Minha filha de 2 anos desapareceu em um momento de desatenção, eu fui responsável por ela.
anger;Um colega me pediu alguns conselhos e, como ele não tinha confiança suficiente em mim, ele perguntou a uma terceira pessoa.
sadness;Eu queria estar grávida e não consegui, então fiquei deprimido a cada menstruação.
disgust;Em um ônibus quente cheio de pessoas, alguém vomitou e todo o ônibus fedado.
shame;Eu reclamei do comportamento de um colega quando ela volta à sua palavra, muitas vezes está ausente e é irresponsável. Eu descobri que ela era alcoólatra e estava tentando combater novamente seu vício.
guilt;Falei com minha mãe ao telefone. Ela tinha câncer de pele e estava esperando para ser operado. Esqueci de perguntar a ela a data da operação e, antes de terminar nossa conversa, ela me deu a data de passagem.
joy;Quando eu estava em uma festa, conheci um velho amigo de um curso de educação para adultos. Não nos encontramos há 2 anos, mas ambos pensamos muito um sobre o outro. Uma experiência maravilhosa.
fear;Quando eu estava andando de bicicleta pelo parque tarde da noite, duas pessoas saltaram da floresta e tentaram me impedir. Havia gritando algo ao mesmo tempo.
anger;Quando parentes próximos tentaram me dissuadir de estudar a psicologia por causa de seu status baixo.
sadness;Eu tive uma longa discussão sobre política com um conhecido. Ele era mais experiente do que eu e eu não expliquei meu ponto de vista e fui mal compreendido, então me senti deprimido e saí.
disgust;Quando li um artigo de jornal sobre uma jovem que havia sido estuprada e agredida uma noite por vários homens quando ela estava inconsciente.
shame;Minha mãe revelou detalhes pessoais sobre mim e os aspectos negativos do meu personagem para outras pessoas quando eu estava presente, mas incapaz de me defender.
guilt;Fui infiel ao meu parceiro uma vez quando ele trabalhava no exterior por um longo período.
joy;Quando recebi recentemente um apartamento no centro de Gottenburg.
fear;Quando vi uma grande aranha rastejando pela parede.
anger;Meu empregador pegou muitas aspirinas para trás e também bebeu uma enorme quantidade de espírito. Isso era perigoso e ele não entendeu que havia feito algo errado.
sadness;Quando saí de Nova York, e toda a minha família e meus amigos atrás de mim.
disgust;Quando dormi com um cara porque meu melhor amigo queria que eu. Ele nunca teve relações sexuais com ninguém e teve um complexo terrível sobre isso.
shame;Quando eu namorei o namorado de uma namorada próxima algumas vezes. Ele me disse que acabou entre eles e eu aceitei. Quando ela descobriu, terminou nossa amizade.
guilt;Quando parei com meu namorado depois de três anos. Foi bastante inesperado para ele e não havia nenhuma razão específica para o rompimento, como outra pessoa.
joy;Quando meu filho voltou do montanhismo - saudável em corpo e alma.
fear;Quando se encontra novas pessoas com quem se é forçado a colaborar.
anger;Os pescadores esportivos que pegam gaivotas em vez de peixe com seus ganchos. Muitas vezes, é um erro, mas me deixa com raiva.
sadness;Sinto -me triste com um evento que não posso influenciar.
disgust;Quando um membro da família reclama da comida que é servida, isso me enoja.
guilt;Eu escolhi colocar meu filho em uma escola particular, onde os marcos de exame são baixos. Toda vez que ele me dá seus resultados, fico com uma sensação de culpa.
joy;Quando fui informado de que havia sido aceito como estudante de psicologia.
fear;Quando eu estava em um pequeno barco de pesca e encontramos clima difícil no mar aberto.
anger;Quando descobri que o cara que eu estava namorando em um determinado momento teve um relacionamento constante acontecendo com outra pessoa por um longo tempo.
sadness;Eu me senti triste e deprimido quando soube que nosso gato havia morrido.
